orig_index,T,formula,database,id,rho_pred,seebeck_pred,kappa_pred,zT_pred,rho_var,seebeck_var,kappa_var,zT_var,rho_std,seebeck_std,kappa_std,zT_std,rough_correlation
139095,1000,Ce2O3,COD,1010279,1.01905,0.999883,59.1964,1.19253,0.00107479,2.67884e-08,3.43513e+13,0.0456648,0.0327839,0.000163672,5.861e+06,0.213693,145.674
158113,1000,Mn2O5Sr2,COD,9015609,1.00079,0.999861,15.6528,1.17577,2.56185e-05,8.12224e-09,7159.8,0.0461383,0.00506147,9.01235e-05,84.6156,0.214798,145.689
733,700,AgFeS2,COD,1509337,1.00022,0.999964,13.5789,1.18895,1.06247e-06,3.90373e-08,21850.7,0.0365872,0.00103076,0.000197579,147.82,0.191278,145.69
146541,1000,DyMo6S8,ICSD,629953,1.00023,1.00002,17.9499,1.12977,1.07781e-06,7.34107e-09,1085.99,0.0120971,0.00103817,8.568e-05,32.9544,0.109987,145.694
63678,700,CuGdS2,ICSD,627631,1.00099,0.999928,9.75713,1.12824,5.9797e-05,2.4313e-08,2010.75,0.0243863,0.00773285,0.000155926,44.8414,0.156161,145.696
158326,1000,MnNbSi,COD,1008919,1.00177,1.00006,174.948,1.24773,0.000117567,3.30294e-08,6.32938e+08,0.0462503,0.0108428,0.00018174,25158.3,0.215059,145.697
69238,700,GdO3Sc,ICSD,99543,1.02358,0.999871,31.9258,1.14897,0.00130629,3.51457e-08,3.48876e+13,0.0174148,0.0361426,0.000187472,5.90657e+06,0.131965,145.707
65250,700,Eu2GeO5,ICSD,8218,1.00066,0.999892,11.3266,1.1412,9.79339e-06,6.64333e-09,1065.86,0.0495235,0.00312944,8.15066e-05,32.6476,0.222539,145.721
57882,700,Cl10CoGd6,ICSD,424460,4.29046,0.999942,17.1508,1.17217,1.10639e+182,3.96984e-08,50848,0.0537667,1.05185e+91,0.000199245,225.495,0.231877,145.723
78554,700,NiSiTh,ICSD,646618,1.01054,0.999973,55.0672,1.18911,0.000682063,4.90536e-08,4.80776e+07,0.0360566,0.0261163,0.00022148,6933.8,0.189886,145.765
67938,700,FePr4S7,ICSD,633157,1.00114,0.999944,49.1394,1.13127,1.84746e-05,2.79523e-08,2.64612e+13,0.0456963,0.00429821,0.000167189,5.14404e+06,0.213767,145.792
39159,700,C2HoNi,ICSD,618099,2.5926e+38,0.999984,28.7602,1.22171,inf,3.93929e-08,195437,0.0596562,inf,0.000198477,442.082,0.244246,145.81
156649,1000,La2MnNiO6,ICSD,186428,1.0323,0.999952,9.40442,1.15771,0.00152964,4.8332e-08,132.851,0.0220329,0.0391106,0.000219845,11.5261,0.148435,145.83
138240,1000,CaO6Sr2U,ICSD,62539,1.00794,0.999873,15.5236,1.19481,0.000542713,1.04034e-08,762.921,0.034979,0.0232962,0.000101997,27.621,0.187027,145.834
79697,700,OSeU,COD,2001365,1.00525,0.999881,107.69,1.22575,0.000339606,2.07777e-08,1.29002e+14,0.0527088,0.0184284,0.000144145,1.13579e+07,0.229584,145.838
63564,700,CuEuNdS3,ICSD,183814,1.00099,0.999925,36.7276,1.12247,1.78885e-05,3.45181e-08,4.05137e+09,0.0199266,0.00422948,0.00018579,63650.4,0.141161,145.869
158973,1000,N5Nb4,ICSD,26251,2.60713e+38,1.00006,34.4648,1.20933,inf,1.36171e-08,131270,0.0343648,inf,0.000116693,362.312,0.185377,145.877
156971,1000,LaO3Tm,ICSD,419665,1.01104,0.999882,15.1509,1.19248,0.000730634,2.45602e-08,9452.1,0.030519,0.0270302,0.000156717,97.2219,0.174697,145.928
79725,700,OZr2,ICSD,77714,1.01029,0.999895,36.2991,1.18839,0.000685108,3.13296e-08,876671,0.0482025,0.0261746,0.000177002,936.307,0.219551,145.942
61576,700,CrO3Y,ICSD,28909,1.01034,0.99985,72.3112,1.10013,0.000684295,3.18798e-08,3.84079e+06,0.0173857,0.026159,0.000178549,1959.79,0.131855,145.953
69887,700,Ge4Nb5,COD,1528974,1.00022,1.00013,28.3709,1.23157,1.031e-06,5.10086e-08,5.84866e+06,0.0486494,0.00101538,0.000225851,2418.4,0.220566,145.963
63568,700,CuEuPrS3,ICSD,189144,1.00099,0.999922,37.8273,1.1225,1.78885e-05,3.70858e-08,4.73634e+09,0.0199202,0.00422948,0.000192577,68821.1,0.141139,145.978
56066,700,CaGeN2,ICSD,23523,2.59051e+38,1.00001,10.152,1.16715,inf,3.51718e-08,915.295,0.0412779,inf,0.000187542,30.2538,0.20317,145.999
58037,700,Cl29Ga8Sb7Te8,ICSD,425224,4.26402,0.999946,114.102,1.26863,1.1317e+182,3.11204e-08,1.02296e+13,0.0556684,1.06381e+91,0.00017641,3.19837e+06,0.235942,146.036
68029,700,FeV,COD,1522880,1.22445,0.99988,159.985,1.24565,0.675171,2.63859e-08,8.77952e+10,0.0605983,0.821688,0.000162437,296303,0.246167,146.088
143075,1000,Cr2Si2Y,ICSD,53227,1.00563,1.00008,36.6703,1.23722,0.000391128,2.49705e-08,141502,0.0493381,0.019777,0.000158021,376.167,0.222122,146.103
158518,1000,Mo15Rb2S19,COD,1526253,1.00023,1.00004,12.2285,1.20318,1.08095e-06,1.50873e-08,677.605,0.0584525,0.00103969,0.000122831,26.0308,0.241769,146.113
1039,700,AgZr,COD,1509569,1.0052,1.00008,191.401,1.25115,0.00053148,6.03464e-08,1.05416e+11,0.0472126,0.0230539,0.000245655,324679,0.217285,146.137
76549,700,MnS4Sb2,ICSD,411178,1.00022,0.999926,6.22221,1.21091,1.03947e-06,2.73003e-08,840.827,0.0352151,0.00101954,0.000165228,28.997,0.187657,146.148
2707,700,AlHoO3,COD,2310399,1.00022,0.999887,19.4193,1.0952,1.04644e-06,1.18883e-08,35005.1,0.00675963,0.00102296,0.000109033,187.096,0.0822169,146.151
67971,700,FeS8Ta4,ICSD,417150,1.00026,0.999984,22.4133,1.16973,1.14103e-06,4.37519e-08,212433,0.0375038,0.00106819,0.00020917,460.905,0.193659,146.186
88036,1000,B2V3,COD,1510850,1.0312,0.999965,80.5454,1.2328,0.028376,4.00883e-08,2.26106e+06,0.0532087,0.168452,0.000200221,1503.68,0.23067,146.205
5863,700,B2GeO8Tb2,ICSD,168966,1.00071,0.999816,26.0871,1.13997,3.44738e-06,1.54148e-08,115245,0.0388805,0.00185671,0.000124156,339.477,0.197181,146.207
75466,700,LiMo3O8Y,ICSD,28526,1.00398,0.999905,86.5129,1.11169,0.000251345,2.15777e-08,1.33622e+06,0.0429364,0.0158539,0.000146894,1155.95,0.207211,146.304
75681,700,Lu2O4Pd,ICSD,84779,1.01013,0.999906,94.7967,1.08474,0.000641298,2.38161e-08,5.23458e+07,0.0125565,0.0253239,0.000154325,7235.04,0.112056,146.317
76288,700,Mn3O8V2,COD,1519052,1.10707,0.999701,74.023,1.10725,0.208344,1.05202e-08,2.78041e+06,0.0479863,0.456447,0.000102568,1667.46,0.219058,146.318
3019,700,AmCl3,COD,2106266,2.59057e+38,0.999915,15.0301,1.15431,inf,2.47641e-08,49327.1,0.040443,inf,0.000157366,222.097,0.201105,146.319
154454,1000,HoLaO3,ICSD,189420,1.01104,0.999882,15.5798,1.19024,0.000730634,2.43596e-08,9070.76,0.030083,0.0270302,0.000156076,95.2405,0.173444,146.341
2012,700,Al6OSi8Sr13,ICSD,418388,1.00114,0.999904,17.873,1.2037,5.46462e-06,1.52628e-08,18972.7,0.0609204,0.00233765,0.000123543,137.741,0.246821,146.391
150102,1000,Ga2Nd4O9,ICSD,54684,1.00156,0.999884,73.4075,1.16603,2.64414e-05,2.23267e-08,1.62421e+12,0.0535427,0.00514212,0.000149421,1.27444e+06,0.231393,146.418
158272,1000,Mn8Mo3Si8,ICSD,642950,1.00177,1.00006,119.714,1.19731,0.000117567,3.30694e-08,1.09897e+08,0.0380025,0.0108428,0.00018185,10483.2,0.194942,146.438
60056,700,Co3In2S2,COD,7221270,1.00021,0.999856,26.0672,1.20716,1.02119e-06,2.45521e-08,6.77753e+07,0.0392455,0.00101054,0.000156691,8232.57,0.198105,146.44
73296,700,In6O12Re,ICSD,245005,1.00111,0.999888,32.399,1.10679,6.06388e-05,1.08284e-08,363170,0.00765686,0.00778709,0.000104059,602.636,0.0875035,146.512
69001,700,Gd3NOTe2,ICSD,428154,1.25554,0.999893,31.8637,1.19398,0.531263,1.93015e-08,1.89879e+08,0.0570584,0.728878,0.00013893,13779.7,0.238869,146.532
88574,1000,B4Ru4Sc,ICSD,615364,1.00178,1.00005,108.65,1.23423,0.000117484,3.3436e-08,2.00423e+08,0.0582155,0.010839,0.000182855,14157.1,0.241279,146.563
156973,1000,LaO3Y,COD,1521869,1.02121,0.999871,16.4999,1.21341,0.00122072,2.98635e-08,1222.75,0.0292996,0.0349388,0.000172811,34.9678,0.171171,146.582
59034,700,Cl6TaTe2,ICSD,401907,2.5905e+38,0.999911,94.5872,1.19709,inf,2.50849e-08,2.6047e+12,0.03605,inf,0.000158382,1.61391e+06,0.189869,146.587
5988,700,B2Mo2Ru,ICSD,601573,1.01225,1.00014,135.337,1.1774,0.000958573,6.64096e-08,1.0467e+09,0.036304,0.0309608,0.000257701,32352.8,0.190536,146.612
80921,700,Rh2Si3Y3,ICSD,650344,1.00292,1.00005,27.0012,1.1787,0.000174855,2.92546e-08,43560.3,0.0482267,0.0132233,0.00017104,208.711,0.219606,146.612
150836,1000,Gd2IrMgO6,ICSD,420875,1.00875,0.999898,30.2534,1.18159,0.000590985,2.05112e-08,276654,0.019296,0.0243102,0.000143217,525.979,0.13891,146.647
121112,1000,C2LuNi,ICSD,618226,2.60652e+38,0.999995,44.3384,1.22964,inf,3.22308e-08,1.16999e+06,0.0515509,inf,0.000179529,1081.66,0.227048,146.664
139363,1000,CeCrO3,ICSD,28931,1.02423,0.999891,35.7805,1.16157,0.00124705,2.8711e-08,7.57198e+12,0.0320099,0.0353137,0.000169443,2.75172e+06,0.178913,146.67
80223,700,Pd2Si3Y3,ICSD,35086,1.0052,1.00006,23.2792,1.17879,0.000522044,5.19853e-08,17739.7,0.0487682,0.0228483,0.000228003,133.19,0.220835,146.697
10053,700,BeEuO5Sm2,COD,2002877,1.00121,0.999883,16.8134,1.1648,5.96597e-05,1.21418e-08,34411.7,0.0510779,0.00772397,0.00011019,185.504,0.226004,146.698
58227,700,Cl2Nd2O7Ta2,ICSD,108807,1.001,0.999915,29.2361,1.18205,5.96312e-05,1.34248e-08,3.95377e+06,0.060589,0.00772213,0.000115865,1988.41,0.246148,146.702
141853,1000,Co2Si2Zr,ICSD,625135,1.00177,0.999981,84.0646,1.21792,0.000117565,3.70141e-08,5.68797e+07,0.0484893,0.0108427,0.000192391,7541.86,0.220203,146.703
84718,1000,AlMo2O8Tl,ICSD,250339,1.00024,0.999881,37.3541,1.18617,1.07162e-06,1.92262e-08,289141,0.0340526,0.00103519,0.000138658,537.718,0.184533,146.705
77682,700,Nb3Ni2Si,ICSD,20443,1.00443,1.00012,66.5747,1.23264,0.000477935,3.74028e-08,3.48346e+08,0.0360774,0.0218617,0.000193398,18664,0.189941,146.718
125898,1000,C3Sc4,ICSD,42760,2.59886e+38,0.999892,31.6988,1.25223,inf,2.5913e-08,120404,0.0510448,inf,0.000160975,346.993,0.225931,146.727
61397,700,CrGdO3,COD,1533276,1.02775,0.999866,31.312,1.09463,0.00141903,3.613e-08,609694,0.00944698,0.03767,0.000190079,780.829,0.0971956,146.727
728,700,AgFe2S3,COD,9013697,1.00022,0.999959,12.7808,1.18119,1.04423e-06,3.4887e-08,8995.25,0.0371408,0.00102188,0.000186781,94.8433,0.192719,146.731
57989,700,Cl15CoZr6,ICSD,71148,2.59052e+38,0.999927,15.689,1.24317,inf,5.35141e-08,40847.3,0.0558089,inf,0.000231331,202.107,0.236239,146.754
158182,1000,Mn3Nb6O11,ICSD,62661,1.00348,1.00032,71.799,1.14942,0.000229475,8.76259e-08,1.70409e+07,0.0270655,0.0151484,0.000296017,4128.06,0.164516,146.757
57992,700,Cl15FeZr6,ICSD,71147,2.59052e+38,0.999937,15.9769,1.24408,inf,5.30998e-08,34193,0.0575419,inf,0.000230434,184.913,0.239879,146.757
59035,700,Cl6Te2W,ICSD,74789,2.5905e+38,0.999923,89.8395,1.18271,inf,3.03838e-08,4.86627e+11,0.0352509,inf,0.00017431,697587,0.187752,146.767
120125,1000,C2B2Sm,ICSD,416178,2.59069e+38,0.999916,33.1361,1.22934,inf,3.68923e-08,527973,0.0544018,inf,0.000192074,726.618,0.233242,146.774
58261,700,Cl2O7Pr2Ta2,ICSD,108806,1.001,0.99991,28.3333,1.17944,5.96312e-05,1.38301e-08,3.39457e+06,0.0603976,0.00772213,0.000117601,1842.44,0.245759,146.812
143479,1000,CrO2V,COD,5910273,1.02483,1.00036,135.523,1.12861,0.00130285,1.37508e-07,1.42291e+08,0.0296789,0.036095,0.000370821,11928.6,0.172276,146.858
58633,700,Cl4Mo3S7,ICSD,28063,2.59051e+38,0.999982,11.2803,1.22817,inf,3.33513e-08,24526.2,0.0489147,inf,0.000182623,156.608,0.221167,146.866
2004,700,Al6MoO16Sr4,ICSD,72687,1.00082,0.999818,34.1144,1.09847,3.24969e-06,1.62426e-08,218292,0.0139125,0.00180269,0.000127446,467.218,0.117951,146.938
77689,700,Nb3O6Ti,ICSD,280002,1.00733,0.999913,127.785,1.08472,0.000491745,4.23009e-08,9.97302e+07,0.0177424,0.0221753,0.000205672,9986.5,0.1332,146.96
155742,1000,IrLuO6Sr2,ICSD,88157,1.00179,0.999887,13.3944,1.15376,0.000117277,4.16674e-09,3683.62,0.0158565,0.0108295,6.45503e-05,60.6928,0.125923,146.99
221,700,Ag2S4SiZn,ICSD,183705,1.00022,0.999964,8.41977,1.22104,1.05931e-06,3.97619e-08,490.455,0.0397451,0.00102923,0.000199404,22.1462,0.199362,146.998
159716,1000,NbPRu,ICSD,645175,18.207,1.00011,36.2692,1.24091,inf,3.74258e-08,1.87949e+06,0.0546815,inf,0.000193458,1370.95,0.233841,147.003
415,700,Ag6O7Si2,COD,2105377,1.00023,1.00007,45.9098,1.11599,1.05523e-06,3.25151e-08,2.91091e+10,0.0182636,0.00102724,0.000180319,170614,0.135143,147.021
1834,700,Al43Mo4Y6,ICSD,658854,1.00023,1.00003,67.6265,1.22213,1.0739e-06,3.07195e-08,1.12895e+07,0.060842,0.00103629,0.00017527,3359.98,0.246662,147.028
77831,700,NbS3,ICSD,656322,2.59051e+38,0.999933,13.5951,1.24209,inf,2.28276e-08,9844.74,0.0457965,inf,0.000151088,99.2207,0.214001,147.053
1921,700,Al4OSi6Sr10,ICSD,418387,1.00114,0.999902,17.873,1.20105,5.46462e-06,1.42958e-08,18972.7,0.0609019,0.00233765,0.000119565,137.741,0.246783,147.056
75688,700,Lu2O9Te3,ICSD,424872,1.00486,0.999889,20.6499,1.14531,0.000338243,1.9287e-08,64444.3,0.0382256,0.0183914,0.000138878,253.859,0.195514,147.067
158230,1000,Mn4O13Sr7,ICSD,160291,1.00074,0.99987,15.5456,1.1915,2.55484e-05,1.06012e-08,16442.7,0.0547724,0.00505454,0.000102962,128.229,0.234035,147.076
138130,1000,CaMn3O12V4,ICSD,237752,1.00091,0.999726,21.5039,1.09269,1.31019e-06,8.91522e-09,23147.7,0.0159872,0.00114464,9.44205e-05,152.144,0.126441,147.094
67448,700,Fe4Si2Zr,ICSD,87172,1.00177,0.99998,57.1371,1.16205,0.000117553,5.03707e-08,4.01229e+06,0.0227389,0.0108422,0.000224434,2003.07,0.150794,147.101
161597,1000,OS14Sm10,ICSD,69744,1.00405,0.999896,40.8108,1.12773,0.000238877,2.13354e-08,4.05452e+13,0.0143836,0.0154557,0.000146066,6.36751e+06,0.119932,147.132
158404,1000,MnO6Sm2Ti,ICSD,90453,1.01188,0.999883,15.0957,1.19336,0.000773774,1.31754e-08,4794.75,0.0529776,0.0278168,0.000114784,69.2442,0.230169,147.153
2131,700,Al8Ge3Sr14,COD,7221522,1.00115,1.00022,27.0591,1.16686,5.46552e-06,2.82221e-08,113277,0.0573245,0.00233785,0.000167994,336.566,0.239425,147.165
144927,1000,Cu2O5Sc2,COD,2002327,1.00409,0.999862,70.0225,1.14553,0.00028471,4.04265e-08,1.40271e+07,0.0485988,0.0168733,0.000201063,3745.28,0.220451,147.173
77496,700,NaO2Pr,ICSD,61682,1.00122,0.999911,280.734,1.14469,2.1871e-05,3.80679e-08,4.94755e+25,0.061027,0.00467664,0.00019511,7.03388e+12,0.247037,147.18
59594,700,Cm10OS14,ICSD,622406,1.01309,0.999914,46.511,1.13067,0.000816018,3.54214e-08,9.69884e+12,0.0155649,0.028566,0.000188206,3.1143e+06,0.124759,147.182
68934,700,Gd2Mo9O16,ICSD,71534,1.00792,0.999942,45.0086,1.06228,0.000497279,3.20764e-08,3.5637e+06,0.00567188,0.0222997,0.000179099,1887.78,0.0753119,147.213
136246,1000,CAsNb2,ICSD,43011,1.00288,1.00016,47.4005,1.24049,0.000367827,5.39873e-08,2.87295e+07,0.0525663,0.0191788,0.000232352,5359.99,0.229273,147.226
67626,700,FeGeTi,ICSD,632139,1.00022,0.99989,58.5857,1.25022,1.031e-06,2.5555e-08,3.55784e+07,0.0445348,0.00101538,0.000159859,5964.76,0.211033,147.243
7904,700,BV,COD,2310100,1.08978,0.999943,86.303,1.16592,0.151377,5.10709e-08,2.34625e+08,0.0369852,0.389072,0.000225989,15317.5,0.192315,147.295
11095,700,Br2Ce2O17Te7,ICSD,250636,1.0033,0.999873,45.6235,1.16759,0.000230049,1.92482e-08,2.47939e+09,0.0435056,0.0151674,0.000138738,49793.5,0.20858,147.296
582,700,AgCdO4V,COD,2002678,1.00024,0.999857,132.571,1.07501,1.09843e-06,2.25081e-08,1.72798e+09,0.00986777,0.00104806,0.000150027,41569,0.0993367,147.304
62804,700,Cu2FeS4Sn,ICSD,181166,1.00022,0.999948,11.5886,1.2036,1.03947e-06,4.10181e-08,2630.33,0.0384311,0.00101954,0.000202529,51.2867,0.196039,147.31
81156,700,RuZr,COD,1527321,1.00518,1.00006,107.235,1.2283,0.000531643,3.48179e-08,2.26292e+09,0.0408435,0.0230574,0.000186596,47570.2,0.202098,147.324
142904,1000,CoSi2Zr2,ICSD,653752,1.00254,1.00003,60.5789,1.27102,0.000174299,3.55771e-08,1.66493e+06,0.0492809,0.0132022,0.000188619,1290.32,0.221993,147.328
54722,700,CGaMo4S8,ICSD,76848,2.5905e+38,0.999954,16.0082,1.10192,inf,1.49514e-08,6540.04,0.0157461,inf,0.000122276,80.8705,0.125484,147.366
149191,1000,Fe2Si2Zr,ICSD,633666,1.00177,1.00001,47.8844,1.19453,0.000117565,4.04692e-08,703273,0.0393918,0.0108427,0.00020117,838.614,0.198474,147.392
6659,700,B4RhY,ICSD,419358,1.00026,0.99993,43.9596,1.14867,1.16793e-06,4.11112e-08,1.25321e+06,0.045756,0.00108071,0.000202759,1119.47,0.213906,147.398
87776,1000,B2GeO8Tb2,ICSD,168966,1.00048,0.999821,21.3996,1.20975,2.2096e-06,1.24573e-08,22172.2,0.0496854,0.00148647,0.000111612,148.903,0.222902,147.405
78691,700,O11PbV6,COD,1525996,1.00029,0.999906,52.6699,1.11441,1.2243e-06,3.9505e-08,731511,0.0358903,0.00110648,0.000198759,855.284,0.189447,147.542
158708,1000,Mo6S8U,ICSD,81514,1.00177,1.00001,21.3069,1.16582,0.000117567,1.44547e-08,15219.4,0.0117995,0.0108428,0.000120228,123.367,0.108626,147.549
77731,700,Nb5O16Sr5,COD,2002352,1.00027,0.999844,37.2787,1.12608,1.02563e-06,7.31476e-09,1.70449e+12,0.0518963,0.00101273,8.55264e-05,1.30556e+06,0.227808,147.552
158626,1000,Mo3S4,ICSD,644244,1.00023,1.00003,31.5873,1.10661,1.08095e-06,7.51945e-09,12654,0.00985287,0.00103969,8.67148e-05,112.49,0.0992616,147.574
79920,700,P4Sr4Ti,ICSD,380112,18.1945,1.00022,12.2395,1.23558,inf,1.08968e-07,1121.54,0.0563658,inf,0.000330103,33.4894,0.237415,147.583
58445,700,Cl3MoS2,ICSD,28062,2.59051e+38,0.999984,12.2951,1.23899,inf,3.45396e-08,126948,0.0516589,inf,0.000185848,356.297,0.227286,147.585
62961,700,Cu2Mn3O8,COD,2106773,1.10465,0.99972,99.4174,1.05979,0.165798,1.59395e-08,6.6805e+07,0.0237819,0.407183,0.000126252,8173.43,0.154214,147.586
81750,700,SrZn,ICSD,652893,1.48882,0.99999,77626.8,1.24332,2.5637,3.7621e-08,7.33941e+32,0.0508926,1.60115,0.000193961,2.70913e+16,0.225594,147.612
79583,700,O8UW2,ICSD,2285,1.00411,0.999917,138.555,1.1277,0.00028442,1.76311e-08,2.92484e+07,0.0286829,0.0168647,0.000132782,5408.18,0.16936,147.626
61496,700,CrLaO3,COD,1526176,1.03252,0.999844,14.9685,1.11768,0.00152091,3.53088e-08,8048.96,0.0188257,0.0389988,0.000187906,89.716,0.137207,147.633
58444,700,Cl3MoS,COD,4002055,2.59051e+38,0.999967,11.3085,1.2236,inf,3.43814e-08,18749.8,0.0473568,inf,0.000185422,136.93,0.217616,147.649
9535,700,BaMnS4Sn,ICSD,14098,1.00022,0.999959,6.46694,1.16485,1.03947e-06,1.84554e-08,37.8314,0.0454579,0.00101954,0.000135851,6.15072,0.213209,147.651
1698,700,Al3Fe14Y2,ICSD,601854,1.00331,1.00005,111.363,1.19742,0.000230019,4.16351e-08,1.87863e+07,0.0397912,0.0151664,0.000204047,4334.32,0.199477,147.673
73837,700,IrMgO6Sm2,ICSD,420878,1.00024,0.999896,38.0715,1.12025,8.35341e-07,9.83028e-09,1.25689e+06,0.0212029,0.00091397,9.91478e-05,1121.11,0.145612,147.697
160929,1000,O3Pu2,ICSD,109363,1.00621,0.999915,137.15,1.15763,0.000352319,3.48854e-08,1.06857e+19,0.0458701,0.0187702,0.000186776,3.2689e+09,0.214173,147.697
619,700,AgCrS2,COD,1509267,1.00292,1.00012,10.8458,1.18143,0.000367824,3.17112e-08,4480.61,0.0408872,0.0191787,0.000178076,66.9374,0.202206,147.698
76894,700,MoO6U,COD,1528060,1.01355,0.999886,65.8379,1.15274,0.000856718,1.91764e-08,2.04205e+06,0.0528989,0.0292697,0.000138479,1429,0.229998,147.715
89704,1000,BNbRu,COD,4002175,1.00334,1.00008,119.504,1.23028,0.000229894,7.02585e-08,3.09115e+08,0.0531836,0.0151623,0.000265063,17581.7,0.230616,147.735
57999,700,Cl15NiZr6,ICSD,71149,2.59052e+38,0.999875,15.6821,1.24398,inf,2.92888e-08,34435,0.0560287,inf,0.00017114,185.567,0.236704,147.74
67038,700,Fe16Si7Zr6,ICSD,601928,1.00177,1.00004,59.0528,1.17043,0.000117553,4.0275e-08,2.61547e+07,0.0261926,0.0108422,0.000200686,5114.17,0.161841,147.748
77828,700,NbS,ICSD,76564,1.00831,1.00013,25.5698,1.1527,0.000735168,6.68153e-08,16877.6,0.025743,0.027114,0.000258486,129.914,0.160446,147.756
81367,700,Sb3SiZr5,ICSD,57144,1.00021,1,31.2734,1.28817,1.02119e-06,3.3011e-08,5.50227e+07,0.0447774,0.00101054,0.000181689,7417.73,0.211607,147.773
62787,700,Cu2EuS4Sn,ICSD,419600,1.00022,0.999962,6.16056,1.13409,1.03947e-06,3.47518e-08,242.454,0.0176222,0.00101954,0.000186418,15.5709,0.132749,147.803
5326,700,AuO6Sm3,COD,1510265,1.00088,0.999858,102.198,1.08789,1.40314e-05,1.76878e-08,1.81499e+13,0.012097,0.00374585,0.000132995,4.26027e+06,0.109987,147.893
6008,700,B2Nb3,ICSD,614907,1.01834,1.00014,50.7096,1.21715,0.00108582,5.41405e-08,1.1081e+06,0.0376451,0.0329519,0.000232681,1052.66,0.194023,147.906
157038,1000,LaRhSi,ICSD,641749,1.00265,1.00003,37.0318,1.25123,0.000119398,3.4273e-08,7.55892e+07,0.058727,0.010927,0.00018513,8694.2,0.242337,147.93
862,700,AgLuO2,ICSD,246823,1.00935,0.999918,39.1093,1.11651,0.000594909,3.4839e-08,1.55906e+06,0.0231175,0.0243907,0.000186652,1248.62,0.152045,147.967
163043,1000,RuSi3Th,ICSD,650644,1.00859,1.00006,22.8873,1.22272,0.000547129,2.81784e-08,11005.2,0.0582062,0.0233908,0.000167864,104.906,0.24126,147.977
73087,700,In2MnS4,COD,9012325,1.00022,0.9999,9.47349,1.20677,1.03947e-06,2.48846e-08,327.001,0.0359772,0.00101954,0.000157749,18.0832,0.189677,147.987
80915,700,Rh2Si2Th,ICSD,650337,1.00176,1.00008,18.5754,1.16643,0.000117555,2.14153e-08,14297.9,0.0210289,0.0108423,0.00014634,119.574,0.145013,147.988
79045,700,O3ScTb,ICSD,99544,1.01651,0.999881,32.7567,1.14979,0.00101764,2.51367e-08,3.74043e+13,0.0184531,0.0319005,0.000158546,6.11591e+06,0.135842,147.995
4766,700,Au2O9Sm4,COD,1510453,1.00088,0.999877,85.2609,1.08912,1.40865e-05,6.6043e-09,3.83312e+06,0.0122996,0.0037532,8.12668e-05,1957.84,0.110904,148.003
67417,700,Fe4Mn8Y,ICSD,632605,1.00332,0.999985,219.876,1.1973,0.000230011,2.44158e-08,1.2887e+10,0.0372552,0.0151661,0.000156256,113521,0.193016,148.013
63837,700,CuHo3S7Sn,ICSD,155944,1.00021,0.999972,5.80586,1.15534,1.02119e-06,1.77342e-08,37.6878,0.027185,0.00101054,0.00013317,6.13904,0.164879,148.021
62850,700,Cu2GeS3,ICSD,85138,1.18004,0.999951,30762.8,1.2346,0.522188,4.57994e-08,1.46775e+28,0.0548693,0.722626,0.000214008,1.21151e+14,0.234242,148.107
143574,1000,CrSiZr,ICSD,626850,1.00563,1.0001,89.4952,1.25725,0.000391128,2.39153e-08,5.04475e+07,0.0549876,0.019777,0.000154646,7102.64,0.234494,148.128
72992,700,IO2Sm2,ICSD,416706,1.00082,0.999871,75.3157,1.19601,9.80471e-06,2.36937e-08,2.31944e+14,0.046474,0.00313125,0.000153928,1.52297e+07,0.215578,148.137
108,700,Ag2GeO3,ICSD,167332,1.18238,1.00009,25443.2,1.12699,0.541849,3.5358e-08,4.01547e+28,0.0196819,0.736104,0.000188037,2.00386e+14,0.140292,148.139
76238,700,Mn2Si2Y,ICSD,643695,1.00254,1.00002,42.7704,1.156,0.000174299,5.40337e-08,1.28609e+06,0.0221093,0.0132022,0.000232451,1134.06,0.148692,148.142
77649,700,Nb2O6Pb,COD,9014112,1.00166,0.999883,54.4424,1.17112,7.20892e-05,1.51866e-08,1.61869e+06,0.06023,0.00849054,0.000123234,1272.28,0.245418,148.15
59144,700,Cl9CoY5,ICSD,427031,2.5945e+38,0.999939,16.4122,1.16157,inf,5.40656e-08,39438.9,0.0493317,inf,0.00023252,198.592,0.222107,148.167
81124,700,RuSc,COD,1523180,1.00692,1.00011,89.7298,1.22804,0.000581854,2.72381e-08,7.21601e+07,0.0418354,0.0241217,0.00016504,8494.71,0.204537,148.169
76812,700,Mo8O14Sm,COD,2006202,1.01207,0.999923,51.3684,1.09015,0.000774422,1.93103e-08,9.43852e+06,0.0336508,0.0278284,0.000138961,3072.22,0.183442,148.181
79053,700,O3SmTi,ICSD,51180,1.01441,0.99986,28.9241,1.1406,0.000899504,2.06445e-08,391378,0.0344582,0.0299917,0.000143682,625.602,0.185629,148.223
7481,700,BDyO3,COD,1511088,1.00153,0.99981,27.555,1.11132,6.10555e-05,1.93518e-08,204783,0.0114656,0.0078138,0.000139111,452.53,0.107077,148.267
11750,700,BrMo3S3,COD,1525071,1.00026,1.00003,11.4553,1.12139,1.14103e-06,2.32477e-09,1640.31,0.0392972,0.00106819,4.82159e-05,40.5008,0.198235,148.271
157139,1000,Li2Mo3O8Sn,ICSD,425286,1.00026,0.999952,44.0196,1.10695,1.13044e-06,1.99495e-08,1.14046e+06,0.0170012,0.00106322,0.000141243,1067.92,0.130388,148.302
