orig_index,T,formula,database,id,rho_pred,seebeck_pred,kappa_pred,zT_pred,rho_var,seebeck_var,kappa_var,zT_var,rho_std,seebeck_std,kappa_std,zT_std,rough_correlation
79723,700,OZn,COD,9008877,2.00771,0.999593,315658,1.00522,9.72235,8.51616e-09,7.03719e+28,0.0018369,3.11807,9.2283e-05,2.65277e+14,0.042859,34.7295
68215,700,Ga2O3,COD,2004987,1.00064,0.999986,238.827,1.08738,3.13174e-06,7.03006e-08,4.79389e+10,0.0104435,0.00176967,0.000265143,218950,0.102194,51.9341
63205,700,Cu3Mn4O12Pr,ICSD,153867,1.00036,0.99988,44.9844,1.02619,2.38945e-06,2.01559e-08,748500,0.00236092,0.00154579,0.000141971,865.159,0.0485893,52.321
73114,700,In2O3,ICSD,181835,1.00023,0.999806,50.9809,1.06308,8.90858e-07,5.65725e-10,223.852,0.00234471,0.000943853,2.3785e-05,14.9617,0.0484222,53.8171
61311,700,CrCuO2,ICSD,82065,1.05466,1.00067,131.12,1.00331,0.0188837,1.7171e-08,16406.8,6.99301e-06,0.137418,0.000131038,128.089,0.00264443,55.1826
145905,1000,CuMnO2,COD,9011834,1.02296,0.999821,117.053,1.00883,0.00158392,3.30805e-08,2.68386e+06,9.07999e-05,0.0397985,0.000181881,1638.25,0.0095289,55.2516
76428,700,MnNiO3,ICSD,31853,1.15781,0.999699,103.483,1.01962,0.331931,1.67692e-08,5.51858e+07,0.000308954,0.576134,0.000129496,7428.71,0.0175771,55.3459
55765,700,Ca4Fe9O17,ICSD,32698,1.00064,1.00023,13.9377,1.08598,2.58293e-06,1.05523e-07,4755.52,0.0203716,0.00160715,0.000324843,68.9603,0.142729,55.4763
161101,1000,O4Sr2Ti,COD,1517788,1.00022,0.999846,13.195,1.12142,7.85012e-07,3.70526e-09,407.991,0.0025583,0.000886009,6.08708e-05,20.1988,0.0505797,55.815
161044,1000,O4PdZn2,ICSD,30076,1.02419,0.99982,169.06,1.06296,0.0280065,7.06955e-08,1.08133e+10,0.0155344,0.167352,0.000265886,103987,0.124637,57.5118
55958,700,CaCu3O12Ru4,ICSD,183110,1.00026,0.999904,45.7999,1.12871,1.16767e-06,1.87869e-08,3.81028e+07,0.0339135,0.00108059,0.000137065,6172.75,0.184156,57.8146
149278,1000,Fe3O4,COD,9002674,1.06339,1.00024,35.9601,1.07899,0.0953492,1.4017e-07,7786.06,0.0304009,0.308787,0.000374392,88.2386,0.174359,58.2626
64050,700,CuNd2O4,ICSD,86754,1.00308,0.999807,377.25,1.00957,5.60189e-05,5.53547e-08,1.40416e+25,0.000198194,0.00748458,0.000235276,3.74721e+12,0.0140781,58.827
145118,1000,Cu3Mn4O12Pr,ICSD,153867,1.00036,0.999906,28.3289,1.04284,2.38945e-06,1.62542e-08,62492.1,0.00307587,0.00154579,0.000127492,249.984,0.0554606,60.0943
76208,700,Mn2O7Sr3,ICSD,51217,1.00095,0.999879,19.4383,1.05579,2.63904e-05,7.7704e-09,39382.4,0.00158414,0.00513716,8.81499e-05,198.45,0.0398012,60.1999
78815,700,O14W5,ICSD,1509,1.00024,0.999968,630.28,1.0539,8.79136e-07,7.59262e-11,2.49291e+06,0.00448904,0.000937622,8.71357e-06,1578.9,0.0670003,60.3038
63994,700,CuMnO4V,COD,1100971,1.08449,0.999812,112.44,1.02125,0.138319,2.86263e-08,3.59627e+06,0.000530546,0.371913,0.000169193,1896.38,0.0230336,60.4935
57518,700,CeFe4Sb12,ICSD,621065,1.00021,1.00013,5.32924,2.14215,1.02119e-06,1.86348e-09,0.732325,0.0596027,0.00101054,4.31681e-05,0.85576,0.244137,60.5839
56223,700,CaMnO3,ICSD,92083,1.00291,0.999613,11.2631,1.01981,5.86747e-06,3.06338e-09,51.1984,0.000200984,0.00242229,5.53478e-05,7.1553,0.0141769,60.5931
56296,700,CaO3Tc,COD,4105648,1.00025,0.999856,16.6649,1.07107,1.13645e-06,7.52527e-09,10741.9,0.00327077,0.00106605,8.67483e-05,103.643,0.0571907,61.7217
76274,700,Mn3O10Sr4,ICSD,81351,1.00095,0.999878,18.5412,1.06058,2.63846e-05,7.69315e-09,22310.2,0.00163605,0.00513659,8.77106e-05,149.366,0.0404481,62.0246
76470,700,MnO4Rh2,ICSD,109300,1.10398,0.999862,149.198,1.04547,0.205311,3.06292e-08,3.56668e+08,0.00464867,0.453112,0.000175012,18885.7,0.0681811,62.2578
79085,700,O3W,ICSD,67749,1.00035,0.999883,54.0301,1.05643,2.05826e-06,2.11339e-08,64594.6,0.00388321,0.00143466,0.000145375,254.155,0.0623154,62.5846
161103,1000,O4Sr2V,COD,1008477,1.0002,1.00021,12.9906,1.132,7.87056e-07,1.10532e-07,824.571,0.00279454,0.000887162,0.000332463,28.7154,0.0528634,62.6116
76672,700,Mo32O54Pr5,COD,1522045,1.0121,0.999931,41.4152,1.04064,0.000773777,2.19186e-08,2.26196e+06,0.00167986,0.0278168,0.000148049,1503.98,0.0409861,63.0693
76456,700,MnO3Sr,ICSD,185417,1.00311,0.999837,15.4984,1.04992,0.000163261,7.20512e-09,2396.08,0.00218111,0.0127774,8.4883e-05,48.9498,0.0467024,63.0966
2325,700,AlCa3Sb3,ICSD,36363,1.00112,1.00036,2.2322,1.11187,5.41706e-06,4.87787e-09,0.150808,0.010452,0.00232746,6.98418e-05,0.38834,0.102235,63.1718
75165,700,LaSnZn,ICSD,152623,1.0011,0.999871,21.6681,1.28304,5.39429e-06,2.12308e-08,2.41143e+07,0.0362435,0.00232256,0.000145708,4910.63,0.190377,63.5151
149948,1000,Ga10GeO20Pb3,ICSD,37178,1.00034,0.999901,10.0976,1.25934,2.24167e-06,9.02211e-09,8426.39,0.0113555,0.00149722,9.49848e-05,91.7954,0.106562,63.6137
78532,700,NiScSn,COD,1522179,1.0006,0.999874,214.345,1.38197,3.22752e-06,3.33224e-08,5.8387e+06,0.0211612,0.00179653,0.000182544,2416.34,0.145469,63.8059
145963,1000,CuNd2O4,ICSD,86754,1.00308,0.999903,221.17,1.01363,5.60189e-05,5.21143e-08,6.97925e+25,0.000391415,0.00748458,0.000228285,8.35419e+12,0.0197842,63.8203
145907,1000,CuMnO4V,COD,1100971,1.01379,0.999834,51.8549,1.03858,0.000449439,2.56902e-08,165599,0.000732494,0.0212,0.000160282,406.938,0.0270646,64.0061
143224,1000,CrCuO2,ICSD,82065,1.03237,1.00067,62.251,1.00647,0.00196573,1.76197e-08,3052.84,1.35932e-05,0.0443366,0.000132739,55.2525,0.0036869,64.0361
143480,1000,CrO2Zn,COD,5910203,1.02094,0.999818,137.535,1.01207,0.0125096,2.78929e-08,2.01106e+06,0.000889788,0.111846,0.000167012,1418.12,0.0298293,64.0409
145149,1000,Cu3O4V,ICSD,418372,1.01652,1.00016,295.482,1.02249,0.00104416,8.69457e-08,4.42344e+09,0.0027288,0.0323135,0.000294866,66508.9,0.0522379,64.1177
80043,700,PTe2Ti2,ICSD,418978,18.1779,0.999911,8.21271,1.34915,inf,1.42965e-08,710.165,0.0595381,inf,0.000119568,26.6489,0.244004,64.1627
79131,700,O4PdZn2,ICSD,30076,1.17275,0.999839,496.53,1.03281,0.480787,5.51014e-08,2.14462e+13,0.00312092,0.693388,0.000234737,4.631e+06,0.0558652,64.1767
76494,700,MnO6Sr2Zr,ICSD,164699,1.00082,0.999895,17.3759,1.07421,2.58627e-05,1.16391e-09,2699.45,0.00482111,0.00508554,3.41161e-05,51.9563,0.0694342,64.1948
161262,1000,O6Sn3W,ICSD,249534,1.00023,0.999872,26.7056,1.175,8.96358e-07,1.24492e-08,100846,0.01273,0.000946762,0.000111576,317.563,0.112827,64.3401
76671,700,Mo32Nd5O54,COD,1522046,1.0121,0.999931,39.33,1.04187,0.000773777,2.15229e-08,960124,0.00177048,0.0278168,0.000146707,979.859,0.042077,64.3423
149127,1000,Fe2O3,COD,9015065,1.06454,0.999675,36.8966,1.0804,0.0954392,1.68008e-09,2128.97,0.0409626,0.308932,4.09888e-05,46.1407,0.202392,64.3573
156776,1000,La3Te4,ICSD,642044,1.00022,0.999916,16.4824,1.29436,1.0301e-06,7.04436e-10,20.8144,0.0518548,0.00101494,2.65412e-05,4.56228,0.227717,64.3711
79492,700,O7Sr3Ti2,COD,1530317,1.00026,0.999868,24.342,1.06201,1.0951e-06,7.91118e-09,3107.05,0.00168626,0.00104647,8.89448e-05,55.7409,0.0410641,64.4589
65564,700,EuMo5O8,COD,2103928,1.00556,1.0003,18.8762,1.04633,0.000345726,1.00248e-07,54147.4,0.00244742,0.0185937,0.00031662,232.696,0.0494714,64.5247
143498,1000,CrO4Sr2,ICSD,26944,1.00075,1.00022,22.266,1.13848,2.55899e-05,1.05237e-07,3.578e+11,0.0038689,0.00505865,0.000324403,598164,0.0622005,64.7874
74863,700,La3Te4,ICSD,642044,1.00022,0.999934,16.5235,1.16022,1.0301e-06,4.21358e-10,34.633,0.0100253,0.00101494,2.0527e-05,5.88498,0.100126,64.9288
68035,700,Ga10GeO20Pb3,ICSD,37178,1.00034,0.999914,11.417,1.1262,2.24167e-06,8.84643e-09,12620.2,0.00610675,0.00149722,9.40555e-05,112.34,0.0781457,64.9539
79377,700,O73W25,ICSD,392,1.00024,0.999944,51.3317,1.055,8.79136e-07,3.78163e-09,28333.9,0.00366891,0.000937622,6.1495e-05,168.327,0.0605715,65.0132
78905,700,O29W10,ICSD,24736,1.00024,0.999956,51.3317,1.055,8.79136e-07,1.02727e-10,28333.9,0.00366891,0.000937622,1.01354e-05,168.327,0.0605715,65.0132
3872,700,As6Ca5Ga2,ICSD,27,1.00022,0.999918,8.30992,1.32123,1.03989e-06,2.67005e-08,2.34675e+06,0.0481714,0.00101975,0.000163403,1531.91,0.21948,65.0426
58411,700,Cl3HgN,COD,9015637,2.5905e+38,1.00003,147.826,1.21715,inf,4.62765e-08,5.7794e+15,0.0621414,inf,0.00021512,7.60223e+07,0.249282,65.3529
55783,700,Ca4Nb2O9,ICSD,51311,1.00086,0.999855,28.7145,1.05954,2.57547e-05,6.33614e-09,136087,0.0022195,0.00507491,7.95999e-05,368.9,0.0471116,65.4277
161407,1000,O7Sr3Zr2,ICSD,23731,1.01185,0.999852,11.0114,1.13725,0.000774314,4.40933e-09,68.3183,0.00508125,0.0278265,6.64028e-05,8.26549,0.0712829,65.4287
161502,1000,O8W3,COD,2101049,1.00024,0.999955,555.636,1.09481,8.79136e-07,1.01464e-09,900692,0.0190086,0.000937622,3.18535e-05,949.048,0.137872,65.4428
79092,700,O47W17,ICSD,65084,1.00024,0.999968,669.701,1.04995,8.79136e-07,7.59262e-11,1.9824e+06,0.00145106,0.000937622,8.71357e-06,1407.98,0.0380928,65.5601
79093,700,O49W18,COD,1528166,1.00024,0.999967,787.904,1.04995,8.79136e-07,2.8586e-10,600176,0.00145106,0.000937622,1.69074e-05,774.71,0.0380928,65.5601
9834,700,BaSn2,COD,8102994,1.00022,0.999907,5.79127,1.3439,1.0301e-06,2.87414e-08,3421.46,0.0472498,0.00101494,0.000169533,58.4932,0.21737,65.6291
4975,700,AuB2,COD,1510576,1.00163,1.00005,112.94,1.19973,7.20444e-05,4.05654e-08,1.03323e+10,0.0584239,0.0084879,0.000201409,101648,0.24171,65.7492
61330,700,CrEuO3,ICSD,251086,1.01,0.999876,10.1404,1.04485,0.000639341,1.78787e-08,511.699,0.00166426,0.0252852,0.000133711,22.6208,0.0407954,65.7671
76176,700,Mn2Nb2O9Zn2,COD,2002396,1.00037,0.999874,141.758,1.04701,2.39257e-06,1.28992e-08,5.07458e+06,0.0056667,0.00154679,0.000113575,2252.68,0.0752775,65.7822
55575,700,Ca2MnO6Ta,ICSD,246091,1.00023,0.999903,7.32933,1.06945,9.93847e-07,5.29493e-09,30.483,0.00279841,0.000996919,7.27663e-05,5.52114,0.0529,66.1034
160489,1000,NiSnY,COD,1523634,1.0006,0.999887,428.97,1.40316,3.22752e-06,3.15512e-08,3.1226e+07,0.0524927,0.00179653,0.000177627,5588.02,0.229113,66.3808
78880,700,O21W8,ICSD,72544,1.00024,0.999965,734.68,1.09172,8.79136e-07,7.9601e-10,1.21147e+06,0.0359708,0.000937622,2.82137e-05,1100.67,0.18966,66.5309
137504,1000,Ca2NiO6W,ICSD,160110,1.00023,0.999933,9.36976,1.11084,1.06675e-06,1.74475e-08,205.652,0.019124,0.00103284,0.000132089,14.3406,0.13829,66.573
91569,1000,BaO3Pb,ICSD,51659,1.00098,0.999935,77.3449,1.1069,5.94756e-05,4.64921e-09,13816.8,0.0216957,0.00771204,6.81851e-05,117.545,0.147294,66.8597
159703,1000,NbO6SmSr2,ICSD,61434,1.01046,0.999879,12.2652,1.15375,0.000682047,9.36519e-09,865.608,0.0114011,0.026116,9.67739e-05,29.4212,0.106776,66.8646
78225,700,Ni2SnTi,ICSD,646780,1.00021,0.999832,311.882,1.44589,1.02119e-06,9.02426e-09,2.46297e+07,0.053711,0.00101054,9.49961e-05,4962.83,0.231756,67.0359
79494,700,O7Sr3Zr2,ICSD,23731,1.0119,0.999877,19.2228,1.06237,0.000773604,1.01206e-08,980.52,0.00174949,0.0278137,0.000100601,31.3133,0.0418269,67.1129
60071,700,Co3Mo3O8,COD,5910324,1.00124,0.999942,115.697,1.04806,2.6462e-05,3.22174e-08,7.42615e+06,0.00501169,0.00514412,0.000179492,2725.1,0.0707933,67.3453
61051,700,Cr2CuO4,COD,2006190,1.06312,1.00024,97.8967,1.01907,0.0678254,1.26518e-07,1.23267e+06,0.000397412,0.260433,0.000355693,1110.26,0.0199352,67.4531
160728,1000,O14W5,ICSD,1509,1.00024,0.999958,476.038,1.07885,8.79136e-07,2.83708e-10,1.49471e+06,0.00517391,0.000937622,1.68436e-05,1222.58,0.0719299,67.4634
161405,1000,O7Sr3Ti2,COD,1530317,1.00022,0.999841,15.4512,1.13968,7.85012e-07,2.73489e-09,594.891,0.00493004,0.000886009,5.22962e-05,24.3904,0.0702143,67.5258
64243,700,CuScSn,ICSD,629024,1.0006,0.999885,393.446,1.36181,3.22752e-06,3.16046e-08,1.17911e+10,0.0249157,0.00179653,0.000177777,108587,0.157847,67.5753
63236,700,Cu3O4V,ICSD,418372,1.03565,1.00015,852.913,1.01141,0.0180724,8.49031e-08,3.23342e+12,0.000502457,0.134434,0.000291381,1.79817e+06,0.0224156,67.7446
78672,700,O10Sr4Ti3,ICSD,34630,1.00027,0.999864,29.4687,1.06394,1.10372e-06,7.84743e-09,5225.64,0.00283668,0.00105058,8.85857e-05,72.2886,0.0532605,67.8502
80021,700,PSb3Zr5,ICSD,648093,18.1779,0.999881,31.994,1.39596,inf,1.96708e-08,3.87826e+07,0.0545109,inf,0.000140253,6227.57,0.233476,67.8808
161406,1000,O7Sr3V2,ICSD,71320,1.00073,0.999838,14.4661,1.14119,2.55826e-05,3.1486e-09,1092.63,0.00376844,0.00505793,5.61124e-05,33.0549,0.0613876,68.2882
80022,700,PSbZr2,ICSD,77797,18.1779,0.999895,28.0265,1.38966,inf,1.59508e-08,2.80428e+07,0.042742,inf,0.000126297,5295.54,0.206741,68.2898
10907,700,BiMo6S8,ICSD,604433,1.00023,1.00002,15.4657,1.09509,1.07212e-06,1.03107e-08,1639.3,0.0289721,0.00103543,0.000101542,40.4883,0.170212,68.5234
8803,700,Ba5In2Sb6,ICSD,62305,1.00029,1.00016,2.96557,1.27097,1.22864e-06,5.02586e-08,8.90589,0.027794,0.00110844,0.000224184,2.98427,0.166715,68.6874
3705,700,As3Rb2,ICSD,409381,1.00183,1.00004,8.59125,1.40098,0.000117491,3.85785e-08,9.78749e+06,0.0484997,0.0108393,0.000196414,3128.5,0.220227,68.7287
78198,700,Ni2Sc2Sn,ICSD,658917,1.0006,0.999915,235.12,1.36973,3.22752e-06,3.32547e-08,1.29632e+07,0.0259906,0.00179653,0.000182359,3600.45,0.161216,68.8486
73556,700,InPd2Sc2,ICSD,130036,1.00285,0.999994,225.855,1.3493,0.000358522,4.29026e-08,1.43668e+10,0.0458712,0.0189347,0.000207129,119861,0.214176,68.9263
158348,1000,MnO,COD,9006660,1.02156,0.999782,80.3714,1.06797,0.00106059,3.02764e-08,6.27804e+07,0.0100722,0.0325667,0.000174001,7923.41,0.10036,69.1405
8892,700,Ba7Ga4Sb9,ICSD,60583,1.00029,0.999935,3.34676,1.33273,1.22864e-06,2.85879e-08,27.7537,0.0424534,0.00110844,0.00016908,5.26818,0.206042,69.19
4806,700,Au3Ba4Si20,COD,1510577,1.00021,1.00006,11.4409,1.18252,1.02119e-06,7.43235e-09,40.6623,0.00255187,0.00101054,8.62111e-05,6.3767,0.050516,69.2169
145902,1000,CuMn2O4,COD,1530385,1.01959,0.9998,36.3977,1.0376,0.00102832,3.20543e-08,55722.2,0.000525796,0.0320674,0.000179037,236.055,0.0229302,69.2505
63354,700,Cu4O3,COD,9000603,1.14991,1.00009,80.6304,1.10928,0.348265,8.74061e-08,3.49309e+16,0.0338204,0.59014,0.000295645,1.86898e+08,0.183903,69.2826
76284,700,Mn3O6W,COD,2002703,1.00074,0.999921,71.8876,1.04973,1.32551e-05,2.68421e-08,4.14816e+06,0.00361027,0.00364076,0.000163835,2036.7,0.0600856,69.3062
56013,700,CaFe2O4,COD,9013281,1.00071,1.00023,15.4248,1.09999,2.93509e-06,1.03979e-07,5693.86,0.0289894,0.00171321,0.000322458,75.4577,0.170263,69.6178
76686,700,Mo3Ni3O8,COD,5910226,1.00113,1.00025,173.935,1.03826,2.5348e-05,8.33093e-08,2.15056e+07,0.00189232,0.00503468,0.000288633,4637.42,0.0435008,69.6642
72947,700,ILa2Ni2,ICSD,165262,1.0011,0.999951,9.21154,1.28175,5.39429e-06,4.29604e-08,20525.3,0.035242,0.00232256,0.000207269,143.267,0.187729,69.7575
149109,1000,Fe2NiO4,ICSD,52387,1.06418,1.00019,32.6783,1.09902,0.0954179,1.25744e-07,10903.6,0.0495319,0.308898,0.000354604,104.42,0.222558,69.768
158181,1000,Mn3Nb2O9Zn,COD,2002401,1.00037,0.999884,45.9249,1.0412,2.42596e-06,1.53706e-08,184848,0.00178244,0.00155755,0.000123978,429.94,0.042219,69.7733
158383,1000,MnO4Rh2,ICSD,109300,1.0247,0.999884,73.7778,1.07209,0.0280014,2.97911e-08,2.06811e+07,0.0101193,0.167336,0.000172601,4547.65,0.100595,69.8724
10900,700,BiMn7O12,ICSD,174204,1.00022,0.999877,37.1883,1.08885,1.02819e-06,1.40829e-08,475638,0.0218216,0.001014,0.000118671,689.665,0.147721,69.9676
142382,1000,CoFe2O4,ICSD,184063,1.06417,0.999793,34.5337,1.09954,0.0954178,4.79337e-08,11712.3,0.0494883,0.308898,0.000218938,108.223,0.22246,70.0468
56261,700,CaNbO3,ICSD,51202,1.00026,0.999837,35.6487,1.06401,1.05112e-06,1.0103e-08,1.44885e+06,0.00208176,0.00102524,0.000100513,1203.68,0.0456263,70.077
3873,700,As6Ca5Sn2,ICSD,61037,1.00023,1.00012,17.0779,1.3192,1.08613e-06,3.21763e-08,1.07176e+12,0.0449399,0.00104217,0.000179377,1.03526e+06,0.21199,70.0911
63227,700,Cu3O12Ru4Sr,ICSD,51895,1.00026,0.999905,44.6522,1.14902,1.16767e-06,1.9999e-08,3.64843e+07,0.0468911,0.00108059,0.000141418,6040.22,0.216544,70.0916
81739,700,SnYZn,ICSD,152622,1.0006,0.999877,118.41,1.30991,3.22752e-06,2.3904e-08,1.21573e+10,0.0313976,0.00179653,0.000154609,110260,0.177194,70.1185
2280,700,AlBa3Sb3,ICSD,32728,1.00113,1.00028,3.94364,1.21769,5.43386e-06,2.4498e-08,138.348,0.0334078,0.00233106,0.000156518,11.7621,0.182778,70.2217
56552,700,Cd3N42Tl8,ICSD,31294,2.59077e+38,0.999946,20.0309,1.2457,inf,5.64085e-08,1.87787e+06,0.050568,inf,0.000237505,1370.35,0.224873,70.3827
65611,700,EuO6RuSr2,ICSD,183715,1.00334,0.999909,12.858,1.0731,0.000229662,8.37635e-09,3314.09,0.00201312,0.0151546,9.15224e-05,57.5681,0.0448679,70.5011
77936,700,Nd4Ni3O10,COD,1521689,1.00223,0.999926,34.073,1.04457,0.000124937,2.42986e-08,63987.6,0.00397823,0.0111775,0.00015588,252.958,0.0630732,70.5014
61124,700,Cr2NiO4,COD,1011030,1.12253,1.00026,107.421,1.02219,0.219967,1.22417e-07,4.13287e+06,0.000549499,0.469006,0.000349881,2032.95,0.0234414,70.5255
160445,1000,NiScSn,COD,1522179,1.0006,0.999897,564.466,1.38558,3.22752e-06,2.80309e-08,8.43153e+07,0.0549536,0.00179653,0.000167424,9182.33,0.234422,70.57
160975,1000,O3SrTi,COD,9006864,1.00081,0.999812,45.6363,1.14896,2.56528e-05,3.66751e-09,5768.53,0.00746216,0.00506486,6.05599e-05,75.9508,0.0863838,70.6366
143173,1000,Cr5O18Sr9,COD,1521733,1.00075,1.00023,22.1459,1.15293,2.55866e-05,1.04096e-07,3.65457e+11,0.0066825,0.00505832,0.00032264,604530,0.0817466,70.6392
67792,700,FeN2W,ICSD,81488,2.60106e+38,1.00004,26.9008,1.15863,inf,3.02919e-08,566503,0.0502891,inf,0.000174046,752.664,0.224252,70.6974
143026,1000,Cr2MnO4,COD,9012051,1.01987,0.999795,47.9999,1.04633,0.00102635,2.5405e-08,309427,0.000970586,0.0320367,0.000159389,556.262,0.0311542,70.7562
82793,1000,AgMnO4V,ICSD,246202,1.00083,0.999887,56.9961,1.03653,8.81516e-06,1.99717e-08,650935,0.00324959,0.00296903,0.000141321,806.806,0.0570051,70.8585
160344,1000,NiO6Sr2W,ICSD,109165,1.00717,0.999948,8.98638,1.1218,0.000493193,2.30627e-08,110.442,0.0210763,0.022208,0.000151864,10.5091,0.145177,70.8787
78985,700,O3OsSr,ICSD,237732,1.00022,0.999922,15.2246,1.10189,7.95493e-07,9.19747e-09,7292.29,0.0114632,0.000891904,9.59034e-05,85.3949,0.107066,70.8787
158599,1000,Mo3Ni3O8,COD,5910226,1.00065,1.00026,72.622,1.05926,6.53388e-06,8.25055e-08,3.2052e+06,0.00420611,0.00255614,0.000287238,1790.31,0.0648545,70.9664
64648,700,DyNiO3,ICSD,162115,1.00101,0.999934,20.9013,1.15456,5.9623e-05,3.33523e-08,32953.1,0.0577856,0.00772159,0.000182626,181.53,0.240386,71.0172
73153,700,In2Sb6Sr5,ICSD,36468,1.00022,1.00017,2.74782,1.26184,1.0301e-06,4.84147e-08,7.08421,0.0289527,0.00101494,0.000220033,2.66162,0.170155,71.0532
59861,700,Co2MnSn,COD,1525316,1.00021,0.999789,435.432,1.3123,1.02119e-06,1.91528e-08,2.79678e+08,0.0389656,0.00101054,0.000138394,16723.6,0.197397,71.1701
82699,1000,AgHgO4V,COD,4308659,1.00239,0.999889,53.0042,1.10826,0.000128947,2.32246e-08,8.08581e+06,0.0252732,0.0113555,0.000152396,2843.56,0.158975,71.2123
54570,700,CCo3Zn,ICSD,76797,1.15101,0.999937,120.949,1.1433,0.368872,5.02934e-08,2.22158e+11,0.0250387,0.607348,0.000224262,471337,0.158236,71.271
63008,700,Cu2O4W,ICSD,62058,1.00032,1.00013,110.06,1.0576,1.8184e-06,6.9151e-08,8.24239e+08,0.00380016,0.00134848,0.000262966,28709.6,0.0616454,71.286
55841,700,Ca5Si3,COD,1525743,1.0007,0.999884,22.1878,1.20014,2.38591e-06,6.905e-09,10206.6,0.0364135,0.00154464,8.30963e-05,101.028,0.190823,71.3906
149344,1000,Fe4O5,COD,9014243,1.06339,1.00024,34.3054,1.08999,0.0953492,1.40196e-07,9281.16,0.0348178,0.308787,0.000374428,96.3388,0.186595,71.4126
158787,1000,MoO4Sr2,ICSD,152123,1.01051,1.00021,21.3367,1.13973,0.000685318,1.14321e-07,3.01359e+11,0.00705211,0.0261786,0.000338114,548962,0.0839768,71.4223
75473,700,LiMo8O10,COD,1530281,1.01672,1.00045,183.812,1.07321,0.000980832,8.02772e-08,6.73777e+09,0.00242581,0.0313182,0.000283332,82083.9,0.0492525,71.6662
148885,1000,Fe11O12,ICSD,246781,1.06927,1.00034,56.822,1.09189,0.0959965,1.6374e-07,983622,0.0352679,0.309833,0.000404648,991.777,0.187797,71.7414
148883,1000,Fe107O125,ICSD,981,1.06941,1.00029,40.4591,1.09189,0.0960004,1.49749e-07,75297.7,0.035254,0.309839,0.000386974,274.404,0.18776,71.7924
67703,700,FeInO3,COD,2009424,1.00035,0.99982,95.0102,1.11834,2.27298e-06,2.41749e-08,1.25821e+07,0.0265325,0.00150764,0.000155483,3547.13,0.162888,71.8161
81051,700,RhV,COD,1523175,1.18448,1.00018,179.23,1.18913,0.493464,7.48129e-08,4.40463e+10,0.0366935,0.70247,0.00027352,209872,0.191555,72.1079
79493,700,O7Sr3V2,ICSD,71320,1.00073,0.999871,28.0912,1.06159,2.55826e-05,5.94727e-09,19260.5,0.00249123,0.00505793,7.71186e-05,138.782,0.0499123,72.1729
9847,700,BaTe4Y2,COD,1521658,1.0033,1.00001,9.60686,1.26324,0.000230046,2.61609e-08,1325.43,0.0474054,0.0151673,0.000161743,36.4064,0.217728,72.3369
75130,700,LaRhZn,ICSD,419081,1.00265,1.00002,39.324,1.27467,0.0001194,3.10935e-08,1.50029e+08,0.0456291,0.010927,0.000176334,12248.6,0.21361,72.3371
147022,1000,ErMoO6Sr2,ICSD,245467,1.00256,0.999904,10.0387,1.17106,0.000173982,1.29943e-08,402.849,0.0199952,0.0131902,0.000113993,20.0711,0.141405,72.3954
76435,700,MnO,COD,9006660,1.09521,0.999776,137.306,1.03768,0.152455,3.03586e-08,1.35052e+09,0.00465516,0.390455,0.000174237,36749.5,0.0682288,72.404
147474,1000,EuMnO3,COD,1531803,1.01055,0.99989,8.68499,1.04886,0.000684672,1.02155e-08,143.711,0.00208253,0.0261662,0.000101072,11.988,0.0456347,72.4101
67223,700,Fe2O4Zn,COD,9006902,1.14047,0.999718,84.6695,1.04114,0.324751,3.05138e-08,3.58569e+06,0.00529454,0.56987,0.000174682,1893.59,0.0727636,72.4164
79035,700,O3RhTb,COD,4511457,1.00261,0.999902,35.181,1.06092,0.000132554,1.87157e-08,550545,0.00354955,0.0115132,0.000136805,741.987,0.0595781,72.5066
9547,700,BaMo3Te3,ICSD,603674,1.00021,1.00001,20.0569,1.17605,1.02119e-06,1.74679e-08,26496.5,0.0620001,0.00101054,0.000132166,162.777,0.248998,72.6364
62953,700,Cu2MgMn3O8,ICSD,625,1.0007,0.999742,106.393,1.02692,3.2858e-06,2.65954e-08,1.58099e+08,0.000600581,0.00181268,0.000163081,12573.7,0.0245068,72.6621
55821,700,Ca5In2Sb6,ICSD,36467,1.00022,1.00016,2.32382,1.32677,1.0301e-06,4.96778e-08,0.602614,0.0560081,0.00101494,0.000222885,0.776282,0.23666,72.6767
79064,700,O3SrZr,ICSD,89362,1.01199,0.999859,41.6153,1.0855,0.000771837,1.04258e-08,19066.5,0.00373697,0.027782,0.000102107,138.082,0.0611308,72.7123
74379,700,K6MnTe4,ICSD,65452,1.00113,1.00012,6.39466,1.32629,5.43386e-06,3.6885e-08,2015.02,0.0543988,0.00233106,0.000192055,44.8889,0.233236,72.8901
76757,700,Mo5NdO8,COD,2103926,1.00743,0.999945,48.7877,1.03899,0.000494589,2.02439e-08,3.20937e+06,0.00167086,0.0222394,0.000142281,1791.47,0.0408762,73.0514
73373,700,InLa2Ni2,ICSD,185105,1.0011,0.999931,32.0167,1.31925,5.39429e-06,4.21461e-08,2.57015e+08,0.033476,0.00232256,0.000205295,16031.7,0.182965,73.1224
92820,1000,BiMo6S8,ICSD,604433,1.00023,1.00003,23.8902,1.12464,1.07212e-06,1.06411e-08,13230.9,0.0376018,0.00103543,0.000103156,115.026,0.193912,73.2822
