index,id,T,formula,AgTe2Tl,AgTe2Tl3,Al2As3Na2,Al2K2Sb3,Al2NaSb,AlAs4Ca3Na3,AlKTe2,As12CeFe4,As12Fe4Pr,As2Cd,As2Cd,As2Cd3,As2Cd3,As2CdGe,As2CdSn,As2Ge2Te5,As2Ge3Te6,As2Ge4Te7,As2Ge5Te8,As2GeTe4,As2SnZn,As2Zn,As2Zn3,As2Zn3,As3Ba2Cd2,As3Ga2K2,As3Ga2Na2,As3In2K2,As3Rb2,As4Ba3Cd2,As4Ba3Sn2,As4Ca3In2,As4Cd2Ge,As4Ga3K3,As4GaNa3Sr3,As4GeTe7,As6Ca5Ga2,As6Ca5Sn2,As6Sn2Sr5,AsCd,AsCd,AsZn,AsZn,Ba11Cd6Sb12,Ba2Cd2KSb3,Ba2Cd2Sb3,Ba2CeInTe5,Ba3Cd2Sb4,Ba3Sn5,Ba5In2Sb6,Ba5In4Sb6,Ba7Ga4Sb9,BaCaSn3,BaFe4Sb12,BaIn2,BaSn2,Bi2BrInSe4,Bi2Ge3Te6,Bi2GeTe4,Bi2Pb2Te5,Bi2PbTe4,Bi3IIn2Se7,Bi4GeTe7,Bi4PbTe7,Bi4SnTe7,Bi6PbTe10,BiGa2Se4,BiIIn2Se4,BiTe2Tl,Ca2Cd2KSb3,Ca2Co2O5,Ca2Ge3Li,Ca3Ga5,Ca3Ga8,Ca5Ga2Sb6,Ca5In2Sb6,Ca6Cu2Sn7,Ca7Li5Sn11,Ca7Ni4Sn13,CaFe4Sb12,CaGa2,CaGa2Ni,CaIn2,Cd12In48K23Na8,Cd13Sb10,Cd2Ce,Cd2Eu2KSb3,Cd2KSb3Sr2,Cd3Sb3Tl2,Cd6Sb5,CdGeTe4Tl2,CdSb,CdSbTl,CdSe,CdSe,CdSe2Tl,CdSnTe4Tl2,CdTe2Tl,CdTe4Tl2,Ce11Sn10,Ce2Ga3Ru2,Ce2Ge2In,Ce2Te3,Ce3In5,Ce3Sn,Ce3Sn5,Ce3Sn7,Ce4Co2Sn5,Ce5Li2Sn7,Ce5Sn3,Ce5Sn4,CeFe4Sb12,CeFe4Sb12,CeIn2,CeIn2Ni,CeNiSn2,CeRbTe2,CeSbTe,Co2Ga7Mg3,Co4Sb12Sn,CoSb3,Cs2In2Sb3,Cs2In3,Cs2Mn3Te4,Cs5Sb8,Cs6GaK3Sb4,CsCuTe4Y2,Cu2GeHgTe4,Cu2HgSnTe4,Cu2Se,Cu3Se2,Fe2Ga6Sc3,Fe4NdSb12,Fe4PrSb12,Fe4PrSb12,Fe4Sb12Sr,FePb4Sb6Se14,Ga13Na7,Ga29In12Na17,Ga2HgSe4,Ga2HgTe4,Ga2K2Sb3,Ga2LaNi,Ga2Mg,Ga2Mg5,Ga2NiSc,Ga2NiY,Ga2PbSe4,Ga2Sc,Ga2Sr,Ga2Te3,Ga2Te4Zn,Ga2Te5,Ga2Y,Ga39Na22,Ga3ITe3,Ga3K2,Ga4GePb4Se12,Ga4LiY,Ga4Ti2Y,Ga5Mg2,Ga5Sc3,Ga5Y3,Ga7Te10,GaMg2,GaTe,GaTe2Tl,Ge20In3K4,Ge2Na4Te5,Ge2Sc,Ge2Se5Tl2,Ge3LiSr2,GeHgTe4Tl2,GeIn4La3,GeMnTe4Tl2,GeTe,GeTe3Tl2,GeTe5Tl2,HfLa3Sb5,HgSnTe4Tl2,In11K8,In11Rb8,In2K2Sb3,In2La,In2Mg5,In2Na2Sb3,In2NiPr,In2NiY,In2Pb4Sb4Se13,In2Rb2Sb3,In2Sb6Sr5,In2Sb6Zn9,In2Se3,In2Sr,In3MgSr,In3Rb2,In41K17,In5La3,In5Y3,In7K2Sr,In9KNa3,In9Li2Y5,K2LiSn4,KSb2,La3Sn4,La3Sn5,La3Sn7,LaSbTe,LaSn2,LaTe2,Li2Sm5Sn7,LiRb2Sn4,MnSn2Y,MnSnTe4Tl2,Na2Sn4Sr,Nd2Sn3,NdSn2,NdTe,NiSn2Y,PbTe,Pr3Sn5,PrSn2,PrTe,Rb4Sb6Sn,RbSb2,Sb10Zn13,Sb10Zn13,Sb2SnZn,Sb2TlZn2,Sb2Y,Sb2Zn,Sb2Zn,Sb5Zn6,Sb5Zn6,Sb65Zn84,Sb65Zn84,SbSe2Tl,SbTe2Tl,SbZn,SbZn,ScSn2,Sn2Y,Sn3Y5,Sn5Sr3,SnTe3Tl2,SnTe5Tl2,Te2Y,Te2Y7,Te3Tl2,Te3Y2,TeZn
1024,1509558,700,AgTe2Tl,1,0.706313,-0.000612516,0.208908,-0.0642169,0.109129,-0.101312,-0.128687,0.524279,-0.0489724,-0.0489724,-0.0670117,-0.0670117,-0.0599939,0.0648354,-0.113217,0.503165,0.470336,0.491693,0.471237,0.022118,-0.074444,-0.0665641,-0.0665641,-0.121853,-0.0146529,-0.032649,-0.115354,0.539174,0.0541046,0.0877517,-0.0175673,0.0697283,0.669907,0.486496,-0.0544801,-0.0310307,-0.0667431,0.0450646,-0.027996,-0.027996,0.190316,0.190316,0.526301,-0.0282101,0.00940144,0.00679165,0.396797,-0.0249691,0.161021,0.539832,0.174819,0.534104,-0.0481335,0.0486185,-0.0190713,0.0171573,-0.0483243,0.00683909,-0.0550318,-0.0193097,0.295503,-0.00618407,0.17765,0.0342999,-0.00339327,-0.0494807,-0.04718,0.541859,0.588951,0.484041,0.651501,0.429287,0.567911,0.624458,0.426415,0.589894,0.490952,0.647409,0.512881,0.498533,0.345708,0.421536,0.601232,0.501821,0.374475,0.337454,0.774703,0.300075,0.437479,0.595927,0.478769,0.489884,0.339987,0.339987,0.364675,0.332745,0.481088,0.349078,0.331641,0.555493,0.506711,0.579675,0.560993,0.768882,0.560813,0.641241,0.598968,0.470654,0.531277,0.478882,0.470019,0.470019,0.327573,0.330722,0.513445,0.298499,0.554944,0.479124,0.467023,0.560858,0.343841,0.567334,0.324933,0.778846,0.504559,0.348707,0.476204,0.327634,0.726273,0.487321,0.477951,0.640889,0.525753,0.525753,0.622962,0.670951,0.564483,0.597277,0.51942,0.429622,0.481543,0.486406,0.538884,0.710326,0.519271,0.557569,0.511199,0.581192,0.739736,0.556433,0.737946,0.558003,0.538082,0.519192,0.461224,0.442982,0.530575,0.33842,0.567178,0.477713,0.475698,0.496222,0.488981,0.48192,0.457028,0.341865,0.303682,0.48657,0.482502,0.482158,0.586997,0.379765,0.326968,0.54865,0.43193,0.309324,0.465816,0.663003,0.305012,0.354965,0.499862,0.336595,0.469963,0.348891,0.742985,0.491567,0.466233,0.513611,0.525775,0.42658,0.597204,0.464077,0.496193,0.533196,0.520392,0.293902,0.549692,0.482087,0.48553,0.526996,0.570427,0.482596,0.564812,0.593441,0.482024,0.760234,0.608902,0.488473,0.525599,0.436775,0.482613,0.014678,0.00771925,0.567112,0.430139,0.880136,0.590708,0.00406042,0.541551,0.486898,0.485014,0.48375,0.354956,0.54861,0.360772,0.360772,0.735406,0.334981,0.429269,0.48443,0.48443,0.324989,0.324989,0.756145,0.756145,0.366069,0.578351,0.673447,0.673447,0.623052,0.450403,0.602936,0.488744,0.529222,0.589,0.715591,0.553206,0.75951,0.712135,0.558597
1025,7209352,700,AgTe2Tl3,0.706313,1,0.0526637,0.209361,-0.0819646,0.0565236,-0.107498,-0.132281,0.766141,-0.0897668,-0.0897668,-0.0571603,-0.0571603,-0.0434699,0.0251021,-0.130963,0.308637,0.707128,0.299062,0.721566,0.0298121,-0.0737616,-0.0722198,-0.0722198,-0.123043,-0.0135668,-0.0194575,-0.113187,0.809756,0.0629535,0.0108964,-0.0439204,0.0238674,0.451597,0.719909,-0.109754,-0.075534,-0.0836879,-0.00155534,-0.0202862,-0.0202862,0.182081,0.182081,0.374505,-0.0197705,0.00576215,0.016603,0.588474,-0.0282626,0.135422,0.374456,0.152203,0.354359,-0.0356809,0.0172539,-0.00878201,-0.0276319,-0.053039,0.0421281,-0.0876121,-0.00612357,0.178459,0.00397608,0.322857,0.0271514,-0.0240492,0.00853009,-0.0616366,0.810438,0.459812,0.753366,0.500563,0.667181,0.443798,0.487336,0.66434,0.452604,0.742189,0.467471,0.39474,0.384343,0.59697,0.680669,0.833286,0.38693,0.629937,0.58318,0.556887,0.528786,0.333602,0.862036,0.369081,0.367974,0.580172,0.580172,0.615185,0.569187,0.379083,0.590727,0.573639,0.794758,0.390396,0.843406,0.832644,0.574772,0.823372,0.498345,0.862895,0.360808,0.78119,0.367072,0.35538,0.35538,0.57005,0.570528,0.390918,0.533842,0.787155,0.366495,0.361976,0.437601,0.598909,0.432475,0.569295,0.565631,0.370541,0.596231,0.36358,0.563653,0.540033,0.735568,0.368907,0.504255,0.764008,0.764008,0.483735,0.502116,0.837368,0.465144,0.399635,0.653954,0.74355,0.712751,0.79074,0.510501,0.772573,0.810855,0.761194,0.815718,0.52535,0.81392,0.540787,0.812403,0.779562,0.747559,0.699806,0.678495,0.405511,0.581285,0.444585,0.376394,0.365188,0.382178,0.383476,0.372692,0.361649,0.588401,0.536705,0.751392,0.727296,0.734416,0.458003,0.648373,0.586698,0.430259,0.356473,0.566822,0.355744,0.521649,0.536834,0.609713,0.397152,0.583295,0.36,0.595255,0.545854,0.760825,0.362872,0.398276,0.418896,0.660974,0.832362,0.356659,0.381451,0.78139,0.398643,0.528841,0.772514,0.728875,0.750366,0.404082,0.448085,0.37009,0.819111,0.467832,0.721125,0.562588,0.473752,0.730302,0.770759,0.339919,0.370148,0.0290049,0.0214307,0.787237,0.324982,0.627521,0.862041,-0.0477428,0.40683,0.74559,0.752464,0.382079,0.616415,0.440376,0.602639,0.602639,0.53458,0.575626,0.351542,0.752547,0.752547,0.570603,0.570603,0.541258,0.541258,0.61285,0.828258,0.541927,0.541927,0.483661,0.67626,0.457485,0.736473,0.407405,0.455893,0.535106,0.810361,0.578414,0.518688,0.789806
1206,300193,1000,Al2As3Na2,-0.000612516,0.0526637,1,-0.0731502,0.0968275,-0.0644559,0.0271043,0.026224,0.0245823,0.0468121,0.0468121,0.0697187,0.0697187,7.18707e-05,-0.0802909,0.0148625,0.01128,0.0333443,0.0182719,0.0215079,0.0279607,0.045064,0.0533359,0.0533359,0.0445869,0.0653189,-0.00325999,-0.00847458,0.0287737,-0.00850113,-0.0496292,-0.00934658,-0.0703892,-0.0521846,0.0118965,0.0404622,0.023004,0.0426281,-0.0679351,-0.00456344,-0.00456344,-0.00143615,-0.00143615,-0.01964,0.0572356,0.0457129,-0.0116125,0.0880344,0.0912588,0.0415161,0.131352,-0.0866062,0.0356345,0.055533,0.0579854,0.0436854,0.0762117,0.0221362,0.045699,0.182053,-0.0447266,0.0926524,0.0383746,0.20077,0.261874,0.0186277,0.0251575,-0.0170544,0.0262504,-0.0453585,0.0177651,-0.0266116,0.0367487,0.0002089,-0.0304589,0.0392692,-0.0240779,0.0151593,-0.0711893,0.0143233,0.00712508,0.0572682,0.070426,0.0120058,0.000958671,0.0543374,0.0793275,-0.0241463,0.0683428,0.0144657,0.0336004,0.019399,0.0211065,0.0625401,0.0625401,0.0523114,0.061025,0.0123972,0.0670988,0.0666251,0.0113417,0.0245565,0.018377,0.0257786,-0.0571246,0.0143835,-0.0274403,0.0214084,0.0163343,0.0134419,0.0143885,0.0180863,0.0180863,0.0645243,0.0610477,0.00843753,0.0637062,0.0221716,0.020973,0.0163139,-0.0320906,0.0675374,0.00254061,0.0619428,-0.0365146,0.0295941,0.0729508,0.00527182,0.0579539,-0.0361883,0.0197634,0.0114364,-0.0295579,0.0117119,0.0117119,-0.0398495,-0.0501879,0.0364782,-0.0331403,-0.0366443,0.0241345,0.0156007,0.0222367,0.0220524,-0.0441569,0.0123547,0.0201473,0.0176902,0.0241685,-0.0480033,0.0242367,-0.0378473,0.0240078,0.0217702,0.0216047,0.0600751,0.0394859,-0.00517796,0.0571013,0.0255441,0.0195675,0.0224677,0.00350348,0.000784028,0.0155173,0.0306672,0.0792026,0.067567,0.0127169,0.0114998,0.0123758,-0.0424838,0.0603232,0.0487108,0.000791523,0.0112946,0.079655,0.0108405,-0.0173144,0.0707611,0.0729046,0.0177356,0.0706088,0.0121204,0.0492575,-0.0485187,0.0178566,0.0140213,0.0177152,-0.000490673,0.0272648,0.0260469,0.00958143,0.00610186,0.0209937,0.00526785,0.0594603,0.0260582,0.00990934,0.0106676,-0.0347202,-0.00393047,0.021042,0.0251145,-0.0319119,0.0247398,-0.032464,-0.0235317,0.00611406,0.0266853,-0.00324585,0.0134153,0.0120134,-0.02367,0.0236669,0.032779,-0.0373592,0.0266482,-0.00585127,0.0395067,0.0188921,0.00762414,-7.84714e-05,0.0606212,0.0109409,0.0771246,0.0771246,-0.0486616,0.063317,0.0106662,0.0223116,0.0223116,0.0624101,0.0624101,-0.0371034,-0.0371034,0.0705355,0.0254755,-0.0322634,-0.0322634,-0.0397101,0.0258543,-0.0428319,0.0135154,-0.0383678,-0.042729,-0.0346065,0.0202595,-0.0482815,-0.026791,0.0264374
1479,52627,1000,Al2K2Sb3,0.208908,0.209361,-0.0731502,1,-0.108579,0.156275,-0.15715,-0.16607,0.162935,-0.0621999,-0.0621999,-0.120613,-0.120613,0.042192,0.060818,-0.0772551,0.063108,0.159083,0.0611828,0.19715,0.0208213,-0.11604,-0.100346,-0.100346,-0.164365,-0.0525028,0.00747816,-0.146303,0.177571,-0.0179149,0.0484223,-0.0433277,0.0920871,0.180968,0.216304,-0.0873328,-0.0418799,-0.0453575,0.0919748,-0.0190389,-0.0190389,0.324234,0.324234,0.0507086,0.0531181,0.0466625,0.00872704,0.110138,-0.00795432,0.143651,0.0730592,0.183807,0.0463254,-0.0263348,0.0636638,-0.00768273,-0.0118631,0.0548806,0.0223598,-0.082135,0.00237711,-0.0671371,0.0724725,-0.109207,-0.0673846,0.0393152,-0.0577781,-0.0454553,0.190872,0.152956,0.175479,0.122951,0.0774873,0.0965485,0.121381,0.0835932,0.123779,0.161156,0.15733,-0.0134563,-0.0501284,-0.0867321,-0.0406581,0.177008,-0.0240861,-0.0538314,-0.102309,0.210932,-0.107463,-0.0694301,0.176484,-0.0529564,-0.0629407,-0.0889339,-0.0889339,-0.0332291,-0.12689,-0.00948449,-0.0732702,-0.0940127,0.159581,-0.0351111,0.184257,0.174782,0.175302,0.170975,0.120152,0.181675,-0.0579463,0.162591,-0.055839,-0.0573223,-0.0573223,-0.10273,-0.100921,-0.0123583,-0.112762,0.155663,-0.0693357,-0.0426309,0.0827569,-0.0793284,-0.057489,-0.0966603,0.196125,-0.0554753,-0.101196,-0.0548852,-0.110252,0.186908,0.147579,-0.057731,0.134729,0.160991,0.160991,0.143771,0.192295,0.193485,0.145814,0.0940389,0.0852461,0.158268,0.0819039,0.146644,0.161928,0.148694,0.140571,0.124682,0.173391,0.170888,0.136028,0.162019,0.143734,0.171868,0.147903,0.0696531,0.0675803,-0.0440214,-0.0804509,-0.0481119,-0.0452045,-0.0645692,-0.0592946,-0.0528621,-0.0594,-0.0145364,-0.0934849,-0.109146,0.171233,0.149194,0.158469,0.145582,-0.0566217,-0.0901594,-0.0453195,-0.0276908,-0.0923539,-0.0542377,0.182395,-0.119215,-0.0873176,-0.0537455,-0.0845209,-0.0638098,-0.0544172,0.191046,0.161436,-0.0529996,-0.0500078,-0.00339939,0.0894018,0.177946,-0.0503204,-0.00863788,0.168924,-0.0143188,-0.121366,0.151557,0.144852,0.173059,0.0972292,0.0906878,-0.0602935,0.164199,0.136653,0.140724,0.186998,0.130868,0.163143,0.153415,-0.0770389,-0.0586698,0.0123651,0.0137596,0.187179,-0.109804,0.17706,0.1919,0.0207335,-0.0604044,0.160454,0.179352,-0.0627649,-0.0743893,0.00128194,-0.114876,-0.114876,0.166517,-0.104542,-0.0274205,0.156835,0.156835,-0.119844,-0.119844,0.170176,0.170176,-0.102612,0.181909,0.172308,0.172308,0.143568,0.0918858,0.135617,0.148048,0.100508,0.144818,0.187135,0.164125,0.197757,0.157044,0.153218
1517,9014095,1000,Al2NaSb,-0.0642169,-0.0819646,0.0968275,-0.108579,1,-0.0389231,0.147513,0.0592357,-0.0792038,0.073756,0.073756,0.0935007,0.0935007,-0.0263184,0.00216853,0.244405,-0.0119101,-0.0566406,-0.0122067,-0.0784113,-0.0390875,0.0658406,0.0756108,0.0756108,0.177467,0.0124656,0.0224867,0.0461644,-0.0953458,0.0384379,-0.00919405,0.0670255,-0.0691106,-0.0198282,-0.0556751,0.155347,0.0969423,0.143798,-0.0548966,0.0390383,0.0390383,-0.113903,-0.113903,0.000289073,-0.0308598,-0.0203017,0.0112416,-0.0632876,-0.0151858,0.256908,-0.0171915,-0.0434972,-0.0365483,-0.0433608,-0.0289706,-0.0133344,-0.0272971,0.00698213,-0.0377166,0.0157253,-0.0160205,0.0312186,-0.0388817,0.0366594,0.197655,-0.0148722,-0.0249773,0.0334778,-0.0351454,-0.0258387,-0.0555359,-0.0458836,-0.0367301,-0.00678309,-0.0340531,-0.033349,-0.0362119,-0.0539372,-0.0518815,-0.00704949,-0.00486798,-0.013778,-0.0260602,-0.0573687,-0.0140333,-0.0346776,-0.0225517,-0.0337804,0.00201651,-0.0122238,-0.0458772,-0.0194786,-0.0171878,-0.0214191,-0.0214191,-0.0160689,0.000491709,0.00678883,-0.00237025,-0.0131556,-0.0741374,-0.00595906,-0.0646275,-0.0621727,-0.0764233,-0.0687244,-0.0452751,-0.0542484,-0.0109377,-0.0613323,-0.015146,-0.0111861,-0.0111861,-0.00912776,-0.00845608,-0.00942148,-0.0122845,-0.0225238,-0.00963736,-0.0233075,-0.0136268,-0.0119342,-0.0204815,-0.0179958,-0.0472569,-0.0221762,0.0105581,-0.0165155,-0.0122025,-0.0579103,-0.0499245,-0.00766501,-0.0440918,-0.0450517,-0.0450517,-0.0173368,-0.0380975,-0.0607424,-0.0195574,-0.0225864,-0.0300983,-0.0477266,-0.0486295,-0.0443333,-0.0280596,-0.0675128,-0.0388074,-0.0542286,-0.0254073,-0.0283958,-0.0502451,-0.0496224,-0.0586434,-0.0541168,-0.0596561,-0.0230552,-0.0401185,-0.0151156,-0.009266,0.000620906,-0.0306533,-0.0216364,-0.00549267,-0.014408,-0.0133171,-0.0190259,-0.0121865,0.0029053,-0.0569359,-0.0472898,-0.0426119,-0.0261754,-0.0155327,0.00360184,-0.0345592,0.0117785,0.0202231,-0.02174,-0.0342005,-0.0123247,-0.0231559,-0.0225581,-0.0121216,-0.0127781,-0.00268718,-0.0190415,-0.0573212,-0.016708,-0.010139,-0.0283479,-0.0238802,-0.0636785,-0.0162837,-0.0152264,-0.0504136,-0.00442477,-0.0082769,-0.0332826,-0.0468088,-0.0545675,-0.0211414,-0.01684,-0.0155982,-0.0563585,-0.0352361,-0.0466953,-0.0385574,-0.0305486,-0.0227709,-0.0662773,-0.00106416,-0.0102718,0.0440417,0.0385103,-0.0766277,0.0826912,-0.0559535,-0.0654116,0.0427784,-0.0247568,-0.0426874,-0.057554,-0.0237787,-0.0109525,0.0109679,0.0116907,0.0116907,-0.0575415,-0.0044265,0.0122021,-0.0539943,-0.0539943,0.0054826,0.0054826,-0.0457547,-0.0457547,-0.0042371,-0.0603028,-0.0539898,-0.0539898,-0.0172432,-0.0201823,-0.0568188,-0.0508667,-0.0191379,-0.022427,-0.0589695,-0.0580258,-0.0631434,-0.0590385,-0.0509064
2196,402309,1000,AlAs4Ca3Na3,0.109129,0.0565236,-0.0644559,0.156275,-0.0389231,1,-0.0292823,-0.0226187,0.0730713,0.139985,0.139985,0.0452949,0.0452949,-0.00872461,0.446283,0.0439381,-0.00957684,0.0184038,-0.0241662,0.0489879,0.31471,-0.0242479,0.002492,0.002492,0.0357196,0.137683,0.227158,0.0712378,0.0653432,0.000777895,0.293647,0.0255531,0.269141,0.0791621,0.0744743,0.144827,0.118071,0.107383,0.23105,0.216391,0.216391,-0.0012669,-0.0012669,-0.0223371,-0.0149572,-0.0267137,0.0332967,-0.0226362,-0.0110898,0.0347356,0.00037065,0.0956175,-0.00532871,-0.0282459,0.0171282,-0.0566677,0.019931,-0.0272291,-0.0214376,-0.0212019,0.0233171,-0.0656045,0.0192419,-0.11194,-0.0812218,-0.0257474,-0.063134,-0.00249182,0.0348205,0.0492302,0.0340158,0.037716,0.0179438,0.00904411,0.0273823,0.0217813,0.0326508,0.0486292,0.102889,-0.0407854,-0.0843212,-0.110316,-0.0668399,0.049094,-0.0850784,-0.0851946,-0.119912,0.119977,-0.111348,-0.0955176,0.0544204,-0.0839189,-0.0854061,-0.104094,-0.104094,-0.0881625,-0.0870982,-0.0789288,-0.108446,-0.104347,0.0308083,-0.0945793,0.06939,0.0461328,0.0720505,0.0273293,0.0260651,0.0627709,-0.097319,0.0400004,-0.0841409,-0.0962583,-0.0962583,-0.102753,-0.0954794,-0.0588762,-0.112641,0.0319335,-0.0799159,-0.109219,0.0332448,-0.111409,-0.053179,-0.108729,0.100911,-0.0886847,-0.105504,-0.0758808,-0.0917019,0.0731383,0.0392007,-0.0896847,0.0330449,0.0480954,0.0480954,0.0494518,0.0780914,0.0447268,0.0470658,0.0232544,0.0193765,0.0411684,0.0183888,0.0655797,0.0871902,0.0650399,0.0491316,0.0596613,0.0345266,0.0504128,0.0438224,0.0650099,0.0389227,0.0156133,0.0435562,-0.0091462,0.0103132,-0.095988,-0.114704,-0.0805313,-0.0995192,-0.102206,-0.0814857,-0.0703193,-0.0864137,-0.0701714,-0.105288,-0.116041,0.039357,0.0445253,0.0460486,0.0481501,-0.0945458,-0.111463,-0.0736241,-0.0698225,-0.118688,-0.0809532,0.0576977,-0.119232,-0.108357,-0.0921593,-0.111398,-0.0773509,-0.0736056,0.0779271,0.0389044,-0.0803946,-0.0887537,-0.0678442,0.0191186,0.0286143,-0.0811896,-0.0596123,0.0341015,-0.0445295,-0.115136,0.0294547,0.0348502,0.0409328,0.0121178,0.048686,-0.0909594,0.0328583,0.040642,0.0307874,0.0636162,0.0335343,0.0512438,0.0273342,-0.112015,-0.0855779,-0.0624753,-0.0452117,0.045907,-0.0716392,0.0966855,0.0517517,0.0669875,-0.0893667,0.0356489,0.0403137,-0.0886805,-0.136101,-0.0640605,-0.109216,-0.109216,0.0697801,-0.0986775,-0.0730034,0.0327681,0.0327681,-0.104509,-0.104509,0.0789134,0.0789134,-0.107984,0.0330972,0.0458676,0.0458676,0.0489848,0.0117307,0.0695132,0.0373372,0.0129436,0.0490887,0.0789866,0.0396966,0.0562621,0.0492238,0.0267714
2745,411171,1000,AlKTe2,-0.101312,-0.107498,0.0271043,-0.15715,0.147513,-0.0292823,1,0.641331,-0.0895743,0.196419,0.196419,0.701671,0.701671,-0.121528,-0.0587586,0.546908,0.0235265,-0.0433367,0.0159137,-0.068874,0.0305081,0.807023,0.823659,0.823659,0.528544,0.217609,0.339326,0.450945,-0.0810057,0.0289172,0.00588479,0.52224,0.0338018,-0.0946192,-0.12871,0.219993,0.15387,0.259776,0.0385311,0.406644,0.406644,-0.139226,-0.139226,-0.0320385,-0.0816354,-0.0849232,-0.0600003,-0.0585214,-0.0670458,-0.141144,-0.0521031,-0.124906,-0.0212802,-0.128979,-0.0987397,-0.0186436,-0.0520017,-0.102892,-0.0761058,0.0572623,0.0190344,0.074899,-0.122211,0.11339,0.176651,0.0224519,0.143683,0.420914,-0.0955134,-0.0885586,-0.0734897,-0.0539428,-0.0350014,-0.0371148,-0.0520083,-0.0361249,-0.0832791,-0.0850591,-0.13021,0.00441506,0.020969,0.0528805,0.0143725,-0.0755312,0.00213875,0.0203012,0.0262802,-0.134836,0.0508366,0.0296689,-0.101166,0.0177815,0.023025,0.0517888,0.0517888,0.0249739,0.0555605,0.0153999,0.036417,0.0485278,-0.100035,0.0199228,-0.0922041,-0.0998774,-0.103864,-0.102457,-0.0591826,-0.100589,0.0266583,-0.0772627,0.0263465,0.0266242,0.0266242,0.0463221,0.0475651,-0.00576473,0.0377258,-0.0800885,0.0339453,0.00205532,-0.010883,0.0285257,0.0441255,0.0355148,-0.0856339,0.0330209,0.0402584,0.0185749,0.0431877,-0.077316,-0.0766713,0.0302546,-0.0722911,-0.0879223,-0.0879223,-0.0815897,-0.090881,-0.105306,-0.0897077,-0.068061,-0.0474352,-0.0700567,-0.0692895,-0.107577,-0.104055,-0.115376,-0.105484,-0.111176,-0.0674652,-0.0827264,-0.0976302,-0.0985829,-0.099074,-0.104431,-0.0953786,-0.02956,-0.011695,0.0302681,0.0570367,0.0223315,0.00998276,0.0150663,0.0152198,0.0244808,0.0322501,0.0202766,0.0433215,0.0581581,-0.0762019,-0.0869902,-0.0857568,-0.0757664,0.0465496,0.0655715,0.00571651,0.0566255,0.0751833,0.00969202,-0.0646746,0.0398661,0.0388257,0.00366518,0.0466056,0.0332856,0.0145245,-0.107614,-0.0667514,0.0185334,0.0339527,-0.0365072,-0.0189026,-0.0884508,0.0136104,-0.00528384,-0.10697,0.0082003,0.0430033,-0.0842635,-0.0886414,-0.0820427,-0.056925,-0.0211734,0.0219058,-0.0792902,-0.0529355,-0.048554,-0.113137,-0.0765359,-0.0932449,-0.0953397,0.0282083,0.028712,-0.0472735,-0.0212108,-0.0880837,0.135821,-0.108201,-0.120263,0.0423777,0.0385894,-0.0766338,-0.0845456,0.00698714,0.0322827,0.0198276,0.0479258,0.0479258,-0.0718576,0.0494304,0.0577502,-0.0696429,-0.0696429,0.0613464,0.0613464,-0.071008,-0.071008,0.0473273,-0.102989,-0.0830919,-0.0830919,-0.0802683,-0.0213175,-0.0644418,-0.091268,-0.0627567,-0.0804611,-0.0884839,-0.0989921,-0.120981,-0.093601,-0.0911039
