,id,T,formula,database,zT_pred,zT_std
315,1527695,700,BiIn,COD,1.7951883999999998,0.15078536
316,9009141,1000,I2Pb,COD,1.7948372,0.1277308
317,4000660,1000,HgSnTe4Tl2,COD,1.7946029,0.15950215
318,1510306,1000,AuSn2,COD,1.7943438000000005,0.14254245
319,1510580,1000,Au6K4S5,COD,1.7934567,0.16659927
320,1510315,1000,AuTl2,COD,1.7928830000000002,0.16366662
321,1509138,1000,Po,COD,1.7928629,0.23518659
322,417538,1000,Bi3I16Tl7,ICSD,1.7928127,0.15530562
323,71560,1000,ErKTe2,ICSD,1.7924293000000002,0.17229469
324,72975,1000,BiCsS2,ICSD,1.7922138,0.18020357
325,651642,1000,SbTe2Tl,ICSD,1.7920346,0.16217212
326,72976,1000,Bi8K2Se13,ICSD,1.7918923,0.16274819
327,9012387,1000,Pt5Se4,COD,1.7916446,0.14992782
328,85583,1000,Au4CdK2S4,ICSD,1.7913013,0.20748097
329,4319348,1000,Hg5Rb4Te13,COD,1.7910079,0.19444078
330,648397,1000,Pb4Pt,ICSD,1.7895633999999998,0.17799637
331,4317676,1000,CsSe3YbZn,COD,1.7892237000000002,0.16878735
332,9016730,1000,AuSb2,COD,1.7887568,0.16298063
333,60491,1000,ITl,ICSD,1.7886799999999998,0.13397266
334,69035,1000,GeTe5Tl2,ICSD,1.788064,0.17452449
335,191094,1000,BiCu2KS3,ICSD,1.7880589,0.15788496
336,620548,1000,CdTe2Tl,ICSD,1.7876452,0.13323401
337,54507,1000,AuRb2S4Sb,ICSD,1.7875223999999998,0.16072841
338,1509207,1000,AgAuTe4,COD,1.786991,0.15571713
339,1010459,1000,Ag2HgI4,COD,1.786849,0.17610005
340,1509557,1000,AgTeTl,COD,1.78657,0.12087317
341,417039,1000,As4Br6CdHg6,ICSD,1.785289,0.14711064
342,410895,1000,Te3Tl2,ICSD,1.7845993000000002,0.15449151
343,43512,700,Bi2SeTe2,ICSD,1.784525,0.18677334
344,1010622,700,BiI3,COD,1.7844425,0.18632996
345,416973,1000,As2CdHg4I4,ICSD,1.7839247,0.15261514
346,151997,1000,I5InPb2,ICSD,1.7837214,0.11828838
347,191928,700,Br2Cs2H2Hg2I4O,ICSD,1.7833123,0.22464752
348,105602,1000,PbPt,ICSD,1.7828509999999995,0.20196316
349,75960,700,BrSe2Tl5,ICSD,1.782323,0.1521118
350,8103605,1000,BiBr3,COD,1.7818836,0.17023034
351,4317675,1000,CsSe3TmZn,COD,1.7815894,0.17420970000000002
352,67253,1000,CuITe2,ICSD,1.7809976000000003,0.18453856
353,170600,1000,Cs4Ge5Pb4S16,ICSD,1.7808130000000002,0.17387448
354,8103410,1000,Ag36Te22Tl7,COD,1.7807157999999998,0.12651154
355,1531358,1000,BiPPb2,COD,1.7807031000000002,0.17102808
356,250250,1000,PbSb2Te4,ICSD,1.7806828,0.12986416
357,415012,1000,Bi2I9Tl3,ICSD,1.7805444,0.16903338
358,174371,1000,Cu3Ho2KSe5,ICSD,1.7805296999999998,0.14695893
359,1531067,1000,Bi2Br9Cs3,COD,1.7803284,0.17656866
360,648361,1000,Pb3Pd5,ICSD,1.7800659,0.17941074
361,611388,1000,AsSe4Tl3,ICSD,1.7798321,0.12500878
362,262390,1000,HgRb2SnTe4,ICSD,1.7796637,0.20231515
363,2020016,1000,KS2Yb,COD,1.7789487000000002,0.15381944
364,411096,700,Bi3BrSe4,ICSD,1.7788828999999995,0.16184160000000006
365,2008114,1000,AuBr4K,COD,1.7788456999999998,0.15010910000000002
366,4112588,1000,Bi4CsTe6,COD,1.778584,0.14321035
367,74921,1000,Hg5I6Sb2,ICSD,1.7784892,0.14376175
368,4000658,1000,CdSnTe4Tl2,COD,1.7784162,0.14742273
369,4027824,1000,Au2Cs2Se3,COD,1.7783628,0.19938768
370,610664,1000,AsHgPd5,ICSD,1.7779470000000002,0.15677977
371,605653,1000,AgPb4Pd6,ICSD,1.7777605,0.18273847
372,9012535,1000,Cu7Hg6,COD,1.7776107,0.1646485
373,602876,1000,CsS2Tm,ICSD,1.7773225,0.17701536
374,97426,1000,Bi2Cs2S5Zn,ICSD,1.7771853,0.1634297
375,616725,700,Bi3In4Pb,ICSD,1.7770462,0.17044681
376,54796,1000,AgHgIS,ICSD,1.7765574,0.16182104
377,1523554,1000,PbPt3,COD,1.7754107,0.18841869
378,1509391,1000,AgI2Tl,COD,1.7753008999999995,0.11766531
379,4106340,700,I4SeTl6,COD,1.774358,0.16966139
