id,formula,database,T,zT_pred
9008932,FeP,COD,700,0.25999358
2224508,C15H12BrNO2,COD,700,0.25997776
4301937,Cl9KW3,COD,700,0.25997403
1508490,OPr10Se14,COD,700,0.2599703
7101937,C49H58Si3,COD,700,0.25996268
2007635,C6H13BrN2Si,COD,1000,0.25996235
73111,NaNbO2,ICSD,1000,0.25996217
4026929,C11H11O,COD,1000,0.25996146
2210896,C17H26ClNO4,COD,700,0.2599609
9001519,AlKO6Si2,COD,1000,0.25995967
4029474,C29H26N6,COD,700,0.25995725
4061769,C7H12NO,COD,700,0.25995696
2229920,C14H17NO5S,COD,1000,0.25995448
1517074,C23H20,COD,1000,0.25995332
2201452,C10H17NO3,COD,700,0.25995186
8100767,C25H26N3O5,COD,1000,0.25994828
94480,H6O10P2Zr,ICSD,700,0.2599472
2210515,C8H8N3O4,COD,700,0.25994012
183392,Al10B12Ba8O41,ICSD,700,0.25993595
57537,Al51Ca4Cr7,ICSD,700,0.25993288
2217529,C13H24N2S,COD,700,0.25993022
2213047,C31H24,COD,700,0.2599255
632768,Fe2NZr4,ICSD,700,0.25992325
614250,B4FeU,ICSD,700,0.25991863
2209309,C6H8NdO7,COD,700,0.2599163
2101628,C17H40N4O3S,COD,700,0.25990617
2015957,C7H10CuO10,COD,700,0.2599046
614782,B4Mn2W,ICSD,700,0.2599027
2218893,C19H18ClN3O6,COD,700,0.25989956
2013858,C14H9Cl,COD,1000,0.25989842
2210850,C14H16Cl2Pt,COD,700,0.2598977
604343,As2LaPd2,ICSD,700,0.25989643
4020192,C19H29NO5,COD,700,0.2598955
1515582,C9H8O4,COD,1000,0.25989276
7103753,C19H24B9N,COD,700,0.2598883
4322513,C14H18MnN8,COD,1000,0.2598807
2226330,C19H23NO6,COD,700,0.25987715
2011761,C25H40ClN2P,COD,700,0.2598716
7051898,C31H48N3Tl,COD,700,0.25986657
2214912,C15H19Cl2N3O2S,COD,700,0.25986245
4123284,C40H48O7,COD,700,0.25985083
4022644,C16H21N2O,COD,700,0.25984368
2213739,C8H18N2O12V,COD,700,0.25984326
2216581,C18H14N2O6Zn,COD,700,0.2598419
4115014,C34H46Cr,COD,1000,0.25984165
172565,CeH4N7O19,ICSD,1000,0.25983584
654296,P3Rb2,ICSD,700,0.2598341
2209576,C16H20NO,COD,700,0.25982696
7110637,C29H42Si5,COD,700,0.25982606
4314649,C17H15O11Sm,COD,1000,0.25982502
7112909,C86H100O7,COD,700,0.2598236
4025906,C15H15NO5,COD,1000,0.25981343
417892,K2MnO7V2,ICSD,1000,0.25981268
6000257,Mo3NNi2,COD,700,0.25980806
4023683,C20H10Se,COD,1000,0.2598001
7151487,C16H24O7S,COD,1000,0.2597829
174509,C3O8RbU,ICSD,700,0.25978005
1515800,C41H53Sn,COD,1000,0.25977817
4300936,C7H8O2S,COD,700,0.25977746
2214918,C12H38Cl2N4NiO4,COD,1000,0.25977573
7206028,C14H9ClN2O2S6,COD,700,0.2597743
2220777,C25H26N2O,COD,700,0.25977308
655752,Al9Sr5,ICSD,700,0.25977114
7012156,C33H57O6Sb,COD,700,0.2597708
2218129,C13H14N4O2S,COD,1000,0.25976968
4303039,C27H44N11Rb4,COD,700,0.25976327
7015431,C40H50N4Ni2O7,COD,1000,0.2597607
649,F10KYb3,ICSD,700,0.25975946
2204063,C20H21Cl2NO5,COD,1000,0.25975335
423299,C3Ba3CoN3,ICSD,700,0.25975066
2220080,C15H12S4,COD,700,0.25974298
2213342,C24H20FN3O3,COD,700,0.25972885
109770,C2AgO2,ICSD,1000,0.25972623
8100941,C10H22MnO7,COD,700,0.25972375
39785,Cl12Te2Zr,ICSD,1000,0.2597219
4320020,C28H20FeN18,COD,700,0.25971964
2004369,C5H3NO5,COD,1000,0.2597191
7021882,C24H19,COD,700,0.25971675
69681,F4MgRb2,ICSD,700,0.25971395
2009308,C17H28N2O4,COD,700,0.25971317
4112360,C20H24O,COD,700,0.25970796
263041,B8Nb7Ru6,ICSD,1000,0.25970012
4022566,C7H10NO2,COD,700,0.2596997
4317026,C16H12N8Zn,COD,1000,0.2596957
2001180,C21H19F3O4,COD,1000,0.2596933
7014443,C12H8FeN10,COD,700,0.25967208
4322546,Ca2FeH4O13P3,COD,700,0.25967112
4513216,C40H49N2,COD,700,0.25967073
650960,S5Sm2Th,ICSD,1000,0.25966048
72299,F5Pd2Rb,ICSD,700,0.259658
4301765,C17H37Br2NiP2,COD,700,0.25965622
4314119,C35H42N12S6,COD,700,0.25965515
7150512,C14H16CrO6,COD,700,0.25964853
2225260,C17H20N4O3S,COD,700,0.25964448
2220183,C14H11FO3,COD,700,0.259643
2009881,C30H46Cl2N6O7,COD,700,0.25964183
2019750,CB2Li2,COD,1000,0.2596417
2214185,C23H25ClN2O2,COD,1000,0.25963527
4340562,C26H40Th,COD,1000,0.25963414
417959,B5MgNa3O10,ICSD,1000,0.25962937
2201922,C12H7IN2O4S4,COD,1000,0.25962782
2217489,C13H15N2O,COD,700,0.2596257
2104550,C26H42N4NiS10,COD,700,0.25962034
86273,F6HoNaRb2,ICSD,700,0.25961074
4322552,C25H19Cl2FeN8O2,COD,700,0.25960794
26566,C14NO16Re3,ICSD,1000,0.2595971
191583,B16Co5,ICSD,1000,0.25959495
76361,Al2Ge8Sc11,ICSD,700,0.2595892
5900008,C2H6Be,COD,700,0.25958872
412530,Cl3H3NSc,ICSD,700,0.25958657
2213393,C28H28MnN6O12,COD,700,0.2595859
2227396,C24H22O5,COD,700,0.25958484
4308882,C18H26Cl2U,COD,1000,0.25958133
2205056,C11H10N6S,COD,700,0.25957942
4061253,C15H19Cl3CrN3,COD,700,0.2595787
4301612,C25H11Ag3F18N6,COD,700,0.2595745
280573,AlH2O9P2,ICSD,1000,0.25957423
2220364,C18H24N6O5S2,COD,700,0.25957084
1523283,NiScSi,COD,1000,0.25956625
2212629,C5H14NO5S,COD,1000,0.25956556
4302306,C18H25N2P,COD,700,0.25956342
2002962,CH8F6N4Si,COD,700,0.25956312
2212375,C5H10N2O4Pd,COD,700,0.25956285
261381,AlB5H38Li2N6,ICSD,1000,0.2595579
4029764,C21H26O7,COD,700,0.25954983
7020652,ErF4K,COD,700,0.259546
2007190,C15H13CoN12,COD,700,0.25954148
4062046,C18H42Li3OP3,COD,1000,0.25953442
2103868,C12H13N5O2,COD,700,0.25953215
7016375,C13H9N2,COD,1000,0.25952855
2009535,C13H20BrNO2,COD,700,0.25952804
4300062,C21H38I3NPd,COD,700,0.25952575
7151355,C39H38N2O17,COD,1000,0.25952396
2002656,Al3LuO8Pb2,COD,700,0.25952354
4000272,B5LaO9,COD,1000,0.2595158
2220411,C17H27Cl2N3O4,COD,1000,0.25951415
2217867,C18H16BrN3O4S,COD,700,0.25951335
2204935,C18H18CoN3O3S,COD,700,0.25950912
391265,N8Si6Sr,ICSD,700,0.2595089
1520761,C26H40O5,COD,700,0.25950512
80067,BaO9Si4,ICSD,1000,0.2595047
2017286,C6H10CoO6,COD,700,0.25949833
1517563,C27H32Si,COD,1000,0.25949675
159307,H4Si,ICSD,700,0.2594949
2220264,C13H15Cl4NO4,COD,700,0.25948775
641323,K3S3Sb,ICSD,700,0.25948653
93508,ClFeO3Sr2,ICSD,700,0.25948253
2224098,C24H46Cu2MgN4O22,COD,1000,0.25947952
109652,C4H16N4O12U,ICSD,700,0.25947887
646402,NiS17U8,ICSD,1000,0.25947675
2011293,C5H11NO5,COD,700,0.2594761
2215814,C18H24I2N2Pd,COD,1000,0.25946963
1504675,C18H5F5,COD,1000,0.2594686
5000397,C21H19,COD,700,0.25946712
420944,CN2O4Pr2Si,ICSD,1000,0.25946483
2222165,C15H15N5O4S,COD,700,0.25946414
2222828,C13H13NO4S,COD,700,0.2594634
4063368,C13H7F5O4,COD,700,0.25945473
4302118,C28H32CdN6O7,COD,1000,0.25945324
92842,BLiO3Sr,ICSD,700,0.25945285
167353,C5Nb6,ICSD,1000,0.25944963
426735,C4H20MnN4Te2,ICSD,700,0.2594493
85617,C4N6Ni,ICSD,700,0.25944772
4062438,C54H65LiSn,COD,700,0.25944588
7204150,C27H26N4,COD,1000,0.25944516
78369,Br2O3,ICSD,700,0.25944412
7010322,C6H5PSe2,COD,1000,0.25943536
2225330,C19H22N4O2,COD,700,0.25943318
2207305,C26H24CdF2N8O10,COD,700,0.25942704
72617,Cl5K2NORu,ICSD,700,0.2594266
2003057,C26H24O6P,COD,1000,0.25942615
201318,C12H3BFe4O12,ICSD,700,0.2594209
155933,B2H8MgO13P2,ICSD,700,0.25941753
7010123,C11H27N3Zn,COD,1000,0.25940844
8100911,B4GaNa3O9,COD,1000,0.25940812
4023201,C15H18O5S2,COD,700,0.25940585
8100258,C30H36N4O7,COD,700,0.25940508
42147,CoF6KRb2,ICSD,700,0.25940442
4061452,C33H47N3O4,COD,1000,0.25940412
4062626,C27H27IN2Ni,COD,700,0.2594016
645169,NbP2,ICSD,1000,0.25938722
2100167,C3H5NO,COD,700,0.2593869
1508654,C18H32O5,COD,700,0.25938568
2003804,C25H29Cu2N9S2,COD,1000,0.25938562
7003055,C27H30NP,COD,700,0.25936663
4071523,C22H14Fe,COD,1000,0.25936544
1523900,Al5CeNi2,COD,700,0.25936365
78356,F6OSn4,ICSD,1000,0.25936317
95059,LaO11Sr2Ta3,ICSD,1000,0.25936145
2012956,Cl11NP2Zr,COD,700,0.25936067
2208425,C12H10Cl4N2O5Pt,COD,700,0.25935632
73579,AsClF6N2S2Se,ICSD,700,0.25935468
2006018,C7H9ClN2O5,COD,700,0.2593459
9002570,AlF9OPb3,COD,700,0.25934517
2008704,C11H24N2O4,COD,700,0.25934425
2001540,C20H14ClFeN2O2,COD,1000,0.25934267
163466,ErMo4Na5O16,ICSD,700,0.25933686
2010693,C14H14N2O11Zn,COD,700,0.25933287
2228862,C19H21N5O2,COD,1000,0.25933203
2006024,C20H25N3O2,COD,700,0.25933102
1516094,C16H13O4,COD,1000,0.25933087
4082445,C11H21N2,COD,700,0.2593267
2016492,C14H19N3O5,COD,700,0.25932238
7204952,C19H19O2,COD,700,0.25932136
249670,CH2O7P2U,ICSD,700,0.25931934
8000099,C27H63Si7,COD,700,0.2593157
7221252,AsBeLi,COD,1000,0.25931248
604624,LaRhSi3,ICSD,700,0.25930864
92289,H3NiO7SY,ICSD,1000,0.25930864
2203986,C6H17NO6,COD,700,0.25929275
1526752,AlSi2Tm2,COD,700,0.2592923
615104,B6Np,ICSD,700,0.2592919
2002689,CdHgO2,COD,1000,0.2592918
7102100,C47H62EuN2,COD,1000,0.25928712
2102811,C8H17N4O5,COD,700,0.25928262
2230181,C16H22N2O9,COD,700,0.25927812
8101478,C12H27MoN3,COD,700,0.2592757
2215934,C19H20N2O4,COD,1000,0.25927335
4061255,C19H26Cl3CrN4,COD,1000,0.25927225
420534,O7P2PbPd,ICSD,1000,0.25927186
2217947,C21H22N4O3Sn,COD,1000,0.25927103
4313115,C25H33B10P,COD,700,0.25926113
30339,GaInO3,ICSD,1000,0.25925735
1001094,Ba2FeO6U,COD,700,0.25925687
4060569,C16H24Zr,COD,1000,0.2592557
2221784,C5HAg2O4,COD,700,0.25924945
2213583,C7H10NO6P,COD,1000,0.2592444
1527371,AlRu,COD,1000,0.2592441
2007567,C21H23N3O7,COD,700,0.2592422
2016766,C5H11ClNO2,COD,700,0.25924173
2210681,C36H38Mn2N4O9,COD,700,0.2592416
2209079,C10H12NO3,COD,700,0.25923976
8100268,C48H53N6O10,COD,1000,0.25923288
7203241,C13H24NO2,COD,700,0.25923282
30772,CuSiY,ICSD,1000,0.25923112
58716,Be2Mo,ICSD,700,0.25922862
4312537,C12H15N4O,COD,1000,0.25922832
68339,Ge3Li2NiO8,ICSD,1000,0.2592281
2005462,C22H23BO,COD,1000,0.25922793
186211,Ba2CeNbO6,ICSD,1000,0.25922635
7200869,C11H10Cl2N2,COD,700,0.25922152
2222207,C48H74O9,COD,700,0.2592189
2014721,C13H16ClN3O2S,COD,700,0.25921786
2213468,C15H14N4O3,COD,700,0.2592149
2207692,C13H16N2O3,COD,700,0.25921208
7205783,C35H31Dy3O23,COD,1000,0.25920534
7104308,C31H35N3O,COD,1000,0.25920328
614485,B4HoNi,ICSD,700,0.25920218
4024166,C13H10NO4,COD,700,0.2592004
2106716,CrS17U8,COD,1000,0.2591966
2106527,HfS5Y2,COD,700,0.2591942
2224753,C11H11N3O3,COD,700,0.25918245
416999,Na3O5Os,ICSD,1000,0.259181
2213216,C15H8Br2Cl3FO,COD,700,0.25918
2226788,C23H20O6,COD,700,0.25916877
7201119,C17H19O2,COD,700,0.25916627
2221711,C12H16ClNO4,COD,700,0.2591594
4322273,C12H8CuMoN2O5,COD,700,0.25915548
1527869,Cl3CsV,COD,700,0.25914264
2224820,C52H62N4O21,COD,700,0.2591423
2217305,C5H3O2,COD,1000,0.25914082
2009202,C104H198N32O51,COD,700,0.25913844
7218871,C45H32N2,COD,1000,0.25913823
7015097,C17H21N7O3S2,COD,700,0.25913766
7012369,C22H18FeN4,COD,1000,0.2591341
7202907,GaNb4S8,COD,1000,0.25913325
1515069,C42H47O6,COD,700,0.2591327
4310846,C31H50BN3,COD,700,0.2591319
300101,O7P2RbV,ICSD,1000,0.25912163
2310522,Fe2Th,COD,1000,0.2591193
8100636,C9H15NO4,COD,700,0.25911856
188677,Mn3O12P3Pb,ICSD,1000,0.25911695
1506388,C12H11,COD,1000,0.2591168
2007359,C21H33CoN7O6P,COD,700,0.2591161
608317,AlLa3NiS7,ICSD,700,0.25911033
2011975,C7H6N2O5S,COD,700,0.25910777
2010029,Al3Si2Y2,COD,700,0.2591073
419784,Cs3Ge2O11U2,ICSD,700,0.2591068
422992,H8NpO9Rb3,ICSD,700,0.25910154
2002586,BaMn2O8V2,COD,1000,0.25909477
7013592,C7H9O3P,COD,1000,0.25909248
4021975,C14H20BrNO5,COD,700,0.25909132
2222944,C23H21CoN4O9,COD,1000,0.25908923
2015440,C11H16N2O7,COD,700,0.2590871
4027587,C5H9Se,COD,700,0.2590861
7205085,C20H28N4O7,COD,700,0.25907713
650888,S4SiSr2,ICSD,700,0.2590754
4061956,C8H9Si,COD,700,0.2590706
69117,CrH14N3O9P2,ICSD,700,0.25906143
2203955,C16H22O3S,COD,1000,0.25905937
614685,B4LuNi,ICSD,700,0.25905523
4021615,C16H28NO7P,COD,1000,0.25905
2006819,C15H18INO2,COD,700,0.25904697
2219346,C22H22N4NiO5,COD,1000,0.25904444
2206451,C14H18N4O3S2,COD,700,0.25904146
2210950,C19H16BrNO4S,COD,700,0.25903717
2004632,C13H22O5,COD,1000,0.2590312
2203201,C16H19NO4Sn,COD,1000,0.25902715
2215806,C10H12ClN3O3S,COD,700,0.25901785
2100531,C7H5N2O2,COD,1000,0.25901413
656217,AlB14Dy,ICSD,700,0.25901398
2200149,C15H15ClN2O2,COD,1000,0.2590006
9007860,C24KO2V,COD,1000,0.25900054
2012849,C10H9ClCuN4O4,COD,700,0.25899896
1523124,RhTi,COD,700,0.2589989
80392,Cs2O12SeW3,ICSD,700,0.25898784
2200684,C23H32Cl2N4Ru,COD,700,0.25898665
2206642,C8H9N2O2,COD,700,0.25898492
50468,F6GaLiRb2,ICSD,700,0.25897974
56392,AcH2,ICSD,1000,0.25897285
2210786,C13H11Cl2N3O3,COD,700,0.25897208
1515520,C8H5,COD,1000,0.2589715
67589,Al6Ca4O12S,ICSD,1000,0.25896356
412861,ClErO3Se,ICSD,700,0.25895435
638574,Hf2Ir,ICSD,700,0.25895372
643019,MnNb3S6,ICSD,1000,0.25894275
4062843,C18H30B9Ir,COD,700,0.25894204
32664,AsF6N2SSe2,ICSD,700,0.25894123
1524096,O3SbTl,COD,1000,0.25892973
418804,H8K2Mo2O15,ICSD,1000,0.25892693
418299,Ag2H6Na6O15S8,ICSD,700,0.25892222
2011386,C12H10AgN3O3,COD,700,0.25890908
4023148,C15H18ClNO4,COD,700,0.258908
2220300,C18H22N4O,COD,1000,0.2589075
4025787,C8H7Br2,COD,1000,0.25890437
2212303,C15H14Cu2N4S2,COD,700,0.2589001
2226084,C28H21Cl2N,COD,1000,0.2588995
2005326,C12H17N3O4,COD,700,0.25889927
2213913,C24H66Mo6N20O32Te,COD,1000,0.25889462
2011128,C31H31O9Os3PS,COD,700,0.2588819
7053501,C15H8N,COD,1000,0.25888178
4023203,C19H23NO8,COD,1000,0.25887388
7100880,C4H4NO,COD,1000,0.25887275
7115755,C16H17N,COD,700,0.2588684
4343684,Cl10Sc7,COD,1000,0.2588677
2227034,C9H17N3O,COD,700,0.25886253
262075,LiO2Sb,ICSD,1000,0.25886136
4027783,C69H77O9,COD,1000,0.25885847
109489,C4H9CuNO6,ICSD,1000,0.2588581
173733,C4H12Cl2OSn2,ICSD,700,0.25885668
4312021,C34H26MoN8,COD,1000,0.25885618
2016247,C22H27N2O10Y,COD,700,0.25885117
7200268,C23H17Br2F9,COD,1000,0.25884658
155919,AsHoO4,ICSD,1000,0.25884596
866,LaNa3O8V2,ICSD,700,0.25884506
2217480,C9H12N2O2S,COD,1000,0.25883824
2214962,C20H16Br2N8NiS2,COD,1000,0.2588377
167603,BaEu2O7Sc2,ICSD,1000,0.25883597
42006,BaNb4O6,ICSD,700,0.25883567
1100204,C6H17ClNP,COD,1000,0.25883472
2208853,C10H14FN3O6,COD,700,0.25883263
4100107,C35H45N2,COD,700,0.25883248
160298,Al2O4Sr,ICSD,1000,0.25883248
2009483,C16H31BF4N2O4,COD,700,0.25883037
1527235,Ca3NSn,COD,700,0.25882643
2013417,C12H12Cl2CuN4,COD,700,0.2588253
2003830,Cu9H2O20P4,COD,1000,0.25882205
2209099,C20H21BrN2O2S2,COD,1000,0.25881952
110302,C4H12AuN,ICSD,700,0.25881857
1509212,AgBO2,COD,1000,0.25880754
2101324,C32H44AgN3O8,COD,700,0.2588074
86211,CH6Cl6N3Sb,ICSD,700,0.2588051
4309255,C24H33N2Sb,COD,700,0.25880295
1001858,CsO25P6Si2Ti3,COD,700,0.258795
4071875,C23H69Si11,COD,700,0.25878763
4023534,C20H22BrPS,COD,700,0.2587779
2203099,C10H15N4O4,COD,700,0.2587756
9008338,P2U,COD,700,0.25877318
425849,Co3O14Pb3TeV2,ICSD,700,0.25877184
2201423,C8H7N3O3S,COD,700,0.25877038
83767,C4Ce2FNa3O12,ICSD,1000,0.2587664
8101402,C36H36O5,COD,1000,0.25876498
603667,CmH3,ICSD,1000,0.25875723
2225340,C9H11ClN2O,COD,700,0.2587557
4024985,C28H31O2S,COD,1000,0.25875276
5000247,C47H50O8,COD,1000,0.25875014
2004296,C25H27CuNO7,COD,700,0.25874162
2205194,C8H9N3OS,COD,700,0.25873908
4300357,C20H32GdN7O13,COD,700,0.25873733
4117011,C22H38O5,COD,700,0.2587355
4001654,Ba2Cl7Gd,COD,700,0.25873506
7102546,C29H45IrN2,COD,700,0.25873503
1528322,C2Ce,COD,1000,0.25873432
4022784,C13H20NO2S2,COD,700,0.25873315
2200776,C19H30N4O6S2,COD,1000,0.25873163
2211612,C9H11N3S2,COD,700,0.25872874
2000627,C11H14OS2,COD,700,0.25872564
161196,CH5O7PPr,ICSD,700,0.25872546
2210434,C11H14Cl4N2O4,COD,1000,0.25872394
2212416,C24H28N2O7,COD,700,0.2587239
2000212,C5H14Cl2P2Pd,COD,1000,0.2587224
4000226,B3H3O7Zn,COD,700,0.25871518
2212561,C21H40N2O5,COD,700,0.25871286
2220020,HoK2O8PW,COD,700,0.25870976
4312192,C16H18N2Se,COD,1000,0.25870907
85734,H2Li2O7P2,ICSD,700,0.25870195
163609,C2H2DyKO9S,ICSD,700,0.25870076
7111619,C15H18O,COD,700,0.2586976
2000157,C8H12NO3,COD,700,0.2586966
98171,CoMn2O9Sr4,ICSD,1000,0.25869164
1527313,ErS2Tl,COD,700,0.25869122
2201797,C8H15N3O3S,COD,1000,0.2586861
108935,K3MnO4,ICSD,700,0.25868592
2002649,BaNb3O6,COD,700,0.25868157
2200089,C3F3Na2O6Sn2,COD,1000,0.2586804
2220533,C8H7NO5,COD,1000,0.2586786
2226439,C20H34Br2O3,COD,1000,0.2586783
2219171,C8H14Cu2O13,COD,700,0.2586772
7004202,C18H32N6Zr,COD,700,0.25867626
4322505,C18H12N3O8Tb,COD,1000,0.25867522
38254,FN5S4,ICSD,700,0.25867426
2205352,C10H12CdO8,COD,1000,0.25867388
2216348,C15H13N5O2,COD,700,0.25867254
2225972,C12H12N4O,COD,700,0.25867048
2015656,C22H29N5O3S,COD,1000,0.2586699
190669,AsCu2H2O6,ICSD,1000,0.25866067
1512079,C25H42O2,COD,700,0.25865975
7109248,Ag2HgO2,COD,700,0.2586553
2014686,C17H16CdN2O7S,COD,700,0.25865453
163719,Au2Ce3Sb3,ICSD,700,0.25865448
2001048,C13H23N2O5P,COD,700,0.25865299
4063137,C11H18FNSn,COD,700,0.25864524
4505770,C227H68O10,COD,1000,0.25864345
2202935,C4H14CoO8,COD,700,0.2586431
9008772,OYb,COD,700,0.25864053
416096,Ba11In6O3,ICSD,700,0.25863826
2214881,C9H7FN2O4,COD,1000,0.2586376
4512634,C16H17O,COD,1000,0.25863752
29243,AlKSi2,ICSD,700,0.2586362
1513317,C35H25N,COD,1000,0.2586319
4322441,C31H15Cl3N4Re6S8,COD,700,0.2586293
2000667,C12H19CuN2O4S,COD,1000,0.25862852
2211398,C21H24ClNO5,COD,1000,0.25862682
2101125,C14H20FeIN,COD,700,0.2586258
2017105,C18H18N4NiO6,COD,700,0.25861758
80373,C2CrSc,ICSD,1000,0.25861716
2001895,C9H9Cl3O4,COD,1000,0.2586158
2100309,C11H4IO,COD,1000,0.25861093
2205135,C11H9Br3,COD,1000,0.2586098
23281,Nb2P5,ICSD,1000,0.25860828
38249,C15O15Os5S,ICSD,700,0.25860325
1511949,C24H36O5,COD,1000,0.2585981
2012303,C10H6F3,COD,700,0.2585968
4303545,C14H20NO8P,COD,700,0.25859627
60759,CuF2O3W,ICSD,700,0.25859553
421254,RuSc3Si3,ICSD,1000,0.25858456
37262,F3FeK,ICSD,700,0.25857255
150393,As5HO18Sr5,ICSD,1000,0.25856975
2228169,C15H8N4O6,COD,700,0.25856146
7112746,C8H8O,COD,1000,0.25854892
4108995,C22H9,COD,1000,0.25854653
2014387,C17H20N2O7,COD,700,0.2585453
7151372,C27H25N2,COD,700,0.25853595
7151236,C21H25NO7,COD,700,0.25852785
262855,Cu3Fe4O12Sr,ICSD,700,0.25852478
9008156,Ca2O9PbSi3,COD,1000,0.25852123
2013141,C47H32,COD,1000,0.25851187
7205847,C21H36N2O10Zn,COD,1000,0.2585047
41627,Cu2NbO8SmSr2,ICSD,1000,0.25850424
2214214,C28H28AgN3O3S,COD,700,0.25848532
8102570,C18H12Br2S3,COD,1000,0.25847983
2218769,C18H22CoO8,COD,700,0.25847524
7115433,C54H35N3,COD,700,0.2584648
2230319,C33H24N4,COD,700,0.25846428
4022250,C14H14O4S,COD,1000,0.25846323
606373,Al2Ce,ICSD,700,0.258463
50787,ClO3SrV,ICSD,1000,0.25846127
2310099,BTa,COD,1000,0.2584581
247762,B6K3O12Y,ICSD,700,0.25845525
2012136,C8H24N4V,COD,700,0.25845373
2211821,C21H24N2O4,COD,1000,0.25844967
2208631,C17H17N5O3,COD,700,0.25844935
1510766,B2Mo2Ni,COD,1000,0.2584466
2017558,C19H17Cl3N4O2,COD,700,0.25844604
4101192,C12H28ClO22Rh3,COD,1000,0.25844535
2215830,C22H22N2O8Zn,COD,1000,0.25843722
2200068,C22H30N2O4S4Sn,COD,700,0.25843114
2211058,C11H14O2,COD,700,0.2584218
2104566,C34H52CoF6P3,COD,700,0.25841406
4313721,C19H21N5,COD,700,0.2584112
4031430,Nb11O30Rb4,COD,700,0.2584082
9012888,As2O6S,COD,700,0.25840783
7201261,C7H4Cu2N6,COD,700,0.25840762
7212400,C43H34N4,COD,1000,0.258406
652350,SiTb,ICSD,700,0.25839862
2006986,C16H41Cl3N2O3W2,COD,700,0.25838888
2000066,C2H8NO6P,COD,700,0.25838503
4102482,C16H15O4,COD,700,0.25837186
4104336,C11H22O2,COD,700,0.25836974
2215524,C13H10BrN5O8,COD,1000,0.25836894
262901,CH2O6P2Sm,ICSD,1000,0.25836682
2016471,C13H18N4O3S,COD,700,0.25836357
163665,BaKO7Si2Y,ICSD,700,0.25835955
2105941,C4H10O,COD,700,0.25835884
2224250,C35H41F6N5O4S,COD,700,0.25834736
2210192,C7H4O3Pb,COD,1000,0.25834686
4024934,C19H21NO3S,COD,700,0.2583459
4060721,C52H64N8O5Sm2,COD,700,0.25834492
7203844,C5H5OSe2,COD,1000,0.2583377
2009264,C20H18N2O9S,COD,700,0.2583355
7051901,C13H20N4O5,COD,700,0.25833282
2008698,C11H9Cl2NO5,COD,700,0.2583289
2213119,C16H17N5O2,COD,700,0.25832883
7200992,C49H66O11,COD,700,0.25832725
4020602,C21H23NO8,COD,700,0.25832486
2200707,C81H88N12O13,COD,700,0.25832376
2221178,C24H22N4NiO12,COD,700,0.2583205
2013252,C8H24F6GeN2O2,COD,700,0.25831622
2218796,C11H9N5S,COD,700,0.2583053
2011326,C11H17ClO3Pd,COD,700,0.25829807
603984,Ru2Si2Th,ICSD,1000,0.2582953
2007938,C15H20CuN2O7,COD,1000,0.25829223
2014092,C16H24Cl2CuN2O,COD,1000,0.25828776
2223308,C15H17NTe,COD,700,0.25828618
2106346,Eu3S7Sn2,COD,700,0.25828084
50704,Cu2O8Te3,ICSD,1000,0.258279
2207409,C19H21CuNO5,COD,700,0.25827494
644175,Mo3RbS3,ICSD,700,0.25826925
2000909,C17H9,COD,1000,0.25826284
7051585,C37H45N2P,COD,700,0.2582607
2013459,C13H13ClN4O2,COD,700,0.258259
4077747,C14H19Yb,COD,700,0.25824985
7220793,C2Na2Te,COD,1000,0.258249
2017261,C14H13NO5,COD,700,0.258244
2104536,C54H76CuF6N4P,COD,1000,0.2582402
621499,CeMg2,ICSD,700,0.2582337
54759,B4O12Sr3Y2,ICSD,1000,0.25822613
7050423,C5H2F,COD,700,0.25822595
2010675,C10H12BNOS2,COD,700,0.25822115
2011241,C5H16CrN2O4,COD,700,0.25822017
193095,Ce4Ga3Ru3,ICSD,700,0.2582163
62496,CaH2O8S2,ICSD,1000,0.2582151
69386,Cu2H12Mg2O15P2,ICSD,700,0.25821322
1504776,C31H21N2,COD,1000,0.25821212
2230583,C19H38O7,COD,700,0.258212
2204985,C29H22F12N6P2Ru,COD,700,0.25820816
2002203,Ca2Nb2O7,COD,1000,0.25820538
2203748,C25H38NP2Pt,COD,700,0.2582053
1524456,N4Si3,COD,700,0.25820267
2203367,C19H30NO2,COD,1000,0.25820196
40270,Li4MoO5,ICSD,700,0.25819865
2004871,C17H22BN2P,COD,1000,0.2581961
2010582,C3H9ClSi,COD,700,0.25819248
2221518,C24H24Fe2N6S2Zn,COD,700,0.25818568
7204008,C7H6NS2,COD,1000,0.25818497
2210385,C4H6NO3,COD,700,0.25818306
416804,Gd10S19,ICSD,1000,0.2581798
2228844,C29H34Cl3I,COD,1000,0.25817567
2005166,C27H18O2,COD,1000,0.258174
2014071,C15H19N3O3S,COD,700,0.25817066
5000200,C12H23O2,COD,700,0.25816923
2102406,C16H10F12HgN8P2,COD,1000,0.2581682
92844,C2H9NO16P4Ti2,ICSD,700,0.25816423
7013542,C24H9BF18,COD,1000,0.2581628
4060684,C16H20Cl3N2Ta,COD,1000,0.2581625
2004939,C26H23,COD,1000,0.25814676
163073,C49H74B22N2P2,ICSD,1000,0.25814605
2100686,C31H36N4O10,COD,700,0.25814486
50228,Ba2F10Mg3,ICSD,1000,0.25813812
651814,Sc5Si3,ICSD,1000,0.2581376
4022689,C19H15Br4,COD,1000,0.25813746
29514,F6HfK2,ICSD,700,0.25813615
