id,formula,database,T,zT_pred
191928,Br2Cs2H2Hg2I4O,ICSD,1000,2.7608829
191929,Cs2H2Hg3I8O,ICSD,1000,2.482303
1525466,CdPo,COD,1000,2.4339485
191928,Br2Cs2H2Hg2I4O,ICSD,700,2.4129517
4112588,Bi4CsTe6,COD,1000,2.3594775
7209388,AuI3K,COD,1000,2.3392186
2206809,AuI3Rb,COD,1000,2.3254626
85582,AuCdRbS2,ICSD,1000,2.3177009
1510569,Au5O2Rb7,COD,1000,2.2752252
1529983,HgI3K,COD,1000,2.2691636
426197,H2HgI3KO,ICSD,1000,2.2569745
58983,Cd2Hg,ICSD,1000,2.2541049
1510490,Au3CsSe2,COD,1000,2.252636
85583,Au4CdK2S4,ICSD,1000,2.2429757
380341,AuBiK2,ICSD,1000,2.2168007
380340,AuK2Sb,ICSD,1000,2.2113528
4312035,CsHoTe3Zn,COD,1000,2.209985
86314,I3RbYb,ICSD,1000,2.204141
4503568,Cs2Hg3I8,COD,1000,2.2024024
416973,As2CdHg4I4,ICSD,1000,2.185132
9008155,HgI2,COD,1000,2.1776652
1510504,Au3K3Sb2,COD,1000,2.1758494
85581,AuCdCsS2,ICSD,1000,2.172344
69438,KPt2Se3,ICSD,1000,2.1717982
417039,As4Br6CdHg6,ICSD,1000,2.1671295
109010,BrHgI,ICSD,1000,2.1518571
2006239,AuCsI3,COD,1000,2.1265993
420622,Cd2KSb3Yb2,ICSD,1000,2.118829
413681,CsCu3Se5Tm2,ICSD,1000,2.1184525
153603,Br3CsHg,ICSD,1000,2.1174476
9004221,HgPd,COD,1000,2.116111
7100873,Bi3CsSe5,COD,1000,2.1138895
69439,Pt2RbSe3,ICSD,1000,2.11334
9003557,AgAuTe2,COD,1000,2.1120722
42708,Bi2Pb2Te5,ICSD,1000,2.111711
656155,Cu2GeHgTe4,ICSD,1000,2.111309
658704,Bi2Cs2Ni,ICSD,1000,2.1080265
413680,CsCu3Se5Tb2,ICSD,1000,2.1054626
9001316,AgBiTe2,COD,1000,2.1051037
83633,Hg3Rb2Te4,ICSD,1000,2.10508
9009816,BrHg3ITe2,COD,1000,2.1046743
4319348,Hg5Rb4Te13,COD,1000,2.1033912
1522860,Pt2Sn3,COD,1000,2.1024258
40376,AuI2K5O2,ICSD,1000,2.1007597
9016417,HgI,COD,1000,2.0986745
9012390,BiPbPd2,COD,1000,2.0981503
37099,I4Tl2Zn,ICSD,1000,2.0965245
4312036,CsErTe3Zn,COD,1000,2.088362
611766,AuCu3Sn,ICSD,1000,2.0881183
415012,Bi2I9Tl3,ICSD,1000,2.083175
4000659,GeHgTe4Tl2,COD,1000,2.0766048
1510107,AuCsTe,COD,1000,2.0718572
604364,Bi2EuPd2,ICSD,1000,2.0695581
2105659,Br4Cs2Hg,COD,1000,2.0690653
658703,Bi2Cs2Pd,ICSD,1000,2.0677857
32031,AgAu3I8Rb2,ICSD,1000,2.0643322
411771,BrCuHgSe,ICSD,1000,2.0637429
410814,As4Hg7I6Sn,ICSD,1000,2.0606298
4312034,CsTbTe3Zn,COD,1000,2.0598543
413677,CsCu3Ho2Se5,ICSD,1000,2.0591571
33700,As4Bi2Br12Hg9,ICSD,1000,2.0590298
95029,CuEr2KSe4,ICSD,1000,2.0533452
4000658,CdSnTe4Tl2,COD,1000,2.0521102
1510205,AuKSe,COD,1000,2.0514987
1524674,CdPt2Zn,COD,1000,2.0506322
9011582,Au2Te3,COD,1000,2.049244
413300,Ag2HgI2S,ICSD,1000,2.04913
1510367,AuBr3Rb,COD,1000,2.0487337
1510105,AuCsSe3,COD,1000,2.0481951
4304502,Au3KSn3,COD,1000,2.0465035
7222183,CdSbTl,COD,1000,2.0459983
240477,Co2CsEr13I24,ICSD,1000,2.0439644
1523008,BiITe,COD,1000,2.042924
4304178,CdCsSmTe3,COD,1000,2.041715
43512,Bi2SeTe2,ICSD,1000,2.041471
2310403,BiTe2Tl,COD,1000,2.0402143
4304173,CdCsHoTe3,COD,1000,2.034875
96686,Cu3Er2RbSe5,ICSD,1000,2.033158
413682,CsCu3Se5Yb2,ICSD,1000,2.0328755
422189,Cs10O3SnTl6,ICSD,1000,2.0316544
4116198,Bi2Cs3,COD,1000,2.0315528
4002338,Bi8Cs2Se13,COD,1000,2.0312996
7221237,HgNi,COD,1000,2.0295815
627936,Cu2HgSe4Sn,ICSD,1000,2.026836
262688,ClCs6Ho21Te34,ICSD,1000,2.0260303
4334059,Cd4Pt2Sr,COD,1000,2.0209365
171727,BiCdISe2,ICSD,1000,2.0188832
616577,BiCu,ICSD,1000,2.0184412
95028,CuHo2KSe4,ICSD,1000,2.0183232
1510246,AuNaTe,COD,1000,2.017058
9012535,Cu7Hg6,COD,1000,2.0137002
58654,BaHg,ICSD,1000,2.012094
391381,AuSbTl,ICSD,1000,2.009817
4322048,Bi6Cs7In4,COD,1000,2.006266
408685,Au2Cs2S4Sn,ICSD,1000,2.003993
413675,CsCu3Er2Se5,ICSD,1000,2.0039403
5910260,Hg2I3NaO2,COD,1000,2.0026276
4312037,CsTe3TmZn,COD,1000,2.0016882
4317674,CsErSe3Zn,COD,1000,2.0016403
191094,BiCu2KS3,ICSD,1000,1.9998099
656158,Cu2HgSnTe4,ICSD,1000,1.999798
1010945,HgTe,COD,1000,1.9980348
424033,Au4CaCd2,ICSD,1000,1.9967468
413674,CsCu3Dy2Se5,ICSD,1000,1.9955837
42707,Bi4PbTe7,ICSD,1000,1.9944031
4304180,CdCsTe3Tm,COD,1000,1.9933197
102052,CdPt,ICSD,1000,1.9926555
1526210,Cs2HgI4,COD,1000,1.9912071
4304501,Au4KSn6,COD,1000,1.9902093
620549,CdTe4Tl2,ICSD,1000,1.9892573
2010577,BiISe,COD,1000,1.9882619
76649,BiBrSe,ICSD,1000,1.9880756
1510553,Au5Cs7O2,COD,1000,1.9855658
60491,ITl,ICSD,1000,1.9830912
240040,Cs5Hg19,ICSD,1000,1.9808922
240354,AsBrCdHg,ICSD,1000,1.9806701
174372,Cu3Er2KSe5,ICSD,1000,1.9802356
8103427,AuK3Se2,COD,1000,1.9785603
240037,Hg20Rb3,ICSD,1000,1.9777384
154695,Pt29Zn49,ICSD,1000,1.9750595
639159,HgRb6Se4,ICSD,1000,1.9745591
94403,Dy3I12K5,ICSD,1000,1.9742928
161482,I3PbRb,ICSD,1000,1.9742049
262687,ClCs6Dy21Te34,ICSD,1000,1.9735112
415410,As2Br3CuHg3,ICSD,1000,1.9724057
7209319,AgBiK2,COD,1000,1.9713849
82788,Br4Hg3Te,ICSD,1000,1.9654553
1510489,Au3CsS2,COD,1000,1.9616373
1510182,AuITe,COD,1000,1.9610639
4000819,Hg3Te4Tl2,COD,1000,1.9607145
656712,AuCsS,ICSD,1000,1.960161
89018,HgRbSbSe3,ICSD,1000,1.9595568
74921,Hg5I6Sb2,ICSD,1000,1.9570352
418849,Cs2Hg27,ICSD,1000,1.9569864
4339090,Au4In6Rb,COD,1000,1.9561404
58982,CdHg2,ICSD,1000,1.9560102
174374,Cu4Dy4K2Se9,ICSD,1000,1.955954
50534,Bi3K3Na2Sn,ICSD,1000,1.9546882
1510296,AuSe,COD,1000,1.9519342
1510260,AuORb3,COD,1000,1.9518079
411893,Cs3NaPb4,ICSD,1000,1.951767
174373,Cu3KSe5Tm2,ICSD,1000,1.9512987
415130,Bi4Br4Ga,ICSD,1000,1.9505962
2011038,Ba4Bi3KO,COD,1000,1.9500972
280193,Cu2EuKTe4,ICSD,1000,1.9488617
1523089,PoZn,COD,1000,1.9465503
416298,Au2BaSb2,ICSD,1000,1.944952
91298,Bi5Cu2Rb3S10,ICSD,1000,1.9448366
192582,Hg6K,ICSD,1000,1.9442503
23254,AsAuNa2,ICSD,1000,1.9441139
95094,Ag2HgSe4Sn,ICSD,1000,1.9427553
236253,Bi4SnTe7,ICSD,1000,1.9407883
7209394,AuNa2Sb,COD,1000,1.9404845
7221256,BiZn,COD,1000,1.939304
419256,Cl4Hg2K2O3S,ICSD,1000,1.9391946
616868,BiNi,ICSD,1000,1.9382663
416238,AsHg4I5,ICSD,1000,1.9379809
1510204,AuKS,COD,1000,1.9376103
1510519,Au3Zn,COD,1000,1.9371219
1510081,AuCdYb,COD,1000,1.9370159
247134,Hg11Sr,ICSD,1000,1.9366966
4510235,CdI6Tl4,COD,1000,1.9356315
419259,Cl3Hg2KO3S,ICSD,1000,1.9354877
240477,Co2CsEr13I24,ICSD,700,1.9352376
4000657,CdGeTe4Tl2,COD,1000,1.9348564
1509884,Ag3AuSe2,COD,1000,1.9343841
69440,CsPt2Se3,ICSD,1000,1.9325895
174371,Cu3Ho2KSe5,ICSD,1000,1.9322803
1523756,PtTe,COD,1000,1.9315339
1509557,AgTeTl,COD,1000,1.9310822
290306,Ba3CdHg10,ICSD,1000,1.9306684
424887,Ba20Hg103,ICSD,1000,1.9284691
9014145,BrHg,COD,1000,1.9276618
1509558,AgTe2Tl,COD,1000,1.9273636
28312,Br3CsPb,ICSD,1000,1.9272004
4313799,CsHgNdSe3,COD,1000,1.9268135
1510208,AuKTe,COD,1000,1.926723
422336,Cs4OTl2,ICSD,1000,1.9266545
620548,CdTe2Tl,ICSD,1000,1.9261308
1510184,AuITe2,COD,1000,1.9260025
1529984,HgI4K2,COD,1000,1.9257946
1522414,Pb13Rh4Sr3,COD,1000,1.9251477
1509539,AgSeTl,COD,1000,1.9245137
190987,Au2Ga2In,ICSD,1000,1.9244667
4304171,CdCsErTe3,COD,1000,1.9226958
153858,Bi2ITe,ICSD,1000,1.9219424
617014,BiRhSe,ICSD,1000,1.921321
4313798,CsHgPrSe3,COD,1000,1.919603
78788,NaPt2Se3,ICSD,1000,1.9186562
422827,BiCu4ISe4,ICSD,1000,1.9172976
611768,AuCuSn,ICSD,1000,1.91651
54796,AgHgIS,ICSD,1000,1.9154893
424888,Ba20Cd4Hg99,ICSD,1000,1.9153545
1510186,AuI4K,COD,1000,1.914978
91297,Bi2CuKS4,ICSD,1000,1.9141331
33893,Cs2Pt3Se4,ICSD,1000,1.9132409
427679,BrTe2Tl5,ICSD,1000,1.9107586
7222183,CdSbTl,COD,700,1.9107442
1510508,Au3O2Rb5,COD,1000,1.9107333
262390,HgRb2SnTe4,ICSD,1000,1.9092396
192269,Pt11Sn12Sr6,ICSD,1000,1.9083549
4112588,Bi4CsTe6,COD,700,1.9072063
628288,Cu2LiP2Yb,ICSD,1000,1.9065523
9008043,Bi2STe2,COD,1000,1.9064267
9012436,Cd,COD,1000,1.9064245
426612,AuCdSr,ICSD,1000,1.9054122
9004224,BiPd,COD,1000,1.9050417
417537,BiI6Tl3,ICSD,1000,1.90482
4000660,HgSnTe4Tl2,COD,1000,1.9047909
1530529,Br5CsHg2,COD,700,1.9041424
656156,Cu2SnTe4Zn,ICSD,1000,1.9040666
411861,As4Br6Hg6Sn,ICSD,1000,1.9011064
1523810,HgIn,COD,1000,1.9008486
420139,Br7Hg6InSb4,ICSD,1000,1.8995178
99128,I6TeTl2,ICSD,1000,1.8993956
7209352,AgTe2Tl3,COD,1000,1.8988482
1527853,InTe2Tl,COD,1000,1.8974211
150128,Bi18Cu17Sr26,ICSD,1000,1.897062
2105396,Au6Pr,COD,1000,1.8968037
2204243,Bi2Cs2Se5Zn,COD,1000,1.8962585
616956,BiPdSe,ICSD,1000,1.89603
408698,Hg2Rb,ICSD,1000,1.8960015
1510488,Au3Cl8Rb3,COD,1000,1.895933
89018,HgRbSbSe3,ICSD,700,1.8952829
72343,I3KTm,ICSD,1000,1.8951659
55419,As3K5Pb3,ICSD,1000,1.8929819
63340,Cd2I7Tl3,ICSD,1000,1.8924434
1529983,HgI3K,COD,700,1.8907092
9009034,In2Pt,COD,1000,1.8888489
1001415,As2Hg4I3,COD,1000,1.8877879
93369,Bi5Cu2K3S10,ICSD,1000,1.8875525
22138,BrIPb,ICSD,1000,1.8874719
58669,BaPb6Rh3,ICSD,1000,1.8863447
85588,Au3RbS5Sb2,ICSD,1000,1.8861356
189278,Cu2Se4SnZn,ICSD,1000,1.8860259
59491,InPt,ICSD,1000,1.8842355
1510104,AuCsSe,COD,1000,1.8833352
419262,Br5Hg3K3O6S2,ICSD,1000,1.8832918
2206091,AuBr3Cs,COD,1000,1.8831336
7221225,CdK2Pb,COD,1000,1.8827819
65806,Hg3I2Te2,ICSD,1000,1.882468
1010882,SbTl,COD,1000,1.8824553
150572,AuCuZn2,ICSD,1000,1.8816835
1510110,AuCs3O2,COD,1000,1.8816199
1510301,AuSn,COD,1000,1.8792113
616991,BiPtSe,ICSD,1000,1.8791605
91299,Bi5Cs3Cu2S10,ICSD,1000,1.879025
4333319,Au2In4Nd,COD,1000,1.8790038
1509391,AgI2Tl,COD,1000,1.8785062
5910022,Au5Zn8,COD,1000,1.8778344
639060,HgK6Se4,ICSD,1000,1.8777391
420574,AuCaCd,ICSD,1000,1.8777331
412074,CsCu3Er2S5,ICSD,1000,1.8768475
8100596,In7Pt3,COD,1000,1.8760394
42665,Bi8Se9,ICSD,1000,1.8744653
85412,BiK2RbSe3,ICSD,1000,1.8743042
70060,BiPdTe,ICSD,1000,1.8742638
1518091,Bi7Cs3Se12,COD,1000,1.8738979
416299,BaBi2Pd2,ICSD,1000,1.8736587
1530529,Br5CsHg2,COD,1000,1.8731622
1510590,AuBaBi,COD,1000,1.8714945
9008803,AuCd,COD,1000,1.8710488
418556,Bi20I36Pt3,ICSD,1000,1.8710257
26267,Pt3Rb2S4,ICSD,1000,1.8709689
79601,PdSe2Tl2,ICSD,1000,1.8703666
8103428,AuRbSe,COD,1000,1.869213
43683,Ge3Pt2,ICSD,1000,1.8684868
4027824,Au2Cs2Se3,COD,1000,1.8680062
173312,CdCsDyTe3,ICSD,1000,1.8677024
2310198,Hg5Mn2,COD,1000,1.8664119
1510109,AuCs3O,COD,1000,1.8663118
69562,SnTe3Tl2,ICSD,1000,1.8659321
422188,Cs10GeO4Tl6,ICSD,1000,1.8658489
1524515,PdTl2,COD,1000,1.8655825
1510602,AuBiSr,COD,1000,1.8631893
40062,KPt2S3,ICSD,1000,1.8629566
27402,Br2Hg3Te2,ICSD,1000,1.8627403
2310085,Au5Mn2,COD,1000,1.8619496
391132,Ag2As4Hg7I6,ICSD,1000,1.861435
9011022,AgBiSe2,COD,1000,1.861289
78787,Pt2Te3Tl,ICSD,1000,1.8587196
410895,Te3Tl2,ICSD,1000,1.8585416
1010459,Ag2HgI4,COD,1000,1.8585101
7026262,Hg8Sr,COD,1000,1.8585063
250266,Br5KPb2,ICSD,1000,1.8576938
1510322,AuZn,COD,1000,1.8575333
4002337,Bi8Rb2Se13,COD,1000,1.8574998
191929,Cs2H2Hg3I8O,ICSD,700,1.857169
1510612,AuBrSe,COD,1000,1.8569773
164146,Co6Dy5Sn18,ICSD,1000,1.8561053
65250,Cu2I3Rb,ICSD,1000,1.8555123
4317675,CsSe3TmZn,COD,1000,1.8552734
1521926,Bi2I9Rb3,COD,1000,1.8541181
411153,Hg3I2Se2,ICSD,1000,1.8538262
8103387,AgBr5Pb2,COD,1000,1.8511766
1510282,AuRbTe,COD,1000,1.8505924
187957,DyIn4Pt4,ICSD,1000,1.8504962
74022,Au2K2S4Sn,ICSD,1000,1.850402
609975,AsCdPt5,ICSD,1000,1.8503824
203188,Br8Hg2PdRb2,ICSD,1000,1.8503519
2310024,AgAuCd2,COD,1000,1.8502522
9008986,AuI,COD,1000,1.8490697
639146,Hg45Pr11,ICSD,1000,1.8486094
411218,BiBr7Hg6Sb4,ICSD,1000,1.8475612
417538,Bi3I16Tl7,ICSD,1000,1.8472731
185808,HgPt2Se3,ICSD,1000,1.847093
1522602,PtZn,COD,1000,1.8470433
616575,BiCsMn,ICSD,1000,1.8465981
4312033,CsDyTe3Zn,COD,1000,1.8458775
53575,Ga2HgTe4,ICSD,1000,1.84533
88613,Cs2I3Re3Se4,ICSD,1000,1.8447448
75960,BrSe2Tl5,ICSD,1000,1.8446735
604338,Bi2Pd2Sr,ICSD,1000,1.8445483
86895,I5PbTl3,ICSD,1000,1.8436607
656153,Cu2GeTe4Zn,ICSD,1000,1.8433622
280331,AsBrHg3Se4,ICSD,1000,1.8432001
93370,Bi2CsCuS4,ICSD,1000,1.8420908
9009001,AuIn2,COD,1000,1.8419935
2310025,AgAuZn2,COD,1000,1.8415192
1523591,Hg5Pd2,COD,1000,1.8409168
1510512,Au3Rb3Sb2,COD,1000,1.8408804
4343873,Pt8Sb11Sn14,COD,1000,1.8404677
4303995,Ba4Fe2I5S4,COD,1000,1.8403267
77243,Br3CsYb,ICSD,1000,1.8402653
424857,BaHg6,ICSD,1000,1.8378265
42549,BiPtTe,ICSD,1000,1.8377945
4027807,AgISe3,COD,1000,1.837674
33893,Cs2Pt3Se4,ICSD,700,1.8373945
300261,Bi3K5Sn,ICSD,1000,1.8373911
95237,Ge2Hg3K2Se8,ICSD,1000,1.8371725
93684,Ag3CsSe5Tb2,ICSD,1000,1.8367702
4508133,Au2EuIn4,COD,1000,1.8356819
411521,Br3Hg3Sb2Tl,ICSD,1000,1.8356594
7026262,Hg8Sr,COD,700,1.8344796
58854,Bi4Rh,ICSD,1000,1.83282
65962,CuI3Tl2,ICSD,1000,1.8327264
1528272,BiBr,COD,1000,1.831525
1509207,AgAuTe4,COD,1000,1.8313894
80292,GeTe3Tl2,ICSD,1000,1.831104
620601,Cd2Yb,ICSD,1000,1.8301493
72341,Br3RbYb,ICSD,1000,1.8289626
410565,BaHg11,ICSD,1000,1.8284142
424889,Ba20Hg99Zn5,ICSD,1000,1.8283622
83477,HgPRb2Se5,ICSD,1000,1.8278929
78785,Pt2Se3Tl,ICSD,1000,1.8264985
28743,CuSe2Tl,ICSD,1000,1.8247073
72347,CCsEr6I12,ICSD,1000,1.8232107
2204122,Cu3Ho2RbS5,COD,1000,1.8230548
85682,Au5KP2S8,ICSD,1000,1.8228533
405639,Bi12I3Ni4,ICSD,1000,1.8213683
616936,Bi2PbTe4,ICSD,1000,1.8213673
414224,Cs3Te18Tm11,ICSD,1000,1.8209573
150305,CsCu2I3,ICSD,1000,1.8188565
2219453,Cs2Hg6S7,COD,1000,1.8182514
1524520,Pb2Pd,COD,1000,1.8181702
154669,CuHoPbSe3,ICSD,1000,1.8174239
646297,NiPt,ICSD,1000,1.8173895
4334058,BaCd4Pt2,COD,1000,1.8173239
57018,BiCaCu,ICSD,1000,1.8170717
7209400,AuBr3,COD,1000,1.8169618
42891,Bi4GeTe7,ICSD,1000,1.8160384
7029492,Bi2K4Zn,COD,1000,1.8156506
247764,HgSe4SnTl2,ICSD,1000,1.8152581
619784,CdCu2Se4Sn,ICSD,1000,1.8150985
1523090,HgPo,COD,1000,1.8147558
30372,Bi2Pb2Se5,ICSD,1000,1.8143713
417775,Al3Bi5I12,ICSD,1000,1.814165
1509393,AgI3Tl2,COD,1000,1.8131579
427711,Au2Sn2Sr,ICSD,1000,1.8124849
60760,I2Pt,ICSD,1000,1.8122692
1527527,AsSe3Tl3,COD,1000,1.8119334
4340717,Bi4Pb7Se13,COD,1000,1.8114223
411096,Bi3BrSe4,ICSD,1000,1.8113676
1509219,AgBaBi,COD,1000,1.8110356
56201,HgKSb,ICSD,1000,1.8108289
39767,Cl11CsHg5,ICSD,1000,1.810601
417510,CoCsSe3Yb,ICSD,1000,1.8103414
150127,AuNi2Sn4,ICSD,1000,1.8103219
7209420,Au4KSn2,COD,1000,1.8097639
2141,Ba2Bi,ICSD,1000,1.8083366
4338536,Au2BaSn2,COD,1000,1.8080415
413677,CsCu3Ho2Se5,ICSD,700,1.8078737
652804,SnTl,ICSD,1000,1.805444
391191,Bi37Br48In,ICSD,1000,1.8048813
659568,BiCs3,ICSD,1000,1.8046628
93681,CsCuSe4Sm2,ICSD,1000,1.8042792
245679,Au3In3Sr,ICSD,1000,1.8041531
616588,Bi4Cu4Mn3,ICSD,1000,1.8023288
7221245,I6PbTl4,COD,1000,1.8021921
410566,Hg11K,ICSD,1000,1.8018997
422280,BaCdSb2Yb,ICSD,1000,1.8016901
20653,Cs3HgI5,ICSD,1000,1.8013921
1510281,AuRbS,COD,1000,1.8008372
4317041,Au3In5Yb2,COD,1000,1.7998246
93682,Cu3Er2RbS5,ICSD,1000,1.79973
1510584,AuBa,COD,1000,1.7996119
159465,Bi2BrInSe4,ICSD,1000,1.7994615
1510082,AuCd3,COD,1000,1.7984513
9008926,AuGa,COD,1000,1.7984178
165201,Cd2Rb5Tl11,ICSD,1000,1.7977003
72762,C4CsEr10I18,ICSD,1000,1.7976216
54465,AuMnSn,ICSD,1000,1.7974263
411730,AlAu3O4Rb8,ICSD,1000,1.7968662
622714,Co6Dy7Sn23,ICSD,1000,1.796726
280332,AsHg3ISe4,ICSD,1000,1.7963831
171726,BiBrCdSe2,ICSD,1000,1.7935343
49658,GeTe3Tl3,ICSD,1000,1.7935086
165258,AuNaS,ICSD,1000,1.793132
4317676,CsSe3YbZn,COD,1000,1.7927755
4333318,Au2In4Pr,COD,1000,1.7926477
652962,TbTe2Tl,ICSD,1000,1.7917013
1510494,Au3Eu2In4,COD,1000,1.7915461
88610,Cs3I4Re3S4,ICSD,1000,1.7896938
88202,Cu5Se3Tl,ICSD,1000,1.7896059
108642,NiPb,ICSD,1000,1.7884706
2220940,FeHo7I12,COD,1000,1.788044
9008355,BiSr2,COD,1000,1.7880025
61349,I3Tl,ICSD,1000,1.7877189
1521988,TeTl,COD,1000,1.7875574
151871,AgIn5Te8,ICSD,1000,1.7867917
4335639,CsI3Pb,COD,1000,1.7861553
2240266,CdPtSr,COD,1000,1.7852916
9008912,PtSb,COD,1000,1.7839239
648843,Pd3Se2Tl2,ICSD,1000,1.7834951
85601,BaCuDyTe3,ICSD,1000,1.7826803
1010460,Cu2HgI4,COD,1000,1.7816659
406636,Bi7Br8Rh,ICSD,1000,1.7815018
412573,IrSn4,ICSD,1000,1.7809973
1523050,SnTe3Tl4,COD,1000,1.7780234
165322,AuKPSe3,ICSD,1000,1.777782
9008603,BiSe,COD,1000,1.776984
423670,I3IrTe6,ICSD,1000,1.7767208
159464,Br2CdSb2Se3,ICSD,1000,1.7763947
55664,EuOs4Sb12,ICSD,1000,1.7763256
85582,AuCdRbS2,ICSD,700,1.7762785
424449,CoDy7I12,ICSD,1000,1.7762086
616878,BiNiSe,ICSD,1000,1.7759013
7209416,Au3LiSn4,COD,1000,1.7751788
4103012,Cs9O3Tl4,COD,1000,1.7749327
423016,Bi3IIn2Se7,ICSD,1000,1.77474
2220381,BiCl5H4K2O2,COD,1000,1.773538
410419,Pt3Sn5Yb2,ICSD,1000,1.7734935
190588,Ag2I4Zn,ICSD,1000,1.7733716
44809,LiMgPtSb,ICSD,1000,1.7722839
62000,CsHg,ICSD,1000,1.7722329
1510571,Au5Sn,COD,1000,1.7719047
4343707,K6Sb3Tl2,COD,1000,1.7718539
414224,Cs3Te18Tm11,ICSD,700,1.7717707
1530971,Cs3I9Tm2,COD,1000,1.7709093
4304501,Au4KSn6,COD,700,1.7708659
1510180,AuHoSn,COD,1000,1.7705985
4110908,Au4In2K,COD,1000,1.7701836
107452,Hg19Rb5,ICSD,1000,1.769647
616725,Bi3In4Pb,ICSD,1000,1.7686764
190969,Hg3Pd8Se9,ICSD,1000,1.7686718
1531626,Bi6PbTe10,COD,1000,1.7685025
1010211,Br5Pb2Rb,COD,1000,1.7683688
640967,IrSbTe,ICSD,1000,1.7681388
1525472,CoPt,COD,1000,1.7679803
156468,Os4Sb12Sm,ICSD,1000,1.7677711
1531988,Br7Hg6Sb5,COD,1000,1.7676569
109348,AuMn,ICSD,1000,1.7676256
416310,SiTe3Tl3,ICSD,1000,1.7675252
43684,Ge2Pt,ICSD,1000,1.7662848
413308,HgK2Se4Sn,ICSD,1000,1.7661997
415138,BiIMnSe2,ICSD,1000,1.7660713
651642,SbTe2Tl,ICSD,1000,1.7656479
8103439,AuBr4Rb,COD,1000,1.7649
412776,Ir3Sn7,ICSD,1000,1.7639501
9013781,Pb2Pd3Te2,COD,1000,1.7637589
809,CdH2I3ORb,ICSD,1000,1.7628616
72976,Bi8K2Se13,ICSD,1000,1.76195
174371,Cu3Ho2KSe5,ICSD,700,1.761856
69438,KPt2Se3,ICSD,700,1.7615074
93372,Ag2BiCsS3,ICSD,1000,1.7612358
653189,Te2Yb,ICSD,1000,1.7609836
4308151,Au2BaIn2,COD,1000,1.7604908
410772,Ca2Pt3Sn5,ICSD,1000,1.7598604
400817,CuGaI4,ICSD,1000,1.7596657
370004,Au2Ga2Sr,ICSD,1000,1.7596546
1510079,AuCdSb,COD,1000,1.7593597
107371,Hg2Sr3,ICSD,1000,1.7591491
8009,CdI3Tl,ICSD,1000,1.7588072
1527561,SrTl2,COD,1000,1.7587975
417509,CoCsS3Yb,ICSD,1000,1.7571146
616996,BiRb3,ICSD,1000,1.7571042
414225,CsHo3Te5,ICSD,1000,1.756867
2310181,Hg7K5,COD,1000,1.7555616
1518091,Bi7Cs3Se12,COD,700,1.7555583
410567,Hg11Rb,ICSD,1000,1.7552449
9004849,Bi2Se2Te,COD,1000,1.755049
9008939,GePt,COD,1000,1.7549804
4027821,AuIn2Yb,COD,1000,1.7548254
1510468,Au2Sr3,COD,1000,1.7544564
248258,Cu2Se3Sn,ICSD,1000,1.7528257
616635,Bi2DyNi2,ICSD,1000,1.752441
4317042,Au2In4Yb,COD,1000,1.7515585
616881,Bi2Ni2Tb,ICSD,1000,1.7512928
1527851,GaTe2Tl,COD,1000,1.751078
640301,In3Pt2,ICSD,1000,1.7508445
420847,Hg9Li6Sr17,ICSD,1000,1.7499503
30211,Cl4H2HgK2O,ICSD,1000,1.7489225
109285,Cd3In,ICSD,1000,1.7482668
37190,I6K2Pt,ICSD,1000,1.7480181
4030182,Cu14Se10Tl5,COD,1000,1.7468385
7209318,AgBiEu,COD,1000,1.7463192
91095,Ag3RbSe5Sm2,ICSD,1000,1.7461237
1510485,Au3Cd,COD,1000,1.7443345
37191,I6PtRb2,ICSD,1000,1.7442904
77882,PbTe,ICSD,1000,1.7441695
107449,Au7Cs4Sn2,ICSD,1000,1.743793
1528242,CrI6Tl4,COD,1000,1.7436645
42620,IrSb2,ICSD,1000,1.7435987
415513,In16Pt7Tb2,ICSD,1000,1.7435149
1510553,Au5Cs7O2,COD,700,1.7425475
5910143,OsTe2,COD,1000,1.7423913
1510307,AuSn4,COD,1000,1.7422522
7221381,I3PbTl,COD,1000,1.742115
99127,Br6TeTl2,ICSD,1000,1.7416469
649563,PtSbSe,ICSD,1000,1.741233
5910274,Ga2Te4Zn,COD,1000,1.7412059
71560,ErKTe2,ICSD,1000,1.740698
1509890,Ag3AuTe2,COD,1000,1.7406069
1510593,AuBaSb,COD,1000,1.7404991
152761,Cu2GeHgSe4,ICSD,700,1.7402561
1008878,As2AuK5,COD,1000,1.7400286
152516,CuPbSe3Tb,ICSD,1000,1.7397013
1527697,BiIn2,COD,1000,1.7388482
418156,As2Pt2Sr,ICSD,1000,1.7384104
7100942,ORb5Tl3,COD,1000,1.7380333
174556,EuGe12Pt4,ICSD,1000,1.737149
26266,Cs2Pt3S4,ICSD,1000,1.7366223
611802,Au3Dy3Sb4,ICSD,1000,1.7366042
411153,Hg3I2Se2,ICSD,700,1.7362721
2106591,CoIn2,COD,1000,1.735591
411460,AuNa2O2Rb,ICSD,1000,1.7355309
633196,FePtSb,ICSD,1000,1.7348909
165238,AuK19Na6Tl24,ICSD,1000,1.7343805
616824,BiMnRb,ICSD,1000,1.7336977
152602,NiPb3Pr5,ICSD,1000,1.7329161
107106,AgDyPb,ICSD,1000,1.7325176
9004849,Bi2Se2Te,COD,700,1.7322124
4318855,FeGa6Ge6Tb4,COD,1000,1.7310108
639224,Hg58Sr13,ICSD,700,1.73101
415864,In22Nd6Pt13,ICSD,1000,1.7310063
