id,formula,database,T,zT_pred,zT_std
2203317,C8H5N2,COD,1000,0.5810357,0.09766341
2222304,C21H27ClN2,COD,1000,0.5810326,0.114031434
2209262,C8H10N4O4S,COD,1000,0.5810305,0.12020257
7050193,C7H9O2S,COD,1000,0.58103025,0.09191287
2212232,C16H22N3O7,COD,1000,0.5810282,0.1052659
2215448,C7H14NNiO7,COD,1000,0.5810276,0.09232782
2211585,C5H5BrCuIN2,COD,700,0.58102,0.13913707
2201783,C18H26O7S,COD,1000,0.5810199,0.09410182
2210329,C21H27N5O5,COD,1000,0.58101475,0.08671888
8101140,K2MoS4,COD,700,0.58101064,0.13367482
2015588,C7H10ClNO7,COD,1000,0.581008,0.124367505
9008322,FeLiP,COD,1000,0.5810001,0.14418514
657986,CeFeSb2,ICSD,700,0.5809941,0.151501
2216322,C9H14N2OSi,COD,1000,0.5809829,0.1018478
7201736,C16H23N5O,COD,1000,0.5809719,0.08737923
7204352,C6H9NO,COD,1000,0.5809659,0.07585814
2016986,C10H12N3O4,COD,1000,0.5809658,0.0975111
4312537,C12H15N4O,COD,1000,0.5809614,0.08351686
2010076,C11H13N3O4,COD,1000,0.58095896,0.08372983
2008437,C18H21N5O7,COD,1000,0.5809532,0.09315577
2008665,C8H20ClNS,COD,1000,0.5809493,0.15096809
2010221,C18H28N2O5,COD,1000,0.5809332,0.083892696
4300747,C14H32B2NiO18,COD,1000,0.58093107,0.08659392
2002108,C18H25ClO8,COD,1000,0.58092916,0.09424314
7151519,C20H24O11S2,COD,1000,0.5809176,0.09949487
603315,CoSe8Ta8,ICSD,700,0.5809132,0.12482105
649260,Pr2S3,ICSD,1000,0.5809064,0.13026562
65452,K6MnTe4,ICSD,1000,0.58089995,0.18880716
4512286,C18H10N,COD,1000,0.5808957,0.086035885
637114,GeMnTi,ICSD,1000,0.58089274,0.11316055
26993,F8HK3Sn,ICSD,1000,0.5808912,0.16943955
413803,Ca2In,ICSD,1000,0.5808871,0.09521638
7104150,C21H29N3O9,COD,1000,0.5808853,0.08422523
2102132,C4H7NO5,COD,1000,0.5808811,0.09153679
2015077,C5H2N4,COD,1000,0.58087516,0.11278531
7200865,C9H10N4O2,COD,1000,0.5808705,0.0807692
5910085,PtS2,COD,700,0.5808685,0.13711342
426418,F5H9N3Ta,ICSD,700,0.5808652,0.1447708
4109869,C32H50O11,COD,1000,0.580862,0.07938054
2200520,C7H14BNO2,COD,1000,0.58086133,0.09826682
2227491,C7H12,COD,1000,0.5808569,0.08781092
20876,CoGa2Zr6,ICSD,1000,0.5808463,0.13366881
1510132,AuEuSn,COD,1000,0.5808377,0.1463596
4020555,C9H12N4S2,COD,700,0.58081955,0.11757459
190121,CuHfSn,ICSD,700,0.5808056,0.09682068
9004614,B3Ca2H13O13,COD,700,0.5807996,0.15630756
2215563,C9H14CuN4O5,COD,1000,0.5807964,0.08190047
7105127,C9H11O4P,COD,1000,0.5807759,0.077677794
1505354,C51H33N5,COD,1000,0.580773,0.10742084
2217399,C6H8N3O5,COD,1000,0.5807692,0.085402854
7153973,C12H22O5,COD,1000,0.58076715,0.09513971
4029292,C23H13N5,COD,1000,0.5807655,0.10496339
642091,LaZn13,ICSD,700,0.58076406,0.10870734
7000509,C30H54NiP4,COD,1000,0.5807578,0.07528741
1505302,C28H23,COD,1000,0.580743,0.0913916
2206161,C15H13FeN5S,COD,1000,0.5807403,0.08219595
4313382,C11H9CoSe2,COD,1000,0.5807388,0.07846783
2004310,FK3O14S5,COD,1000,0.580737,0.1417712
1100626,C14H39Br4Co4N5P4,COD,700,0.5807242,0.13119635
63701,Ba2Cu3O6,ICSD,1000,0.5807229,0.11669387
92467,Li5N4Re,ICSD,1000,0.5807113,0.1623049
2204071,C10H20Br,COD,1000,0.58071065,0.1004678
613131,B4Co4La,ICSD,1000,0.5807068,0.17842035
619814,Cd45Er11,ICSD,700,0.58067435,0.08891738
2211683,C4H6CdN8S2,COD,1000,0.58066756,0.081178814
39560,FFeKO4P,ICSD,700,0.5806454,0.15862247
619987,CdHo,ICSD,1000,0.58064467,0.11615093
249697,CH4MoN2O4,ICSD,700,0.58063513,0.09829338
2228347,C23H34N6O8,COD,1000,0.580633,0.09594479
2206731,C20H24N6NiO6,COD,1000,0.5806294,0.099367455
2101461,C29H33CoN5O4P,COD,1000,0.58061564,0.08066312
2310423,CeCl6Cs2,COD,1000,0.5806134,0.16511568
2000575,C16H39O8,COD,1000,0.5806028,0.085834794
174514,B6F6H2KO,ICSD,1000,0.58060133,0.09386715
2215699,C14H19N3O4,COD,1000,0.58057845,0.091630004
2207815,C8H18CuN2O7,COD,1000,0.5805741,0.09158102
2218457,C56H46Fe2N4O9,COD,1000,0.58056587,0.10014613
408675,Cl5NbP4Se3,ICSD,700,0.58056104,0.14797606
2016476,C17H25N7NiO6S,COD,1000,0.5805607,0.08134485
2001144,C5H8Cl4O2Ti,COD,1000,0.5805583,0.09898254
51372,Ge3Np5,ICSD,1000,0.58054906,0.16552842
2210301,C14H20BN3O4,COD,1000,0.5805453,0.08768975
2014708,B4Ho2O9,COD,1000,0.58054286,0.085428186
4103704,BaCoF4,COD,1000,0.5805392,0.1157529
4020820,C8H12NO4,COD,1000,0.5805392,0.078292206
2225266,C14H23N2O10P3,COD,1000,0.58053905,0.086395904
2006082,C18H32O7SSi,COD,1000,0.5805245,0.09039439
49912,Fe2Ga2S5,ICSD,700,0.5805229,0.12931505
9014347,Li2O5S,COD,1000,0.58051926,0.13067721
52463,Si5Ta2V4,ICSD,700,0.58051807,0.1493278
90099,H20N2O14S2Zn,ICSD,1000,0.58050436,0.18446083
7107159,C18H27Co,COD,1000,0.5804995,0.09142342
2214848,C5H7N2O4,COD,1000,0.5804914,0.10263714
4315958,C42H62CoN6,COD,1000,0.58049047,0.0895841
2016521,C41H44Cu2Fe3N2O10,COD,1000,0.58049005,0.10938084
2011251,C11H13N5O2,COD,1000,0.5804877,0.08681918
2310337,NSe,COD,1000,0.580487,0.10700895
27243,C10Cl2O10Os3,ICSD,1000,0.5804778,0.15173754
2012364,C13H24CuN4O7,COD,1000,0.58047503,0.10724032
2016316,C17H26O8,COD,1000,0.58047354,0.074360654
412876,Cl6H4NW,ICSD,700,0.5804721,0.12951027
73866,CsFeO7P2,ICSD,700,0.58046067,0.11901766
2005949,C27H35N3O8,COD,1000,0.5804556,0.076313294
2008877,C4CdN4S4Zn,COD,700,0.58045447,0.11783226
2212217,C9H10AuCl2NO2,COD,1000,0.5804399,0.13020366
2222006,C8H14N2O,COD,1000,0.58043635,0.08565205
636468,Gd2Te5,ICSD,700,0.5804342,0.096165776
2207020,C10H14N8NiO2,COD,700,0.580434,0.10006042
415030,InNi4Tm,ICSD,700,0.5804338,0.13343823
2102229,C19H34N4O6,COD,1000,0.58042777,0.09876329
1519096,Al2EuGe2,COD,700,0.58042204,0.12122035
2015440,C11H16N2O7,COD,1000,0.5804216,0.09384337
2205992,C13H16N6NiO5,COD,1000,0.58041906,0.07725984
5000267,C26H46O9,COD,1000,0.58041483,0.09314144
109097,In2Mg5,ICSD,700,0.5804094,0.07734991
2013212,C14H26N6O7S,COD,1000,0.5804086,0.11674366
2200365,C4H8O7,COD,1000,0.5804058,0.117060706
2218045,C56H48Co3N8O12,COD,1000,0.5803931,0.088841826
2209829,C8H14N3,COD,1000,0.5803838,0.10022752
412275,I4LaSr,ICSD,1000,0.5803763,0.14783609
2222627,C15H20N2O6,COD,1000,0.5803757,0.091332555
7005844,C19H23Cl3O5,COD,1000,0.5803706,0.093475156
107123,RuSbTa,ICSD,700,0.580363,0.08866796
424076,B2K2O10Se3,ICSD,1000,0.5803625,0.10624705
5910068,Al2Na3O9Si2,COD,1000,0.58035326,0.106548935
2221979,C15H18N4O6,COD,1000,0.5803508,0.098153606
2104492,C10H16N10S2Zn,COD,700,0.58034354,0.11294022
4023222,C49H48FeP2,COD,1000,0.58032954,0.089343585
2009445,C9H18Cl2N6OS,COD,1000,0.5803253,0.09469801
2006667,C9H12N2O6,COD,1000,0.5803233,0.09031505
92411,Bi2BrO4Pr,ICSD,1000,0.58031446,0.17458805
2216944,C13H16N4O4,COD,1000,0.58031404,0.080328904
2222637,C5H6NO2,COD,1000,0.5803112,0.08477625
4024540,C18H36O5Si,COD,1000,0.5803049,0.09480994
2212491,C31H36KO11,COD,700,0.58030367,0.09241984
2003822,C8H11ClN6,COD,700,0.58029765,0.13469423
2000155,C6H8NO2,COD,1000,0.5802943,0.07838723
2210187,C18H16CoN6O2S2,COD,1000,0.58028764,0.10145466
1523674,Ni2V,COD,1000,0.58027256,0.12060745
9012960,Ir,COD,700,0.5802684,0.24996597
2101764,C25H26EuN9S3,COD,1000,0.58026564,0.07321159
77402,CSm3Sn,ICSD,1000,0.580265,0.22522384
2225346,C26H24CoN5O3,COD,1000,0.5802635,0.11163354
7200289,C11H14N2O5,COD,1000,0.58026326,0.08872605
2205355,C16H14CoN2O5S,COD,1000,0.58025557,0.077414244
620579,Cd45Tm11,ICSD,700,0.5802515,0.08786765
416820,Ni2Tb2Zn,ICSD,1000,0.58022916,0.15532531
2010429,C13H23,COD,1000,0.58022815,0.11820325
4507297,CCl3,COD,700,0.58022666,0.08999674
7205992,C15H22N2O5,COD,1000,0.5802208,0.07865701
2204595,C18H24ClNS2,COD,1000,0.5802202,0.089384824
4060163,C27H48Al2O5,COD,1000,0.58021784,0.0734331
2222298,C10H15N2O2,COD,1000,0.5802176,0.078705415
608246,Al16Ir7Sc6,ICSD,700,0.5802117,0.14884236
2204170,C5H6Cl8Mo3N2,COD,700,0.58021146,0.12558721
1505347,C5H8O2,COD,1000,0.5802112,0.08915722
7150117,C12H17Br4,COD,1000,0.5801899,0.1129027
1531821,Ge3Rh5Sm,COD,700,0.5801894,0.16002405
1500003,C14H21CdN9O9S,COD,1000,0.58018166,0.110678785
635254,GaS,ICSD,700,0.5801798,0.14968085
72361,Cs2LiMnO4,ICSD,1000,0.58017087,0.16248456
2209188,C18H22O7S2,COD,1000,0.58016634,0.079344526
2212594,C16H36IN,COD,1000,0.5801647,0.10222645
656756,Ge6Mn6Nd,ICSD,700,0.5801628,0.111493334
2017103,C6H7ClN5O2,COD,1000,0.5801523,0.10544601
4328981,C26H15N3,COD,1000,0.58015025,0.13045207
410797,BrH8N4P,ICSD,700,0.58014715,0.17661999
2228312,C17H11N,COD,1000,0.58013636,0.09624891
416968,Cl2Co5O12Te4,ICSD,1000,0.5801357,0.18782163
411727,Cl5H2N2ORu,ICSD,700,0.58013517,0.12234143
66268,F6H14O6Ti,ICSD,700,0.58012724,0.12573147
2014004,C25H46N6,COD,1000,0.5801263,0.08768196
2212919,C9H18N2O6S,COD,1000,0.58011925,0.08959644
2006382,C11H10,COD,1000,0.5801135,0.10032117
418156,As2Pt2Sr,ICSD,700,0.5801121,0.17011762
2211448,C28H22FeN3O4,COD,1000,0.580112,0.09214224
2101849,C2H11N11O9,COD,1000,0.5801006,0.10820669
2225097,C28H40N6O15,COD,1000,0.58008456,0.08588617
156654,Cl5Cu6O8PbSe2,ICSD,700,0.5800771,0.14449346
2203461,C19H29N3O4,COD,1000,0.58006686,0.09348996
424437,Cl10CoTb6,ICSD,1000,0.5800663,0.16357526
2009842,C16H38LaN5O16,COD,700,0.58005744,0.12017782
2005421,C7H8BrN3S,COD,700,0.5800573,0.13247474
7050839,C19H22FeO9,COD,700,0.5800566,0.075990096
4111592,C17H26O7,COD,1000,0.58005583,0.07990382
2222858,C7H13ClN2O3S,COD,1000,0.5800458,0.12588525
2229510,C10H12N3O,COD,1000,0.5800445,0.07667651
2012407,C18H26FeO8,COD,700,0.5800358,0.07558365
611620,AsZr3,ICSD,1000,0.5800249,0.100221574
34262,CH18CrN3O14S2,ICSD,1000,0.5800158,0.11669475
7221479,BaSe2,COD,700,0.5800116,0.13065574
2007957,Cl12NP3,COD,700,0.5800115,0.11701299
1100240,C65H54Cs2N2P2,COD,1000,0.5800073,0.12704235
26509,Cl8ISb,ICSD,700,0.5799982,0.120632544
4060305,C11H13SYb,COD,700,0.5799974,0.10007932
240341,C4H12Cl4O2S2Tc,ICSD,1000,0.5799967,0.09389933
2212291,C4H5ClN2,COD,700,0.57999444,0.12427906
186517,FeLiO4Si,ICSD,1000,0.57999206,0.120946094
646066,Nd3Zn11,ICSD,700,0.5799815,0.1053831
62755,C6O6Os2Se,ICSD,1000,0.57997984,0.15200435
2202966,C16H30N2O5,COD,1000,0.57997805,0.08594119
9008691,NdSe,COD,1000,0.57997406,0.120878026
170281,CH2Cl11N2P3,ICSD,1000,0.5799718,0.1311534
7150523,C15H10N4,COD,1000,0.5799681,0.09228877
7050959,C4H7O2,COD,1000,0.5799554,0.093121506
1502935,C29H17N,COD,1000,0.57995397,0.081005685
155160,AgCsF6Fe,ICSD,700,0.5799504,0.13597836
7015211,C42H38Cl2CoN6O9,COD,1000,0.5799493,0.08848449
2009000,Ca3Fe2Ge3O12,COD,1000,0.57994735,0.12287173
281518,C4H8AgFN8,ICSD,1000,0.5799421,0.07653283
2222966,C9H12N8O5S,COD,1000,0.5799416,0.10738999
1522410,GaU,COD,1000,0.5799403,0.13252342
4309672,C31H31FeN5,COD,1000,0.57992476,0.09454628
4302113,C4H12LaO10P2,COD,700,0.57991934,0.11364451
1530328,Al2O11Si4,COD,1000,0.57991856,0.096358046
2208483,C14H22O4S,COD,1000,0.5799133,0.10538201
2220678,C8H12CuO7,COD,1000,0.5799068,0.08753691
391396,Cl4H9MoO4S2,ICSD,700,0.579906,0.11700455
87414,LiNSr,ICSD,1000,0.579906,0.12917121
1530934,Li4O5Te,COD,1000,0.57990515,0.13950948
380518,H18O17S2Th,ICSD,700,0.5799039,0.13039902
71696,Li16N8OTa2,ICSD,1000,0.5798995,0.1686216
4025563,C38H70N6O9,COD,1000,0.579892,0.0750853
2101336,C12H22I3N3,COD,700,0.57988423,0.14646904
2101968,C35H78N6O13,COD,1000,0.5798745,0.098187335
62532,BLi2NaO3,ICSD,700,0.57986605,0.14294752
2204626,C14H24CdCuN10S4,COD,1000,0.57985646,0.09440848
1517087,C14H27,COD,1000,0.579856,0.10200405
2019131,C6H11O5,COD,1000,0.57984245,0.09893955
4024333,C23H36N2O12,COD,1000,0.5798408,0.08195636
2004918,C5H14N2O5Pt,COD,1000,0.57983613,0.11854537
80524,Mo3Np2Si4,ICSD,1000,0.57983094,0.12637053
1100285,C12H18O4S,COD,1000,0.579828,0.08154932
7005965,C12H23N3O3,COD,1000,0.5798271,0.07853978
4021472,C10H18N2O5S,COD,1000,0.57982355,0.09376728
2017607,C26H45N3O8,COD,1000,0.5798202,0.0774016
110222,C3H13F4N,ICSD,1000,0.57980907,0.15896042
2211028,C36H30Fe2N8O13S2,COD,1000,0.5798045,0.095884524
110225,C3H14Br3FeNO2,ICSD,700,0.5798033,0.15984064
7207934,C28H18N3,COD,1000,0.5798011,0.09528004
2224663,C22H26ClN,COD,1000,0.57979673,0.097575165
4116374,C11H9,COD,1000,0.5797966,0.08382164
2215442,C15H19N3O5,COD,1000,0.5797931,0.09340301
1521183,IO4Rb,COD,1000,0.5797899,0.13767631
4321805,C22H32Cd3N6O8S6,COD,1000,0.57978964,0.11618224
2225907,C13H15N5O7,COD,1000,0.57978636,0.09078037
2014190,C30H29Fe3O2P,COD,1000,0.57978606,0.09485932
2213709,C12H20N2NiO10S2,COD,700,0.57978433,0.11699757
65027,As2O4Pb,ICSD,1000,0.57978296,0.2026717
2104185,C26H30N12O3,COD,1000,0.57978106,0.08313751
1509720,Ag2Sr,COD,1000,0.57977706,0.078710854
1511729,B4Dy2O9,COD,1000,0.5797757,0.09795116
2208517,C17H32N4,COD,1000,0.57977515,0.09303209
250015,P2Zn,ICSD,700,0.57977366,0.07317949
2342,Be2F8LiNa3,ICSD,1000,0.5797681,0.14735812
2011987,C14H26O4Pb,COD,1000,0.57976156,0.10551781
7007711,C26H27N2P,COD,1000,0.57975996,0.10599773
4063150,C15H31N3O3Si2,COD,1000,0.5797596,0.07860032
617494,C3Cr2Er2,ICSD,1000,0.57975173,0.13688369
2210334,C29H31ClFeN2S,COD,1000,0.5797486,0.1105721
2221160,C32H58Au4Ba2N12O11,COD,700,0.57974535,0.13606557
1523491,GaPd2Sc,COD,1000,0.5797427,0.08835236
151184,CF2,ICSD,1000,0.57973593,0.11672439
2006313,C14H19N3O7,COD,1000,0.57973033,0.0906007
110589,C2H9FNO3P,ICSD,1000,0.57972723,0.14659461
4505890,C9H17N5,COD,1000,0.579723,0.0985602
7204911,C16H30O7,COD,1000,0.5797066,0.08670214
4103538,C7H3N,COD,1000,0.5797034,0.12714976
2211238,C15H18CuIN3S2,COD,1000,0.57970184,0.073981665
2012439,C14H20N4O3,COD,1000,0.57969075,0.077739656
2310283,Co3Mo,COD,1000,0.5796897,0.17353278
2014814,C8H16Cl2CuN8,COD,700,0.57968366,0.121206015
2225160,C20H22N8O9,COD,1000,0.579679,0.09459597
1506942,C33H28,COD,1000,0.57967776,0.08470759
6157,Na2O4Pd3,ICSD,1000,0.5796722,0.13019869
1527173,BeF5K3,COD,700,0.5796667,0.13494593
426464,Au6Sr2Zn3,ICSD,700,0.57966423,0.17554061
82564,Sb2SiV4,ICSD,1000,0.57966393,0.17109197
2012719,C10H20Cl2CuN8,COD,700,0.5796617,0.108064145
4301833,C29H45MgN3O3,COD,1000,0.57965887,0.09108338
168652,Fe4Sn4Zr3,ICSD,700,0.5796549,0.10474558
2009154,C8H8Br2CoN4,COD,700,0.57965404,0.10725628
2218054,C13H24O7,COD,1000,0.57964677,0.081260934
23256,AlCu3U2,ICSD,1000,0.57964194,0.18447573
2218725,C12H12Cl4N2Pt,COD,700,0.57964015,0.13265917
107452,Hg19Rb5,ICSD,700,0.57962084,0.17849767
61247,Bi4In2Pb4S13,ICSD,700,0.57962,0.14847219
2011228,C12H12N10NiO4S2,COD,1000,0.5795828,0.07650705
7111640,C22H15N,COD,1000,0.579581,0.111395605
2103554,C15H22O9,COD,1000,0.57957965,0.08600961
636130,Gd5P12Ru19,ICSD,1000,0.5795758,0.13841335
408070,AsCsF6,ICSD,1000,0.5795734,0.14226401
2013761,C2H14F6N8Zr,COD,1000,0.57956994,0.12225187
2223050,C9H11N3O2,COD,1000,0.57956856,0.07729991
2220345,C15H23N3O7,COD,1000,0.57956666,0.0932647
2100602,C6H10O5,COD,1000,0.57956624,0.08333914
7015104,C12H19CdN5O9S,COD,700,0.5795622,0.1343181
2006782,C20H26CrN9S4,COD,700,0.5795605,0.084373996
421417,B8BaH4O15,ICSD,1000,0.5795598,0.119090304
611616,As9Zr14,ICSD,1000,0.57955474,0.122510195
2006542,C6H18N2O12S,COD,1000,0.57954764,0.09172784
2015962,C13H16N4O7,COD,1000,0.57954293,0.078392774
2007548,C15H20N2O7,COD,1000,0.5795417,0.08059591
2210103,C8H20N2O9,COD,1000,0.5795415,0.12932184
2215038,C14H19HoN2O14,COD,700,0.57954097,0.12344679
2014981,C12H17N3O3,COD,1000,0.57954043,0.08704465
425945,Cl6Cs2LaNa,ICSD,700,0.5795354,0.16541113
39424,Cl3K2N3O5Os,ICSD,700,0.579525,0.15372653
633412,FeSb3Zr5,ICSD,1000,0.5795226,0.14309971
4301600,C6H8Br2N6Zn,COD,1000,0.57951623,0.11003296
2016138,B2BaF8,COD,1000,0.579505,0.10655378
2205885,C21H31N3O5,COD,1000,0.5794996,0.084600516
2203369,C8H12Cl2N4Zn,COD,700,0.5794915,0.14586598
4322457,C16H26BLiN2,COD,1000,0.5794817,0.10335837
2011350,C15H20O4S2,COD,1000,0.5794814,0.08463827
2104600,C3H5ClNO4,COD,1000,0.57947165,0.09364772
30718,FeLi5O4,ICSD,700,0.5794629,0.16221887
75549,FH4NO,ICSD,1000,0.5794624,0.13012792
2229687,C25H16N4,COD,1000,0.57946104,0.103832535
9015630,BaSb,COD,1000,0.5794461,0.119523585
69723,H4N2Ni,ICSD,700,0.57944477,0.16321453
4321746,C4H12Mo2N2O10U,COD,1000,0.57942617,0.17030741
421249,B8Ni2Ru18Ti9,ICSD,1000,0.579424,0.12661086
1011380,Li3Sb,COD,1000,0.5794069,0.12710929
656872,AuGdGe,ICSD,1000,0.5793961,0.12573612
4101114,C12H8N,COD,1000,0.5793919,0.11533329
4331411,AuCl5O18,COD,1000,0.5793894,0.11029899
2202089,C11H14O4S2,COD,1000,0.57938707,0.087819315
2214847,C4H5NO3S,COD,1000,0.57938474,0.09390156
4021830,C15H22N4O2,COD,1000,0.57936865,0.07170674
2223489,C11H16AgClN6O4,COD,700,0.5793661,0.1368314
2228826,C3H5N,COD,1000,0.5793521,0.11426817
100624,O4SSr,ICSD,1000,0.5793341,0.105673954
78922,CuH3N3O6,ICSD,1000,0.57932776,0.12365772
2013366,C32H41N11O8,COD,1000,0.5793092,0.086179286
1524744,In2PbS4,COD,700,0.5793069,0.15468617
8100451,C5H6N2O,COD,1000,0.57928747,0.07724042
2204439,C22H30Cl3N5O12,COD,1000,0.5792804,0.087516285
417289,FNa3O4W,ICSD,1000,0.5792795,0.13981386
4104133,C15H13,COD,1000,0.57927656,0.09919256
2201111,C22H29NP,COD,1000,0.57927585,0.10002559
2006938,C10H24Cl2N4Pt,COD,700,0.57927126,0.16010112
2008583,C10H22LiN2,COD,1000,0.5792672,0.11460462
2203576,C9H12N4NiO6S2,COD,1000,0.57926255,0.07882476
100166,F10K5Li2Nd,ICSD,1000,0.57925695,0.1291876
1500017,C16H28Cl2CuN10O10,COD,1000,0.5792512,0.10344692
627877,CuGe6Y2,ICSD,700,0.57924557,0.07829983
2222329,C6H7N3O2,COD,1000,0.5792452,0.080510266
2104820,C18H29N,COD,1000,0.57924426,0.08213883
1100957,C20H22N5NiO13Tb,COD,700,0.57924265,0.12190029
2003298,C12H15N5O4,COD,1000,0.57923526,0.08928672
8103698,S5Sb3Tl,COD,700,0.579232,0.14258656
108857,Ag3NO3Se,ICSD,1000,0.5792292,0.1928261
98942,CF3HgO3S,ICSD,1000,0.57920015,0.17515507
59605,B2S3,ICSD,700,0.5791942,0.09562042
2208557,C14H19CuN5S2,COD,1000,0.57918745,0.101177104
1100242,C35H44N2S2,COD,1000,0.5791834,0.08768249
2010219,C12H28IN,COD,1000,0.57917297,0.14518756
7050894,C33H24N2,COD,1000,0.5791718,0.086982615
9014813,CS2,COD,700,0.5791628,0.09202184
1010355,CdN3O6Tl,COD,1000,0.5791598,0.13376969
2015817,C4H8ClCuOS,COD,1000,0.5791583,0.11288616
401906,Br10OTa2Te4,ICSD,700,0.5791527,0.1326143
1519520,C9H16,COD,1000,0.57915026,0.086315915
412511,Cs12GeO4Sn8,ICSD,700,0.5791496,0.18076067
2010057,C10H20Cl2N2S4Sn,COD,1000,0.5791494,0.10838814
1521659,BaHo2Te4,COD,700,0.5791481,0.11262142
1522290,LuMg,COD,1000,0.57914597,0.11567436
247415,B2Fe2K2O7,ICSD,700,0.5791279,0.119781755
4321807,C4H11BN2,COD,1000,0.57912695,0.085524224
4303641,C12H19N2S5Sb,COD,700,0.5791264,0.10166956
2213264,C10H16BrN2S4Sb,COD,1000,0.5791242,0.10562907
2016634,CH4N2O2S,COD,700,0.5791231,0.13462842
4062610,C7H10OSi,COD,1000,0.5791132,0.08120856
4300060,C38H68I4N2Pd,COD,1000,0.5791083,0.09656787
59549,InTh2,ICSD,1000,0.57909954,0.11673063
2011869,C20H22N2S,COD,1000,0.5790956,0.0800467
7014329,C27H45DyO12,COD,700,0.57909095,0.12097508
56880,Ca2ClFeO3,ICSD,1000,0.57908857,0.16502315
4062890,C13H10FeO,COD,1000,0.57908356,0.084878325
4020233,C6H11Cl5OZr,COD,700,0.5790814,0.10610965
1528827,Cl4FeNa,COD,700,0.5790771,0.10013005
7010706,C2H10GaN,COD,1000,0.57907104,0.12017432
7103992,C26H35N3O7,COD,1000,0.5790708,0.062963575
2215665,C19H34N6O2,COD,1000,0.57906234,0.10356834
2228335,Nb6Sn6Tb,COD,1000,0.5790597,0.09818126
1000147,Al3F12K2Na,COD,1000,0.5790534,0.14944845
4508611,C18H25O5,COD,1000,0.5790391,0.090399995
2211021,C16H26NiO14,COD,1000,0.5790327,0.08920718
406374,C4H20CdN2O12S4,ICSD,700,0.5790308,0.13128409
245227,B2Er2Na2O7,ICSD,1000,0.57902527,0.13953766
615683,B4W,ICSD,1000,0.5790208,0.138297
2016614,C2H17Cl3N3O8Sc,COD,1000,0.57901794,0.12423651
4309233,C9H12N4Te,COD,700,0.57901514,0.101964235
2200775,C12H21Cl2N3O4,COD,1000,0.579013,0.09603929
10182,HNNaO2,ICSD,700,0.57900894,0.099517226
60093,Cl9PSn,ICSD,700,0.5790057,0.103767045
4020552,C15H25NO8,COD,1000,0.57899654,0.08572685
2011369,C16H22N8NiO4,COD,1000,0.5789865,0.089443
1513237,C29H26,COD,1000,0.57898605,0.109429926
61290,MnSr2U,ICSD,1000,0.5789823,0.1565336
2009748,C21H24O11S2,COD,1000,0.57897216,0.08151789
7005777,C54H79BiN4,COD,1000,0.5789653,0.10446544
404230,CNS3,ICSD,700,0.57896346,0.09765041
7103705,C22H40N4O7,COD,1000,0.57896006,0.08341231
1513255,C10H4N3,COD,1000,0.5789586,0.10403243
4024786,C17H21N5O5,COD,1000,0.5789368,0.085063756
2228542,C22H24N6O5,COD,1000,0.5789269,0.093707174
2009416,C7H12ClCuO8,COD,1000,0.5789191,0.096211
1524551,Cu2InZr,COD,700,0.5789124,0.0847529
415917,BBr2CoF4H18N6,ICSD,700,0.5789043,0.13444774
2000162,C14H20Cl2O3,COD,1000,0.5789038,0.10359891
4109525,C17H30O5,COD,1000,0.57889426,0.071798064
92431,Bi2DyIO4,ICSD,1000,0.57889307,0.18448837
4062584,C39H43N2P,COD,1000,0.5788845,0.09182207
110211,C9H30Cl9N3Sb2,ICSD,700,0.57887626,0.14956248
169583,CuH12N4O8Re2,ICSD,700,0.5788747,0.11489379
7015876,C9H14Br4,COD,1000,0.57887113,0.094515264
2011622,C6H19Cl2N3Ti,COD,700,0.5788661,0.12715644
600866,Bi4Eu3Se9,ICSD,700,0.57885796,0.12076722
411210,Mg3N2,ICSD,1000,0.5788536,0.078998476
1522174,LaMg2,COD,1000,0.57884794,0.10405963
4301628,AsCeSe,COD,1000,0.5788449,0.11753668
2225313,C18H23N7O8,COD,1000,0.5788387,0.088616215
1523970,Co2Np,COD,1000,0.57880545,0.17269152
643976,Mo15Na2Se19,ICSD,700,0.57879275,0.13965821
1516585,C18H11N,COD,1000,0.5787902,0.08288972
92998,F2H2N2O3Sn,ICSD,1000,0.57876784,0.17009565
639292,Hg3U,ICSD,700,0.578758,0.11638832
2202074,C12H26N2S4Sn,COD,1000,0.57874423,0.10039429
607322,Al2DyNi,ICSD,700,0.5787421,0.12759058
7104097,C41H51N2P,COD,1000,0.57873845,0.10177824
110152,C8H24Cr3N2O10,ICSD,700,0.57873476,0.12599036
658865,Al43Mo4U6,ICSD,1000,0.578729,0.08379939
2203287,C22H34Cl2N6NiO8,COD,1000,0.5787288,0.08633697
421752,H11I2O6Sc,ICSD,1000,0.57872796,0.14079162
4076032,C39H51Pb,COD,1000,0.57872486,0.10878575
1000355,CrCuP2S6,COD,1000,0.57872343,0.07773268
424432,Er7I12Ir,ICSD,700,0.57872194,0.112467326
2204235,C8H12N2O2S,COD,1000,0.57872003,0.08973625
1010306,IKO4,COD,1000,0.578718,0.13169532
77516,C4H12AsI3,ICSD,700,0.57871574,0.12622774
4022669,C17H28O5S,COD,1000,0.57871485,0.10980581
7100015,C29H48O12,COD,1000,0.57871,0.0838076
2201196,C7H11NO6,COD,1000,0.57870555,0.10037016
106993,ErSe2Tl,ICSD,700,0.5786997,0.15478587
2213700,C12H16CuN6O3,COD,1000,0.5786919,0.088958845
