id,formula,database,T,zT_pred,zT_std
7153395,C23H15Br,COD,1000,0.45775676,0.078858435
2012134,C8H15N2O2,COD,700,0.4577509,0.08129141
2004564,C23H32CoN4S3,COD,700,0.457748,0.08976096
2204768,C10H14MnO9,COD,1000,0.45774707,0.079385385
2007849,C5H18B10S,COD,700,0.45774496,0.06980329
2008734,C20H26O3,COD,700,0.45774123,0.06687917
7105374,C16H19NO7,COD,700,0.4577389,0.07463433
2007463,C19H16Se3,COD,1000,0.45773783,0.06588738
2201428,C15H15CuN3O7,COD,1000,0.45773616,0.10402516
4304188,C33H43FeN5,COD,700,0.4577352,0.08412725
86185,Fe13Pr6Si,ICSD,1000,0.4577333,0.16760746
4025530,C29H36N4O,COD,700,0.45772895,0.07555068
2214313,C18H21N3O8,COD,700,0.45772308,0.07765564
2204768,C10H14MnO9,COD,700,0.4577227,0.097781
4074075,C32H48Hf,COD,1000,0.45771942,0.081235796
4300420,C6H10MnN8O,COD,700,0.45771778,0.0788576
2010501,C28H36O5,COD,700,0.45771572,0.08330199
7204828,C29H39NO4,COD,700,0.45771268,0.08941835
4023653,C16H17BrO4,COD,1000,0.4577108,0.07424691
1503854,C23H28O4,COD,700,0.4577108,0.08781235
4023540,C30H36O,COD,700,0.45770997,0.06518264
658604,Fe13Pr6Sb,ICSD,1000,0.4577017,0.1485863
1529565,Cd2O17P6,COD,1000,0.4577015,0.10092926
2223041,C24H30MnN4O7,COD,1000,0.4577005,0.07791873
1521637,O5SiTm2,COD,1000,0.4576979,0.10508573
2100753,C10H15N3O4,COD,700,0.45769054,0.08289071
2219976,C16H8O3,COD,1000,0.45769036,0.092754126
7103698,C8H27B9N2,COD,700,0.45769033,0.06701947
1509380,AgHoS2,COD,700,0.45768782,0.10908944
2213508,C5H15N3O3,COD,700,0.45768234,0.09328182
2200252,C15H21O6V,COD,700,0.45767772,0.10088054
2218934,C22H22Br3CuF2N4,COD,1000,0.45767748,0.07581213
2200843,C12H14Mo2N2O11,COD,1000,0.45766908,0.06129586
2227402,C15H11NS,COD,1000,0.45766807,0.097255975
2215934,C19H20N2O4,COD,700,0.45766404,0.07740162
1523155,LiPd,COD,1000,0.45766106,0.21268183
4100457,C72H98CoS2,COD,700,0.4576608,0.07808471
4109783,C17H20O2,COD,700,0.45766017,0.10273998
4343817,Cl2Zn,COD,1000,0.45765746,0.084029354
262888,Ba2InSe5Y,ICSD,700,0.45765454,0.0904939
2011986,C13H6F2N2,COD,1000,0.45765385,0.083275855
7204820,C11H5F4,COD,1000,0.45765254,0.11570008
2220875,C12H17N2O3V,COD,1000,0.45765138,0.0685292
2217674,C10H15BO3,COD,700,0.45764858,0.07516463
2006666,C14H15NO3,COD,700,0.45764568,0.08347967
2008287,C15H17ClN2O2S,COD,1000,0.4576456,0.09332709
2228749,C36H54N4O21,COD,700,0.45764527,0.09132554
650597,RuSbU,ICSD,1000,0.45764315,0.09510176
106800,InLaNi2,ICSD,700,0.4576424,0.105703905
2215606,C10H18O7S2,COD,700,0.45764148,0.07863914
1505446,C4H6O5,COD,1000,0.45764047,0.11060111
9008512,Re,COD,1000,0.45764023,0.2925871
2015565,C22H31N3O7,COD,700,0.45763972,0.077320695
4024423,C31H32N4O3,COD,700,0.4576393,0.07527313
2217518,C15H22O6,COD,700,0.4576383,0.07383388
2216653,C9H13NO6,COD,700,0.45763314,0.09712313
262772,O11Si5,ICSD,700,0.45763263,0.10237235
2003500,C21H35ClN2O,COD,1000,0.45763242,0.090908684
646191,NiPZr4,ICSD,1000,0.45762867,0.11260283
4302791,C32H34BiNbO9,COD,700,0.45762295,0.11262156
2002338,As2Co3O8,COD,1000,0.45761853,0.09613083
7200215,C5H2NS,COD,1000,0.45761803,0.0810862
1523578,LaPt2,COD,1000,0.45761013,0.17348509
1509463,AgMn3N,COD,1000,0.45760873,0.09034983
4025927,C19H28O3,COD,700,0.45760292,0.0811335
4101257,C10H20N2O3,COD,700,0.45760205,0.092383705
2013108,C22H29N9S3,COD,700,0.4576001,0.06949009
2209356,C26H30Cl2CoN6O8,COD,700,0.45759925,0.11988628
7204218,C15H17NO5,COD,700,0.45759383,0.07660759
2010512,C13H8Cl4N5O6P3,COD,1000,0.45759103,0.07620346
245215,Cu9GdMg2,ICSD,700,0.45759082,0.13475534
4063283,C33H56GeN4Ti3,COD,1000,0.45758706,0.07635258
7009783,C44H47NO14,COD,700,0.45757768,0.09274408
4023077,C24H24N4O3S,COD,1000,0.4575769,0.07173251
2205402,C16H20Cl2N2Te,COD,1000,0.45756876,0.09339547
7204277,C17H14Br2,COD,1000,0.4575634,0.06529902
2218814,C37H40N2O8,COD,700,0.45755422,0.07416977
608494,Al8Mn4Pr,ICSD,700,0.45755267,0.1297762
1513479,C31H34O3,COD,700,0.45755172,0.083898425
4023511,C39H36N2S2,COD,1000,0.457551,0.076259084
7005891,C52H74N4Sn,COD,1000,0.45754886,0.085640304
4022629,C39H59N7O5,COD,700,0.45754403,0.075014204
2208588,C8H10O8Zn,COD,1000,0.4575367,0.10552009
2017928,C17H17N7O7,COD,700,0.4575318,0.07697146
2015490,C16H19N2O6,COD,700,0.45752725,0.07860587
642497,Lu3Pd4,ICSD,1000,0.45752656,0.09160918
1525072,F2O2Xe,COD,1000,0.45752525,0.09614575
1513224,C23H38O8,COD,700,0.4575247,0.08851695
2012597,C27H36AgClN4O4,COD,1000,0.45751858,0.08612764
2207481,C14H14N4OS,COD,1000,0.45751804,0.09215635
2105858,C3H2Br,COD,1000,0.45750797,0.07321458
7204137,C17H13Pd2S21,COD,700,0.4575079,0.060283072
150863,Ba2DyO6Sb,ICSD,1000,0.45750558,0.121900976
4028437,C15H26O3,COD,700,0.45750552,0.09578888
4312757,C24H16Cu5N36,COD,1000,0.45750314,0.060395353
163033,C20H43O12V2,ICSD,700,0.4575024,0.12553772
2201800,C12H48Mn2N12Sb2Se5,COD,700,0.45749736,0.11855568
420245,GeLuPd,ICSD,700,0.45749676,0.104692176
2000890,C18H20FO4P,COD,1000,0.4574934,0.08417962
7150699,C27H42O7,COD,700,0.457489,0.06765772
2225503,C19H24FeN2,COD,700,0.45748338,0.09249543
2005536,C22H30N2O5,COD,700,0.4574818,0.09951326
630078,Dy3Pd4,ICSD,1000,0.45747793,0.08384453
2220925,C28H38N2O3,COD,700,0.4574776,0.081870794
2229910,C20H18N6NiO6,COD,1000,0.4574766,0.073220894
4114382,C6H7O5,COD,700,0.45747453,0.0763704
2200878,C19H31NO6,COD,700,0.45747045,0.07957223
2215417,C30H32ClNO3,COD,1000,0.45746213,0.09098627
4122415,C29H34O7,COD,700,0.45746204,0.08591494
7003044,C35H26Cl2N2,COD,1000,0.45746064,0.0758027
2201698,C9H15NO3,COD,700,0.4574599,0.08476482
1523233,GaTi3,COD,700,0.45745894,0.08769253
7008552,C6H5Cl3Se,COD,1000,0.45745158,0.09688629
2008952,C37H52O5,COD,700,0.4574487,0.08100947
8101594,C5H5N5O,COD,700,0.4574464,0.08208679
4023326,C12H20INO3,COD,1000,0.4574451,0.10916777
2235435,C18H18N,COD,1000,0.4574449,0.11406034
2239193,C3H4Cl,COD,700,0.45744082,0.09387113
7153391,C47H33F6,COD,1000,0.45743924,0.116774105
2010218,C6H4BrN,COD,1000,0.45742166,0.08690393
1100207,C18H17Cl2INP,COD,1000,0.4574214,0.06743464
2014543,C9H9N5O3,COD,1000,0.45741966,0.07081999
2000110,C4H22N4O13P4,COD,700,0.4574135,0.12067127
2219353,C32H42CuF2N6O10,COD,1000,0.4574082,0.087126695
2017478,C11H16N2O3,COD,700,0.4574044,0.08555295
2225220,C44H44BCoN6,COD,1000,0.45740396,0.097954206
1515610,C7H11O2,COD,700,0.45740166,0.07788997
2001438,C74H58Cl4N12O7Yb2,COD,1000,0.45739746,0.05947984
2217878,C14H17NO4,COD,700,0.45739597,0.08858804
2205428,C15H16NO2,COD,700,0.45738903,0.08257399
7150146,C37H41N3O7,COD,700,0.45738775,0.08905758
414165,Ba2GeSe2Te2,ICSD,700,0.45738697,0.13456385
2222989,C14H15NO6,COD,700,0.4573867,0.08848644
2224403,C16H22N12NiO6,COD,700,0.4573848,0.09625146
4024970,C24H29NO6,COD,700,0.4573817,0.08960411
4021999,C21H25O2,COD,700,0.45737952,0.08110657
1523825,Ir2Sr,COD,1000,0.45737907,0.13755631
2220828,C20H25N3O3,COD,700,0.45737755,0.08182013
2214238,C14H14Mo4N4O13,COD,1000,0.45737746,0.069799766
2310069,Ag2B8O13,COD,1000,0.45737594,0.08978207
2004093,C10H10N2O3S,COD,1000,0.45737454,0.079782136
1523714,Ni11Zr9,COD,1000,0.45736763,0.11609563
2215075,C4H3BrO3S2,COD,1000,0.45736444,0.08306871
621854,CePd2Sn2,ICSD,700,0.45736125,0.08478475
7105612,C51H53N5O10,COD,700,0.45735642,0.083203614
2219804,C20H14FN3,COD,1000,0.45735428,0.11136365
2204588,C10H11N4S,COD,700,0.45735055,0.079095125
4023985,C9H11NO,COD,700,0.45734987,0.076899044
4315444,C14H14FeO2,COD,700,0.4573489,0.08461809
2204774,C8H10ClN5O3S,COD,700,0.4573489,0.12089226
8101435,C28H37N3O3,COD,700,0.4573464,0.07569371
193181,C2InLiN4,ICSD,1000,0.45733708,0.067212164
635686,Ga3Zr5,ICSD,700,0.45733505,0.09229249
2015612,C7H7N3O3,COD,1000,0.4573289,0.08375643
1516021,C73H126O24,COD,700,0.45732623,0.0908197
2001527,C3H18F6GaN9,COD,700,0.45732594,0.14695534
2102375,C28H32N6Zr,COD,1000,0.45732582,0.08002314
171161,Ca10LiMgSb9,ICSD,1000,0.45732045,0.0872887
2005020,C38H43N2O7,COD,700,0.45731437,0.07619958
8102570,C18H12Br2S3,COD,1000,0.45730484,0.084951654
4115808,C30H43O8,COD,700,0.45730197,0.079548165
2208812,C18H25NS6,COD,700,0.45729792,0.09437865
7016140,C10H12P,COD,700,0.45729625,0.09706557
2224603,C22H25N3O6,COD,700,0.45729285,0.08662969
7203438,C12H13O2,COD,700,0.45728973,0.077384055
4023304,C20H26N2O5,COD,700,0.45728508,0.07048927
2208047,C11H9FN4S,COD,1000,0.45728463,0.07648838
4024939,C30H41N3O2,COD,700,0.45728314,0.07573648
2008738,C21H21Cl2N3O5,COD,1000,0.45727912,0.10690536
658678,InNi2Pr,ICSD,700,0.45727772,0.104282096
2219980,C11H11NO,COD,700,0.45727402,0.081254706
4116788,C33H50O6,COD,700,0.4572725,0.07797742
2238752,C9H9S2,COD,700,0.45726424,0.06515888
4123300,C14H18O,COD,700,0.45726037,0.09553419
4102783,C54H66Si5,COD,1000,0.45725933,0.09626012
4311893,Li3N,COD,1000,0.45725173,0.15005192
2015319,C20H28Cl2N2Pt,COD,1000,0.4572492,0.09275318
4023342,C40H56N2O9,COD,700,0.45724857,0.09386371
39876,CH11B12Cs2NS,ICSD,700,0.45724857,0.10043404
2206366,C7H7NO,COD,700,0.45724565,0.0698097
2211057,C10H13NO3,COD,700,0.45724514,0.09019799
418673,CrF6Rb,ICSD,1000,0.45724347,0.09080608
2004916,ReSTe,COD,700,0.45724094,0.12217057
7052505,C40H100O24Ti7,COD,700,0.4572404,0.13100207
2017598,C9H12N2O5,COD,700,0.45723984,0.088022515
2010131,C25H22Pb,COD,1000,0.4572372,0.10957009
7004262,C40H58LaO5,COD,700,0.45723328,0.123690225
1509533,AgSbSr,COD,1000,0.45722875,0.104990914
1502832,C10H17O6,COD,700,0.4572272,0.077614866
2217953,C26H26N2NiO5,COD,1000,0.45722333,0.081011996
8100555,C15H17N5S2,COD,700,0.45721492,0.08130792
2226875,C31H38O3,COD,700,0.45721418,0.09014569
174530,GdSi5,ICSD,700,0.45721376,0.112157665
1524817,ErRh2,COD,1000,0.45720756,0.105733246
4509437,C15H22O5,COD,700,0.45720634,0.07875027
2015056,C4H20F8N4Nb2O3,COD,700,0.45720538,0.112614
2010686,C29H31NO3,COD,700,0.45720384,0.075394094
2015665,C15H22ClCoN4O3,COD,700,0.45719987,0.12212448
2205277,C22H26N3O,COD,700,0.45719844,0.09151052
2007765,C12H14Cl2N2Sn,COD,1000,0.45719013,0.08091252
2209541,C3H8O4,COD,700,0.45718816,0.07402022
4062158,C49H53Ga,COD,1000,0.45718536,0.09461235
4113383,C8H14O3,COD,700,0.45718408,0.09253614
2222629,C38H38N4NiO8,COD,1000,0.45718327,0.06982848
4305237,C26H27N3O3,COD,700,0.45718113,0.073330656
7151299,C27H35NO5,COD,700,0.45717856,0.077488765
2213597,Ba5Cl2O9Ta2,COD,1000,0.45717552,0.14378892
2003252,EuH2O5P2,COD,1000,0.45717254,0.12756962
2012483,C26H19N3S,COD,1000,0.4571709,0.07285839
7106876,C39H44O9,COD,700,0.45716918,0.07822139
7216885,C6H3Br,COD,1000,0.4571683,0.07796
4022828,C21H23NO4,COD,700,0.45716393,0.089527056
4062528,C11H12CrO2,COD,1000,0.4571627,0.07300986
7105868,C32H33N3O6,COD,700,0.4571614,0.09039131
7103738,C62H77N9O4,COD,700,0.4571597,0.08353029
2223519,C12H16NO2,COD,700,0.4571594,0.08602183
2200842,C12H7Br5,COD,1000,0.4571529,0.09773641
402082,As2BRb3,ICSD,700,0.45715234,0.115626566
1515180,C13H14O3,COD,700,0.45714968,0.08413239
2203086,C9H16F3O5RhS,COD,1000,0.45714915,0.09104963
2212048,C26H42F10O2Si7Ti,COD,1000,0.45714572,0.071101435
7205170,C24H37N3O7,COD,700,0.45713598,0.087416
9008884,CoS,COD,700,0.4571359,0.11087825
2215580,C10H10N2O6S,COD,1000,0.4571357,0.08528732
4062861,C14H15ClOPd,COD,1000,0.4571351,0.072621204
623586,Co4Ge7Sc4,ICSD,700,0.4571289,0.118885964
7204221,C24H30N3O7,COD,700,0.45711786,0.08021669
2209516,C10H25ClN4,COD,700,0.4571115,0.11620675
1100979,C24H30N16O15Zn2,COD,1000,0.45710868,0.11825572
2011669,C20H20F6N3P,COD,1000,0.45710656,0.110554695
4322000,C10H14MnO10,COD,1000,0.45710593,0.093491
7105091,C24H20Co2O11,COD,700,0.45710507,0.0952131
2216284,C15H13Cl2N3Pd,COD,1000,0.4571045,0.0849697
2005816,C13H19N3O7,COD,700,0.45709762,0.079102516
2222899,C7H7Cl2N3OS,COD,1000,0.45709512,0.087455474
2003622,C34H41O4,COD,700,0.45709068,0.07836197
7204038,KO8P2W,COD,1000,0.45708025,0.08298725
425791,Er2Ge4Nb3,ICSD,700,0.45708,0.11399167
236335,CrH22MgO15,ICSD,1000,0.4570728,0.15924425
2205372,C13H17N3O9,COD,700,0.45707148,0.08435568
2201988,C15H15N5O9,COD,1000,0.45706725,0.088776864
2004841,C12H20CuN2O10S2,COD,700,0.45706508,0.099127546
640163,InNiTm,ICSD,700,0.45705685,0.11082612
2004296,C25H27CuNO7,COD,1000,0.45705423,0.09874241
4022464,C19H22N2O,COD,700,0.45705363,0.08376054
39709,CaH16N3O12P3,ICSD,700,0.4570471,0.12368504
2221183,C23H29NO,COD,700,0.4570424,0.0861858
2205312,C18H18F12FeO6,COD,700,0.4570421,0.09749392
2015489,C31H34N4O11,COD,700,0.45703575,0.07425823
2212159,C14H9I2NO2S,COD,1000,0.45703453,0.060015492
2010193,C20H14AuBr3N2,COD,1000,0.45703202,0.07127793
4023591,C40H72N24O9Ti2,COD,1000,0.45703137,0.08406785
418254,BaCr4S7,ICSD,700,0.45702687,0.07521463
2210211,C31H18F6S2,COD,1000,0.45702648,0.106558695
2010133,C23H30NO11,COD,700,0.45702454,0.0753061
2204112,C9H14NO,COD,700,0.4570239,0.07809629
7002487,C28H21PS,COD,1000,0.45702133,0.07260823
2015973,C23H23N5O7,COD,700,0.4570182,0.08607161
2205434,C23H32O4,COD,700,0.45701435,0.07357117
2100879,C15H22N2O4,COD,700,0.45701104,0.06578657
4024049,C35H25ClN2,COD,1000,0.45700642,0.078418374
4023601,C28H28N4O5,COD,700,0.45700204,0.07567528
2204159,C10H17O3,COD,700,0.45699346,0.07447906
7106095,C9H11GaN2,COD,1000,0.45698616,0.09663382
2224232,C14H28CoN2O12S2,COD,700,0.45697948,0.127591
1509363,AgGdS2,COD,1000,0.45697793,0.09114912
1001388,FeKO7P2,COD,700,0.45697457,0.12706602
2012805,C10H19MoNO2Si,COD,1000,0.45697337,0.08077639
4020616,C21H25NOS,COD,1000,0.45696786,0.10162785
7204292,C23H13N2S4,COD,1000,0.4569671,0.08902578
2220090,C16H16N2O5S,COD,1000,0.45696244,0.09785454
643231,MnPS3,ICSD,700,0.45696098,0.07927142
167076,C5H4EuO8,ICSD,1000,0.45696023,0.08375988
4122903,C16H9O,COD,1000,0.45695972,0.07982957
416487,AuCsN12,ICSD,700,0.45695773,0.11071886
56829,Br2Eu,ICSD,700,0.45695513,0.08257246
2224124,C20H34N4O8Pd,COD,1000,0.4569518,0.09321089
7030432,C11H6O3,COD,1000,0.45695022,0.08236566
4020547,C13H15NO4,COD,700,0.45694274,0.08490366
2000813,C6H18Cl3InP2,COD,700,0.45693383,0.1595532
4023487,C22H22N2S,COD,700,0.4569332,0.079066634
1004081,Bi2K3O12V3,COD,1000,0.45693225,0.15374862
86021,CeGe3Pd5,ICSD,700,0.4569322,0.12811276
2214852,C30H36Cl2N10S2Sn,COD,1000,0.45692965,0.07655504
4322272,C24H16CuMo4N4O13,COD,1000,0.45692924,0.050704308
4115059,C27H30O2,COD,700,0.45692566,0.076917455
2006611,C14H21IN2O,COD,1000,0.45692512,0.10165043
39435,Cl6PdSe2,ICSD,700,0.45692244,0.11618954
421343,K3Mg18Pb11,ICSD,700,0.45692134,0.16984706
246807,LaSi5,ICSD,1000,0.456919,0.09586805
1512300,C37H56O7,COD,700,0.45691153,0.08261907
1521057,H4MnN2,COD,700,0.4569025,0.1308728
2007316,C22H28Cl4N4Sn,COD,1000,0.45689696,0.08410914
2212178,C4H4K2Mo2O15,COD,700,0.45688626,0.11239464
9012360,H10MnO9S,COD,1000,0.45688584,0.14654407
2202708,C9H12Br2N4Pd,COD,700,0.45688325,0.08637281
2204054,C25H27MnN7O6,COD,1000,0.45688263,0.08431657
7151782,C62H64N6O9,COD,700,0.45688152,0.07700158
7010559,C18H26Br2Mo,COD,1000,0.4568808,0.07526049
7202898,C16H20N2O7,COD,700,0.4568736,0.08695958
2201714,C2H8ClNO5,COD,700,0.4568709,0.16338809
4302911,C33H50GeN4Si,COD,1000,0.4568661,0.07978569
2215682,C30H48MnN10S6,COD,700,0.45686412,0.09089543
2217808,C12H12N4O3,COD,700,0.45685604,0.07641764
2219620,C24H16HgI2N2,COD,1000,0.45685527,0.07897408
2016730,C27H29NO6,COD,700,0.45685455,0.07566568
7212769,C14H8O3,COD,1000,0.45684996,0.093658194
2005385,C40H46O7,COD,700,0.45684987,0.085641876
600545,B4Np,ICSD,1000,0.45684838,0.15790096
659159,La5Pb3Ru,ICSD,1000,0.4568473,0.11395055
2015949,C23H23N5O3S,COD,1000,0.45684415,0.105195545
634961,GaNiTm,ICSD,700,0.45684364,0.12000344
9012048,Cr2S4Zn,COD,1000,0.45684117,0.061336532
2008909,C19H27N3O2,COD,700,0.45683643,0.09869865
7014437,C12H10CoN8,COD,1000,0.45683444,0.098095
4303199,C128H152N16O4Y,COD,1000,0.45683366,0.07616095
2225236,C14H15N2O2,COD,700,0.45683366,0.07605119
7151707,C10H12O3Se,COD,1000,0.4568334,0.10452555
7151235,C33H37NO6,COD,700,0.45683333,0.09757628
2221869,C34H40Br2MnN4O8,COD,1000,0.45682496,0.065784976
4023176,C15H15ClO,COD,1000,0.45682392,0.09828584
4112304,C18H10O,COD,1000,0.4568235,0.09502738
67656,CeKSe4,ICSD,700,0.4568208,0.09905377
89418,H18N4O12Se3,ICSD,700,0.45682067,0.14374422
1511120,BF3,COD,1000,0.45681882,0.106652744
2217482,C8H8ClNO,COD,1000,0.45681876,0.095409915
4303335,C27H36AgN5,COD,1000,0.4568174,0.07785766
2003405,C21H27NSi3,COD,1000,0.45681596,0.0933963
62388,CaMo6S8,ICSD,1000,0.456812,0.08687613
602319,RbS8V5,ICSD,1000,0.45680138,0.052890703
9007870,C20O14Ti3,COD,700,0.45679533,0.10959564
2212321,C13H10Br2N2S,COD,1000,0.4567927,0.07014606
2216883,C23H16ClN,COD,1000,0.45679212,0.08862509
2012132,C9H21B9CoN,COD,700,0.45678926,0.0726926
7013024,C31H24N2P2,COD,1000,0.4567863,0.086436145
1001076,Ge3NbO9Rb,COD,1000,0.45678285,0.07291065
2205135,C11H9Br3,COD,1000,0.45677975,0.07839861
380341,AuBiK2,ICSD,700,0.45677426,0.20124006
2214897,C14H14Br2Si,COD,1000,0.45677364,0.07427354
7216899,C18H20O5,COD,700,0.45677337,0.086000115
2213926,C15H15N3S2,COD,700,0.45677316,0.08846634
4024566,C13H16F3NO5,COD,1000,0.45677266,0.09814146
7117097,C20H19Br,COD,1000,0.45677003,0.084401876
411733,Ca3In4Ni8,ICSD,700,0.45676816,0.09210337
50599,B5Ba8FN10,ICSD,1000,0.4567648,0.20405489
7104151,C87H46O12,COD,1000,0.4567634,0.08079997
1524853,AlO3Sm,COD,1000,0.45676255,0.095546335
2006132,C27H35ClFN3O10,COD,1000,0.45676145,0.10395682
7205924,C16H20NiO13,COD,700,0.45675772,0.086372346
7150187,C16H16O,COD,1000,0.4567573,0.09049906
2206097,C14H14Cl4N5OP3,COD,1000,0.4567541,0.101291165
2227300,C8H7N5O2,COD,1000,0.45675114,0.091404036
2225170,C27H27N7O6,COD,700,0.45674947,0.06385742
634818,Ga2Nd3Ni6,ICSD,700,0.45674938,0.096093774
4322158,C9H10AuNO,COD,700,0.45674694,0.14080164
424097,Ge6Sr7,ICSD,1000,0.45674628,0.14078036
98113,Ba2Cu3LuO6,ICSD,1000,0.45673457,0.20781295
2225833,C27H32N2O10,COD,700,0.45673123,0.09025433
2013109,C25H34N10S2,COD,700,0.45673087,0.0889086
8100723,C9H11NO3,COD,700,0.45672938,0.085896626
2227433,C15H18N4O9,COD,700,0.45672667,0.08642503
2206154,C22H32MnN2O9,COD,1000,0.45671967,0.08853991
1500014,C26H26Cl2CuN10O9,COD,1000,0.45671862,0.09056514
2210330,C17H28O7,COD,700,0.45671678,0.08093397
2225026,C13H18N2O,COD,700,0.45671585,0.0650547
2007855,C22H21BN2,COD,1000,0.4567135,0.08251636
2200302,C23H32N2O5,COD,700,0.45671242,0.075039744
4100965,C47H56N4O4,COD,700,0.4567043,0.07041118
2218533,C36H38Co2N8O9,COD,700,0.45670384,0.08015284
2212020,C26H35CaCl2N7O10,COD,700,0.4566991,0.07734987
236326,CHMo2O13Rb3,ICSD,1000,0.4566926,0.109261595
8102181,C14H17O2,COD,700,0.45669138,0.089815386
104237,AgBaSe3Y,ICSD,700,0.45669028,0.115075156
2212105,C14H13I2N3O3,COD,1000,0.45668685,0.059037328
2012169,C26H35LaO2S,COD,1000,0.45668423,0.07861702
33883,Ca4Cl6O,ICSD,1000,0.4566816,0.111242935
1100164,C14H22N4NiO6,COD,700,0.45668137,0.113859214
612938,B6Co12Eu,ICSD,700,0.45668018,0.17752357
7150887,C17H27N3O3,COD,700,0.45667917,0.073942445
7150130,C13H13N3O2,COD,700,0.45667884,0.08331752
2006801,C23H27N7Sn,COD,1000,0.45667836,0.069314644
1528894,Ce3Ni2Si8,COD,700,0.4566753,0.102281824
2202910,C44H48Ge2O6Si3,COD,1000,0.45667413,0.094338
4023288,C19H22FeN2O2,COD,700,0.4566693,0.10005373
416132,Ga4O17P4,ICSD,1000,0.45666528,0.13210787
2000462,C12H15N4NaO4S,COD,700,0.45666516,0.07645917
2014647,C7H7N2O2,COD,700,0.4566594,0.06448439
2207835,C3H2N2O,COD,1000,0.45665812,0.069421165
73155,Cl6KNb,ICSD,700,0.45665723,0.10615128
610822,AsLuPt,ICSD,700,0.456655,0.12980884
413755,CF5NS,ICSD,1000,0.45665485,0.11968039
