,id,T,formula,database,zT_pred,zT_std
80063,77862,700,Pa,ICSD,19.692327,8.531602
57056,43569,700,Ce,ICSD,19.365686,9.23126
57056,43569,1000,Ce,ICSD,19.196291,11.738157
80425,54338,700,Pr,ICSD,18.57733,9.809966
80063,77862,1000,Pa,ICSD,18.412085,10.004488
80425,54338,1000,Pr,ICSD,17.45062,9.514317
81880,77702,700,U,ICSD,16.654423,9.0865345
77846,9008526,700,Nd,COD,15.808615,9.070057
77846,9008526,1000,Nd,COD,15.786534,7.9719214
81880,77702,1000,U,ICSD,15.687523,8.572742
78605,9008585,700,Np,COD,14.559229,10.02533
80734,2101456,1000,Pu,COD,14.427873,6.2417636
78605,9008585,1000,Np,COD,14.319673,8.06923
80734,2101456,700,Pu,COD,13.9221525,7.268011
81649,52482,1000,Sm,ICSD,12.650683,6.1696486
81649,52482,700,Sm,ICSD,12.454718,6.548188
2999,248475,700,Am,ICSD,12.035614,6.2331724
2999,248475,1000,Am,ICSD,11.474236,7.0826025
59593,622373,700,Cm,ICSD,11.337586,5.51503
59593,622373,1000,Cm,ICSD,11.061276,6.486188
65229,631240,1000,Eu,ICSD,10.788082,4.936454
65229,631240,700,Eu,ICSD,10.057099,5.4502764
68893,9015483,1000,Gd,COD,9.519009,5.1982174
68893,9015483,700,Gd,COD,9.436291,7.022731
66969,4113940,700,Fe,COD,8.511476,5.6724586
66969,4113940,1000,Fe,COD,8.041808,5.7059736
81765,52496,700,Tb,ICSD,6.756653,3.7855864
81765,52496,1000,Tb,ICSD,6.585321,3.7548661
60466,9004229,1000,CoFe,COD,6.284073,3.7310438
64295,9008494,1000,Dy,COD,5.6370254,3.2597587
59619,9012884,1000,Co,COD,5.5248704,4.1421504
64295,9008494,700,Dy,COD,4.874281,3.2011118
60466,9004229,700,CoFe,COD,4.8360467,4.9902334
59619,9012884,700,Co,COD,4.478916,3.4169812
4851,152090,1000,Au3LiNa2,ICSD,4.3210125,1.7330029
71364,638356,1000,H4Na2Pt,ICSD,3.761431,1.8148766
5348,1517938,1000,AuRb,COD,3.7413929,1.4238198
66803,415010,1000,FH2ORb,ICSD,3.7371888,0.6368556
72384,639321,1000,Ho,ICSD,3.7291672,2.1178758
4846,7209415,1000,Au3K2,COD,3.6861172,1.1946855
4819,1510492,1000,Au3Cu,COD,3.6654615,1.0771432
58325,29411,1000,Cl3CsH4Na2O2,ICSD,3.6438758,0.6658434
5070,1517937,1000,AuCs,COD,3.6333103,1.3728521
62241,415545,1000,Cs8OTl8,ICSD,3.6132617,0.49839476
80192,1512531,1000,Pd,COD,3.6069698,1.5673091
5083,1510102,1000,AuCsO,COD,3.5910754,0.48546058
5330,8101135,1000,AuORb,COD,3.5669346,0.4725281
54899,427055,1000,CH3CsN2O,ICSD,3.5632267,0.63035846
4861,1510510,1000,Au3Rb2,COD,3.5531113,1.2069166
5091,1510113,1000,AuCu,COD,3.5496182,1.325064
59367,92480,1000,ClH2HgN,ICSD,3.5283923,0.541166
59375,4315700,1000,ClH2O2Tm,COD,3.5278766,0.4758641
46060,39918,1000,C4H16N11O13Tm,ICSD,3.5265458,0.4351803
46450,300,1000,C4H6K2N4O3Pt,ICSD,3.5244493,0.6102525
38700,152108,1000,C2H3AuClN,ICSD,3.4935791,0.53827316
4744,2018869,1000,Au2K,COD,3.4902735,1.4271146
5081,62064,1000,AuCsK2O2,ICSD,3.4836123,0.5240154
5078,412194,1000,AuCsH3N,ICSD,3.4827936,0.5950657
4920,1510553,1000,Au5Cs7O2,COD,3.4823437,0.55887216
59280,4315696,1000,ClErH2O2,COD,3.481413,0.46611756
62326,421717,1000,CsF2H4N,ICSD,3.4636,0.41256607
61672,422187,1000,Cs10O4SiTl6,ICSD,3.4348142,0.48757094
10824,412583,1000,BiH8Na3O7,ICSD,3.4085956,0.491049
46466,976,1000,C4H6N4Na2O3Pt,ICSD,3.388627,0.624207
38709,7003211,1000,C2H3CsO,COD,3.3861446,0.5007462
54915,427054,1000,CH3N2ORb,ICSD,3.3838308,0.45245978
62455,2012559,1000,CsH3O2,COD,3.3836617,0.4623477
66412,415009,1000,F6H5O2Rb5,ICSD,3.378395,0.47035226
59368,4315695,1000,ClH2HoO2,COD,3.3716357,0.39024094
5092,9013496,1000,AuCu3,COD,3.3656821,1.2879848
15880,2209670,1000,C12H18Ho2O15,COD,3.3647377,0.45346403
61670,422188,1000,Cs10GeO4Tl6,ICSD,3.3587124,0.58650696
61671,422189,1000,Cs10O3SnTl6,ICSD,3.3502603,0.50176543
4941,1510569,1000,Au5O2Rb7,COD,3.3434384,0.48630047
61996,421716,1000,Cs3F3H12N4,ICSD,3.330316,0.49004376
45951,2204850,1000,C4H14ClErO9,COD,3.3298602,0.5761072
48263,151326,1000,C5H9ErN2O8,ICSD,3.3265426,0.5217681
49922,2208553,1000,C6H8ErO7,COD,3.3217406,0.44652188
4947,1510578,1000,Au6Cs4S5,COD,3.3036816,0.38196862
16040,2213609,1000,C12H20Ho2O19,COD,3.3003726,0.46719012
59376,4315698,1000,ClH2O2Yb,COD,3.2916665,0.43349087
49919,2208246,1000,C6H8DyO7,COD,3.2909906,0.4897668
64190,5910049,1000,CuPt,COD,3.2889783,1.2997215
5085,656712,1000,AuCsS,ICSD,3.2841184,0.533997
15683,2212559,1000,C12H16Er2O15,COD,3.2812378,0.50323725
21353,2224534,1000,C15H22ErO14,COD,3.2807238,0.4096753
4753,1510444,1000,Au2Na,COD,3.2752612,1.6391759
49191,8100042,1000,C6H16ErO11,COD,3.2726731,0.45898435
79681,7100942,1000,ORb5Tl3,COD,3.271829,0.56146824
55030,2006712,1000,CH6Cl5Hg2N3,COD,3.2709615,0.54383147
45780,2201356,1000,C4H12Br4N5Tl,COD,3.2692554,0.56152844
38773,2216761,1000,C2H4Cl2Pt,COD,3.2676685,0.4224031
25881,2225084,1000,C18H20ErN5O13,COD,3.2597961,0.49149847
59279,1530725,1000,ClErH,COD,3.2549791,0.44625115
61906,2268,1000,Cs2O2Pb,ICSD,3.253501,0.49526462
49022,2007105,1000,C6H13Cl3ErN3O2,COD,3.2528303,0.6724725
51945,4317106,1000,C8H14O13Pb6,COD,3.2464716,0.56606746
62452,65150,1000,CsH3Li2O3,ICSD,3.2457418,0.55235314
61950,413241,1000,Cs2Pt,ICSD,3.2349617,1.3291957
4858,1510508,1000,Au3O2Rb5,COD,3.2341933,0.4680491
51721,2205047,1000,C8H12Br4NTl,COD,3.2340574,0.5523301
65038,4031387,1000,ErH3O3,COD,3.2312787,0.4384408
48262,151327,1000,C5H9DyN2O8,ICSD,3.229113,0.61025286
4958,1510581,1000,Au6Rb4S5,COD,3.2240593,0.510238
11116,191928,1000,Br2Cs2H2Hg2I4O,ICSD,3.2058454,0.68456066
49920,2012708,1000,C6H8ErNO7,COD,3.1942096,0.48744768
59274,4315694,1000,ClDyH2O2,COD,3.1933618,0.49850756
55126,172202,1000,CHCsO2,ICSD,3.1931765,0.49021974
49908,171623,1000,C6H8CoErN6O4,ICSD,3.191769,0.6241424
4968,7209422,1000,Au7Rb3,COD,3.1872494,1.2781634
62447,2013922,1000,CsH2O2P,COD,3.178194,0.436343
72384,639321,700,Ho,ICSD,3.1772308,2.1078453
43441,162078,1000,C3H18Bi2I9N9,ICSD,3.1759727,0.54115945
49226,2012979,1000,C6H17DyO10,COD,3.1750638,0.4981276
66830,8267,1000,FHHgO,ICSD,3.1725085,0.45746577
38761,2208221,1000,C2H4AuN3S2,COD,3.164163,0.46774316
48256,7015632,1000,C5H9Cl2N3Pt,COD,3.1592345,0.48434055
62189,74933,1000,Cs5H4N6P,ICSD,3.1555002,0.537194
59407,9009482,1000,ClHOPb,COD,3.1544988,0.5167831
24766,2017380,1000,C17H25HoN6O8,COD,3.1528277,0.5490865
48788,2214723,1000,C6H10Br4N2Tl,COD,3.151112,0.49114993
38886,408904,1000,C2H6CsF2Ga,ICSD,3.1502204,0.6396909
71193,47115,1000,H3O2Rb,ICSD,3.1445627,0.36567214
61750,65942,1000,Cs2Fe2K4O5,ICSD,3.1445587,0.38674557
64192,108775,1000,CuPt7,ICSD,3.1430182,1.5053294
62462,50237,1000,CsH4N2O2P,ICSD,3.1421325,0.575019
4954,1510580,1000,Au6K4S5,COD,3.1396074,0.44952655
19460,2211878,1000,C14H19ErN2O14,COD,3.1383238,0.5432899
21654,2001143,1000,C15H33Cl3ErN3O24,COD,3.1373105,0.67568433
4817,1510489,1000,Au3CsS2,COD,3.1367157,0.4796157
974,1509516,1000,AgPt3,COD,3.1305346,1.1376104
53238,2007833,1000,C9H12BiCl3,COD,3.1285737,0.5895401
77587,2020042,1000,NaPt2,COD,3.127439,1.4818785
5246,1510204,1000,AuKS,COD,3.1240728,0.43004763
62325,45858,1000,CsF2H,ICSD,3.1209207,0.41525877
48740,86650,1000,C6Cs3N6NaRe6Se8,ICSD,3.1186886,0.5373575
19081,2221268,1000,C14H15N2O12Tm,COD,3.118415,0.5281862
62161,422336,1000,Cs4OTl2,ICSD,3.1177728,0.5217878
48165,4060235,1000,C5H7O2Tl,COD,3.1176038,0.5420065
48174,4060115,1000,C5H8AuClN2,COD,3.1154132,0.5535839
4886,85583,1000,Au4CdK2S4,ICSD,3.1138031,0.39383078
71266,73152,1000,H4K2N2O2Si,ICSD,3.113703,0.49370053
5351,1510281,1000,AuRbS,COD,3.1111298,0.4845605
45923,2218672,1000,C4H13I4N3Pb2,COD,3.110814,0.5794844
71787,192169,1000,HIOPb,ICSD,3.110041,0.49983853
43300,110206,1000,C3H10Cl5Hg2N,ICSD,3.1090436,0.55217516
71544,251042,1000,H6Na2O6Pt,ICSD,3.10904,0.3327897
51236,2001505,1000,C7H8Cs2O7,COD,3.107124,0.5578027
53152,2207043,1000,C9H11Cl3N6Pt,COD,3.106401,0.5915755
43663,170635,1000,C3H6AuNO,ICSD,3.1058784,0.57818747
19465,2215038,1000,C14H19HoN2O14,COD,3.1038222,0.5887407
4851,152090,700,Au3LiNa2,ICSD,3.102353,1.2362117
71809,81301,1000,HK6Na15Tl18,ICSD,3.1012456,0.58417594
11700,404573,1000,BrHOPb,ICSD,3.0996659,0.41350973
71476,92466,1000,H6K2O6Pb,ICSD,3.0982068,0.39134598
62468,36633,1000,CsH5O3,ICSD,3.0953918,0.39355597
63251,5910117,1000,Cu3Pt,COD,3.092625,1.0934788
62071,411893,1000,Cs3NaPb4,ICSD,3.089532,0.530637
12150,2213746,1000,C10H12Br4N2Pb,COD,3.0892773,0.5920505
59285,427476,1000,ClEu2H3,ICSD,3.0865817,0.490528
46108,2202404,1000,C4H20Cl3N8O6Tb,COD,3.0860767,0.6752577
71249,2216090,1000,H4I3NPb,COD,3.0828912,0.44238895
45849,249145,1000,C4H12Hg2I5N,ICSD,3.0785499,0.64141715
16171,2218075,1000,C12H23Bi2Cl9N12O4,COD,3.0783014,0.56956255
24404,7205380,1000,C17H19DyO15,COD,3.074898,0.46847346
10715,68226,1000,BiCl8F4H3K6,ICSD,3.074548,0.4691947
5004,2200198,1000,AuBr4H4NaO2,COD,3.0740638,0.54448295
5091,1510113,700,AuCu,COD,3.0733666,1.2479751
45935,187249,1000,C4H14BiCl5N8O2,ICSD,3.0717795,0.63657176
11483,415713,1000,Br6H10O5Pb2Sr,ICSD,3.0696197,0.46402922
49217,2210702,1000,C6H16O11Yb,COD,3.0693665,0.4770483
54950,425941,1000,CH4CsN3,ICSD,3.0690572,0.5936253
10709,2220381,1000,BiCl5H4K2O2,COD,3.0686371,0.4779138
61876,33870,1000,Cs2Na3O4Tl,ICSD,3.0686371,0.3844801
46409,2011072,1000,C4H6AuN3S,COD,3.0683656,0.5313469
4850,1510505,1000,Au3Li,COD,3.0633185,1.1365634
54902,188659,1000,CH3FK2O4,ICSD,3.058558,0.53523195
38569,110409,1000,C2H16HoNO12S2,ICSD,3.0567074,0.5809504
45853,2012541,1000,C4H12I3O2S2Tl,COD,3.0536213,0.5227499
49383,281515,1000,C6H24Bi2Cl9N3,ICSD,3.0515826,0.4828257
20909,2218640,1000,C15H16DyO11,COD,3.050981,0.41280818
5241,61226,1000,AuKNa2O2,ICSD,3.0495083,0.47567946
71123,4031386,1000,H3HoO3,COD,3.0489175,0.41164765
49733,260302,1000,C6H6FeK4N6O3,ICSD,3.0488997,0.6388812
4819,1510492,700,Au3Cu,COD,3.0462785,1.351808
24763,2017379,1000,C17H25DyN6O8,COD,3.0462039,0.49875438
51308,7205906,1000,C7H9BiI4N,COD,3.045796,0.55065817
20973,2010782,1000,C15H17BiCl5N3,COD,3.044559,0.5932268
46003,2206718,1000,C4H16BiCl6N3,COD,3.0420492,0.48137265
47702,165653,1000,C5H14HoN2O9,ICSD,3.0404425,0.5070753
43433,2001624,1000,C3H17Cl3HoNO8,COD,3.0380273,0.6750936
19080,2221269,1000,C14H15N2O12Tb,COD,3.0353405,0.5568523
55037,411685,1000,CH6Cs2O6,ICSD,3.0341766,0.4153574
21341,2006279,1000,C15H22B11Br6Tl,COD,3.0332947,0.5264213
43632,2005582,1000,C3H5KO4,COD,3.0326774,0.54618585
59374,4315693,1000,ClH2O2Tb,COD,3.0321648,0.44248086
74142,77382,1000,K2OPb2Si2,ICSD,3.0301952,0.5160617
55163,110364,1000,CHO2Tl,ICSD,3.0291257,0.39891738
46445,418607,1000,C4H6HgN4O2,ICSD,3.0289183,0.49906477
45936,422348,1000,C4H14BiN5OS8,ICSD,3.024645,0.5245667
25880,2224420,1000,C18H20DyN5O13,COD,3.0243323,0.47195336
5294,411460,1000,AuNa2O2Rb,ICSD,3.022913,0.48891476
54908,427053,1000,CH3KN2O,ICSD,3.0224576,0.5668529
62334,415005,1000,CsF3H2,ICSD,3.021941,0.53380406
71364,638356,700,H4Na2Pt,ICSD,3.0202532,1.2825782
58917,97927,1000,Cl6H8N2Pt,ICSD,3.018009,0.4666785
49965,2220547,1000,C6H8NO5Tl,COD,3.018002,0.45862156
71532,420292,1000,H6N4O4Pt,ICSD,3.0175295,0.44448316
46054,2000027,1000,C4H16K4N6PbTe3,COD,3.0163157,0.6682232
66803,415010,700,FH2ORb,ICSD,3.0134923,0.44488496
30536,2224817,1000,C21H31O17Tb,COD,3.0134208,0.49162024
10745,406563,1000,BiCs3O3,ICSD,3.0113275,0.43255955
51817,163018,1000,C8H12NO8Yb,ICSD,3.0100536,0.4839415
61793,260478,1000,Cs2H4O2PSe3,ICSD,3.0094063,0.57778203
62463,420529,1000,CsH4NO,ICSD,3.0089939,0.46256912
30571,7014328,1000,C21H33DyO12,COD,3.0076287,0.3769422
62379,150316,1000,CsFH3O3P,ICSD,3.007564,0.4918108
74273,1528247,1000,K3O4Pt2,COD,3.0073442,0.4104082
43840,2216641,1000,C3H9Cl2HgN2,COD,3.0070758,0.6182385
2458,33821,1000,AlCsF4H4O2,ICSD,3.0069718,0.5255859
66810,165371,1000,FH4KO2,ICSD,3.0068913,0.4459597
78913,2267,1000,O2PbRb2,ICSD,3.0060315,0.4579406
6857,69972,1000,B6BrCs3H12S4,ICSD,3.0059376,0.4496113
38723,151107,1000,C2H3KOS2,ICSD,3.0044491,0.5335959
51291,2001504,1000,C7H8O7Rb2,COD,3.0033529,0.46411175
12175,1101127,1000,C10H12Cl2HgN4O2,COD,3.0028467,0.7276213
12177,1101057,1000,C10H12Cl2N8O4Pt,COD,3.0023465,0.72453344
4889,611737,1000,Au4Cr,ICSD,3.0011282,1.0941172
58325,29411,700,Cl3CsH4Na2O2,ICSD,2.998216,0.5598724
45995,2012618,1000,C4H16Au2N8O4S5,COD,2.9980307,0.66979945
61808,25513,1000,Cs2HgO2,ICSD,2.9973273,0.46611816
58097,81589,1000,Cl2CuH4O4Pb2,ICSD,2.9973044,0.38926122
52170,2012464,1000,C8H20Br5N2Tl,COD,2.9953175,0.4262699
43664,248302,1000,C3H6AuNS,ICSD,2.9941494,0.58820546
66801,200383,1000,FH2O2Rb,ICSD,2.9925218,0.4590875
40200,2207940,1000,C31H34DyN9O16,COD,2.9919622,0.56006885
62459,62654,1000,CsH4LiN2,ICSD,2.9901834,0.59954643
8031,416893,1000,Ba2ClH3,ICSD,2.9878473,0.4109456
48265,7015631,1000,C5H9I2N3Pt,COD,2.9874628,0.5210386
12707,2001665,1000,C10H18Cl3ErN2O9,COD,2.9859855,0.71563077
44166,2204813,1000,C40H48Bi3Cl18KN8,COD,2.9847918,0.7019403
10546,7222172,1000,Bi4Cs6O9,COD,2.9801025,0.3418573
21078,4000597,1000,C15H18BiBr3S3,COD,2.979621,0.52746975
31534,2016246,1000,C22H27ErN2O10,COD,2.9795551,0.61578876
39001,2012617,1000,C2H8AuClN4S2,COD,2.9781327,0.79606533
38345,1526418,1000,C2Cs2Pt,COD,2.976814,0.5179099
38942,411683,1000,C2H6O9Rb4,ICSD,2.9752946,0.48216695
71497,251041,1000,H6Li2O6Pt,ICSD,2.9742079,0.44833028
19461,2217836,1000,C14H19ErO,COD,2.9730744,0.39372087
71137,47114,1000,H3KO2,ICSD,2.9728692,0.35281977
39011,110527,1000,C2H8Br3HgN,ICSD,2.9724877,0.63680744
39025,2010331,1000,C2H8Cl2N2Pt,COD,2.967623,0.48715025
49891,2010545,1000,C6H8Cl2HgN4S2,COD,2.966992,0.68114686
71134,65148,1000,H3KLi2O3,ICSD,2.9668689,0.40729088
50451,1100863,1000,C7H12AuClN2,COD,2.9667325,0.53910804
51415,7014846,1000,C80H121O42Tb9,COD,2.965085,0.4130472
54909,16412,1000,CH3KN2OS,ICSD,2.961892,0.5107166
48259,2219083,1000,C5H9Cl4Hg2NO2,COD,2.9614584,0.5932792
62471,65151,1000,CsH6Li2N3,ICSD,2.9599924,0.50801677
16250,2215550,1000,C12H24N3O12Tb,COD,2.9595487,0.5531266
48864,2005850,1000,C6H11AuCl3F2P,COD,2.9586747,0.6684944
54968,422591,1000,CH4N3Rb,ICSD,2.958639,0.5704355
46450,300,700,C4H6K2N4O3Pt,ICSD,2.9557543,0.52225876
61951,26266,1000,Cs2Pt3S4,ICSD,2.95482,0.3716604
66286,426418,1000,F5H9N3Ta,ICSD,2.9542477,0.47692513
9028,1008028,1000,BaCl2H4O2,COD,2.9530323,0.4574315
5322,1510261,1000,AuO2Rb,COD,2.9522088,0.38962048
38498,2221011,1000,C2H12Br4HgN6,COD,2.9518528,0.5591314
62188,248714,1000,Cs5H13N4OSn9,ICSD,2.951457,0.52083415
14148,2100118,1000,C11H16Cl2HgN4,COD,2.9509716,0.496611
71434,4301533,1000,H5NP3Rb3,COD,2.9493606,0.5396012
43665,248301,1000,C3H6AuO2,ICSD,2.949307,0.48852128
51318,2010098,1000,C7H9Cl2Hg2NO2,COD,2.9483578,0.6202091
62250,4103012,1000,Cs9O3Tl4,COD,2.945583,0.51245356
38519,2221615,1000,C2H12HgI4N6,COD,2.9439554,0.6610645
51719,2202090,1000,C8H12Br3NPb,COD,2.9431448,0.5498182
6858,69973,1000,B6BrCs3H12Se4,ICSD,2.9417722,0.5142686
38642,2208074,1000,C2H2CsNaO4,COD,2.941115,0.41244644
71170,416976,1000,H3NRb2Sn2,ICSD,2.940747,0.4560477
12392,2003821,1000,C10H14Cl3HgN2,COD,2.9396567,0.5391129
58601,14020,1000,Cl4H4NTl,ICSD,2.9389443,0.3787734
49806,2007249,1000,C6H7Cl2HgNS,COD,2.9383597,0.6938189
36577,2201400,1000,C27H33N7O18Tb,COD,2.9373112,0.51482075
15304,2222721,1000,C12H13BiCl5N3O,COD,2.9366925,0.73338264
43725,2202736,1000,C3H7Br2NO2Pb,COD,2.9357445,0.70269036
45810,188670,1000,C4H12ClHgN7S4,ICSD,2.934162,0.71743053
62475,36634,1000,CsH7O4,ICSD,2.9311187,0.43590608
46444,7015260,1000,C4H6HgI2N2S,COD,2.9290354,0.7338316
71462,409701,1000,H6HgI3NO,ICSD,2.9278932,0.5462534
50460,2221021,1000,C7H12Cl6N2Re,COD,2.927393,0.48599756
71784,192170,1000,HIO2Pb2,ICSD,2.9269483,0.35088128
38887,281528,1000,C2H6CsNO4S2,ICSD,2.9268844,0.5606652
43306,400162,1000,C3H10HgI3N,ICSD,2.9263957,0.562363
51220,2218525,1000,C7H8Cl2HgS,COD,2.9263232,0.60426915
43448,61781,1000,C3H18F9HoO18S3,ICSD,2.926176,0.5221813
5204,40376,1000,AuI2K5O2,ICSD,2.925958,0.4322604
54835,39365,1000,CH2CsO3,ICSD,2.924346,0.39699912
64570,4031385,1000,DyH3O3,COD,2.9237075,0.3739178
51224,2014206,1000,C7H8Cl2Pt,COD,2.9225705,0.46339804
48123,2001209,1000,C5H7ClHgO2,COD,2.9224708,0.5506778
42930,7006504,1000,C38H63ErO7,COD,2.9222562,0.4166276
71046,2013921,1000,H2O2PRb,COD,2.9221933,0.43609866
71163,49538,1000,H3N3PbS2,ICSD,2.922138,0.3898631
13028,2013966,1000,C10H32I10N4Pb3,COD,2.9205103,0.57232666
49681,172512,1000,C6H6Au3N6O3Tb,ICSD,2.9186954,0.6459909
59104,71141,1000,Cl8H6Hg3N2Pt,ICSD,2.9186754,0.4272953
61773,417441,1000,Cs2H10O9Te,ICSD,2.9173956,0.481205
74371,7100941,1000,K5OTl3,COD,2.917173,0.51007044
62453,413072,1000,CsH3NP2,ICSD,2.916687,0.39541036
74084,2266,1000,K2O2Pb,ICSD,2.9159946,0.45569256
58918,8044,1000,Cl6H8N2Re,ICSD,2.9153333,0.43728048
46002,2004236,1000,C4H16BiCl5N2,COD,2.9150052,0.55104804
46657,2207568,1000,C4H9Br2HgS,COD,2.9125261,0.5978735
323,1510033,1000,Ag3Pt,COD,2.9121833,0.89127326
38898,2205514,1000,C2H6K2N4O5,COD,2.9111996,0.5187747
21665,4308215,1000,C15H33O3Tm,COD,2.9110606,0.45315695
46301,2212181,1000,C4H4CsO3,COD,2.910638,0.5130745
19475,2214841,1000,C14H19N2O14Tb,COD,2.9086204,0.4427282
36757,7014329,1000,C27H45DyO12,COD,2.9079576,0.44146684
46486,2000662,1000,C4H6O4Rb,COD,2.9057171,0.42157936
39049,166616,1000,C2H8FHoO8,ICSD,2.9051256,0.48263633
74042,74956,1000,K2NaO3Tl,ICSD,2.904767,0.42372477
22827,2003929,1000,C16H20Cl2N12O8Pt,COD,2.9042273,0.62311697
62380,150318,1000,CsFH3O4P,ICSD,2.9041755,0.44004315
46562,2011073,1000,C4H8AuN3S,COD,2.9032025,0.53852123
55162,172203,1000,CHO2Rb,ICSD,2.9009311,0.3968749
46330,409975,1000,C4H4N4O2Pt,ICSD,2.899187,0.39181486
22912,4304041,1000,C16H20O9Pb3,COD,2.89789,0.53248036
46490,4306371,1000,C4H6PtS4,COD,2.897039,0.4769174
12564,2013372,1000,C10H16BaN8O9,COD,2.894803,0.50207216
46566,851,1000,C4H8BaN4O4Pt,ICSD,2.893869,0.576388
53684,7104073,1000,C9H21DyO6,COD,2.8932104,0.40548518
65908,45859,1000,F2HRb,ICSD,2.8930216,0.36880112
5070,1517937,700,AuCs,COD,2.8923657,1.2552577
42278,7004319,1000,C36H47O19Tb,COD,2.892361,0.52191615
58136,38066,1000,Cl2H12N6O6Pt,ICSD,2.8920429,0.46401787
59838,33797,1000,Co2K4O5Rb2,ICSD,2.8898883,0.36017877
16354,262184,1000,C12H28N12O18Pu,ICSD,2.8887928,0.6500713
41143,2217658,1000,C33H38DyN9O10,COD,2.8886335,0.47283107
74040,61402,1000,K2Na3O4Tl,ICSD,2.887678,0.41115648
46609,2200105,1000,C4H8I2PtS2,COD,2.88746,0.5126028
5230,165238,1000,AuK19Na6Tl24,ICSD,2.887059,0.43310335
71047,20701,1000,H2O2Pb,ICSD,2.885364,0.40366718
58719,23318,1000,Cl5Cs2FeH2O,ICSD,2.884701,0.60296214
2210,411730,1000,AlAu3O4Rb8,ICSD,2.884362,0.4140532
6947,51306,1000,B6CsH8O7,ICSD,2.8841407,0.45097438
80595,26267,1000,Pt3Rb2S4,ICSD,2.8838925,0.3743555
71417,26225,1000,H5Li4Rh,ICSD,2.8836105,1.0970885
16007,2208177,1000,C12H20Cl2N4Pt,COD,2.8829632,0.5121921
43662,2008998,1000,C3H6AuIN2S,COD,2.882646,0.72477144
4934,1510565,1000,Au5K,COD,2.8803518,1.1710043
51829,2010135,1000,C8H12O8Pb,COD,2.8795888,0.4791832
7977,415127,1000,Ba2BrH3,ICSD,2.8791013,0.35403815
71575,417327,1000,H6O3PRb2S3,ICSD,2.8787463,0.5484264
54827,88936,1000,CH2Cl6O4Pb4,ICSD,2.877656,0.40867847
32528,7010297,1000,C23H25O9Tb,COD,2.8776255,0.40428108
2529,79740,1000,AlF3H2O2Pb,ICSD,2.8770716,0.43368763
43578,248077,1000,C3H4EuN4O3,ICSD,2.8767877,0.3833086
62538,74955,1000,CsK4O4Tl,ICSD,2.8762522,0.46212003
5083,1510102,700,AuCsO,COD,2.8756814,0.37283465
43413,6181,1000,C3H15HoO15,ICSD,2.8739874,0.36751616
71580,4322543,1000,H6O6P3Yb,COD,2.873184,0.41111648
53592,7015633,1000,C9H18Cl2N4Pt,COD,2.8717432,0.6065953
58141,418948,1000,Cl2H12Sr7,ICSD,2.871245,0.35882688
62227,414484,1000,Cs7Fe2O8,ICSD,2.8706396,0.35675108
43286,110272,1000,C3H10Br3HgN,ICSD,2.8705785,0.62446356
10950,407294,1000,BiO3Rb3,ICSD,2.8690958,0.4372495
51690,87574,1000,C8H11N8Na3O5W,ICSD,2.8690615,0.64567953
38700,152108,700,C2H3AuClN,ICSD,2.868967,0.3918047
41282,7014330,1000,C33H57DyO12,COD,2.8680508,0.5664034
51580,2007942,1000,C8H10I2N4Pt,COD,2.867593,0.58035755
11650,427632,1000,BrEu2H3,ICSD,2.8657432,0.34859332
49161,2228397,1000,C6H15O12Sm,COD,2.864842,0.47947624
71296,95786,1000,H4LiN2Rb,ICSD,2.8647974,0.44525397
58551,2000655,1000,Cl4CuH4O2Rb2,COD,2.8645322,0.40905094
49927,249779,1000,C6H8FeN6O4Tb,ICSD,2.8644867,0.7603923
43295,2015264,1000,C3H10Cl2N2Pt,COD,2.8628092,0.50065625
51741,2209424,1000,C8H12Cl3HgN,COD,2.8627875,0.5061032
60370,74889,1000,CoCsK2O2,ICSD,2.8612216,0.51717675
36444,2015783,1000,C27H29ErN2O6,COD,2.8610342,0.5766715
45966,23650,1000,C4H14Hg2N4O13Zn,ICSD,2.8608463,0.64740586
39000,2224022,1000,C2H8AuCl4NO,COD,2.8603308,0.6143216
5242,1510202,1000,AuKO2,COD,2.8591995,0.3625482
40208,2203384,1000,C31H34N9O16Yb,COD,2.8590925,0.536564
12802,2100954,1000,C10H20BiCl3O5,COD,2.8588,0.62949795
46700,2228446,1000,C4H9OTl,COD,2.8583694,0.5042294
62326,421717,700,CsF2H4N,ICSD,2.8581634,0.36800554
62241,415545,700,Cs8OTl8,ICSD,2.8573127,0.4938257
49105,2007995,1000,C6H14N2O10Pb,COD,2.8560748,0.4568772
38658,2203720,1000,C2H2HgI2N,COD,2.8544652,0.5839177
62026,426553,1000,Cs3H2OS4Sb,ICSD,2.8541706,0.40683395
38849,7011806,1000,C2H5O3Re,COD,2.8521392,0.42447072
46179,921,1000,C4H2Cs2N4OPt,ICSD,2.8517523,0.65472484
46466,976,700,C4H6N4Na2O3Pt,ICSD,2.8506067,0.42568365
43841,2005224,1000,C3H9Cl2PPt,COD,2.8505967,0.46609217
10857,407293,1000,BiK3O3,ICSD,2.8503098,0.37979084
12157,2017374,1000,C10H12Br8HgN2O2,COD,2.8501427,0.70672804
54925,425117,1000,CH3NRb,ICSD,2.8481913,0.5172757
4660,408685,1000,Au2Cs2S4Sn,ICSD,2.8474298,0.41148922
61935,658699,1000,Cs2P2Pt,ICSD,2.8472474,0.4494996
53607,2004779,1000,C9H18N10O6Pt,COD,2.8468668,0.538921
