id,T,formula,database,zT_pred,zT_std,mp_id,source
423015,700,BiIIn2Se4,ICSD,1.6134824,0.11929946,mp-1201600,gurobi
159466,1000,BrInSb2Se4,ICSD,1.613266,0.11789018,mp-570321,gurobi
59501,1000,In9Pt13,ICSD,1.6120431,0.11860202,mp-571060,gurobi
407982,1000,GaI7Te,ICSD,1.6093144,0.14708862,mp-29541,gurobi
407981,1000,I7InTe,ICSD,1.6079226,0.1364442,mp-680058,gurobi
236250,1000,Cu2KSbSe3,ICSD,1.6075583,0.123511896,mp-1199182,gurobi
189278,1000,Cu2Se4SnZn,ICSD,1.6073141000000002,0.13654803,mp-1078918,gurobi
56324,1000,In4Se4Sn,ICSD,1.6050874,0.14685915,mp-628768,gurobi
9011850,1000,Ag7Te4,COD,1.6042346,0.12903573,mp-28228,gurobi
649557,1000,Pt3Sb,ICSD,1.6035901,0.115787454,mp-1078755,gurobi
5910050,1000,Ag3Hg4,COD,1.6034433,0.14986053,,gurobi
1524712,1000,BrInTe,COD,1.6016358999999998,0.14166784,mp-29236,gurobi
1509989,700,Ag8Se6Sn,COD,1.6013223,0.12957907,mp-17984,gurobi
1510571,1000,Au5Sn,COD,1.6007416,0.14715698,mp-30418,gurobi
420139,700,Br7Hg6InSb4,ICSD,1.6006718999999998,0.12813173,mp-1203885,gurobi
4030532,1000,NaS2Yb,COD,1.598203,0.13256504,mp-4494,gurobi
4001921,1000,Ga4Se7Sn,COD,1.5953292,0.13187656,,both
4313308,1000,As2Cs2Se9Sn,COD,1.5951451,0.14756422,mp-568403,gurobi
152189,1000,Sb16Te3,ICSD,1.5932262,0.14886442,,gurobi
65052,1000,Pd7Se2,ICSD,1.5929455,0.1381449,mp-618,gurobi
418556,700,Bi20I36Pt3,ICSD,1.5927987,0.14148878,mp-1197111,gurobi
4313793,1000,CdCsSe3Tb,COD,1.592461,0.14904241,mp-11121,gurobi
413229,1000,Br8Ga2Pd,ICSD,1.5921379,0.1260097,mp-30945,gurobi
418796,1000,Br9Nb2S4Tl5,ICSD,1.5921063,0.14547679,mp-558099,gurobi
79,1000,I4Te,ICSD,1.5919197,0.13211825,mp-570884,gurobi
415012,700,Bi2I9Tl3,ICSD,1.5915357,0.1210262,mp-569203,gurobi
69593,1000,Cu8GeSe6,ICSD,1.5901918,0.14969993,mp-570393,gurobi
9011252,1000,As3Cd2I,COD,1.5893729,0.12747735,mp-27577,gurobi
248258,1000,Cu2Se3Sn,ICSD,1.5878716,0.12949187,mp-1200177,gurobi
4000566,1000,Ag2BaSe4Sn,COD,1.5876311,0.14254424,mp-569114,gurobi
103922,1000,GaPt3,ICSD,1.5860968,0.12339038,mp-11407,gurobi
624899,1000,CoSb2,ICSD,1.5822874,0.12182796,mp-9835,gurobi
42595,1000,Pd2Sn,ICSD,1.5821445,0.12733975,mp-1851,gurobi
2310540,1000,As2Te3,COD,1.5816448,0.13902523,mp-484,gurobi
9008983,1000,IIn,COD,1.5781491,0.14155658,mp-23202,both
8101317,1000,Br7GaSe,COD,1.5776207,0.12506571,mp-23376,gurobi
610367,1000,AsCuTe,ICSD,1.5747665000000002,0.14021449,,gurobi
7209400,700,AuBr3,COD,1.5741191,0.13586079,mp-27213,gurobi
412776,1000,Ir3Sn7,ICSD,1.5736873,0.123672836,mp-22040,gurobi
410090,1000,K5Pb24,ICSD,1.5732764,0.13428053,mp-21613,gurobi
69680,1000,Cs2Se7Sn3,ICSD,1.5732194,0.11991551,,gurobi
1010043,1000,I4Sn,COD,1.5732056,0.13158281,mp-571436,gurobi
604758,700,Ag7AsSe6,ICSD,1.5729065,0.14548355,mp-1200563,gurobi
4030786,1000,HoRbS2,COD,1.5727916000000002,0.1424019,mp-9366,gurobi
22182,1000,As2CdSn,ICSD,1.5717764,0.099160664,mp-3829,gurobi
60491,700,ITl,ICSD,1.5663692,0.14567304,mp-571102,gurobi
53575,700,Ga2HgTe4,ICSD,1.5638938,0.120063566,mp-16337,gurobi
9009141,700,I2Pb,COD,1.5634484,0.14332515,mp-567178,gurobi
82788,700,Br4Hg3Te,ICSD,1.5619937,0.14620884,mp-29097,gurobi
1524228,1000,Bi2Ni3Se2,COD,1.5600286,0.1187357,mp-30973,gurobi
60755,1000,CdI6In4,ICSD,1.5593556,0.1471726,mp-616218,gurobi
413557,1000,Ga2Ir,ICSD,1.5592754999999998,0.11777569,mp-31253,gurobi
95094,700,Ag2HgSe4Sn,ICSD,1.5586432,0.122589044,mp-10963,gurobi
4314708,1000,Ag2AsCsS3,COD,1.5558968,0.14723459,mp-866615,gurobi
611679,1000,Au5Cd8,ICSD,1.5535421,0.14060716,mp-1193415,gurobi
48016,1000,I2Zn,ICSD,1.5534444,0.09971455,mp-571292,gurobi
193117,1000,AsInPd5,ICSD,1.5533135,0.10970417,mp-1025293,gurobi
627313,1000,Cu2FeGeSe4,ICSD,1.5532317,0.11297117,mp-1087471,gurobi
190588,700,Ag2I4Zn,ICSD,1.5516385,0.13909845,mp-1104888,gurobi
108293,700,SeSn,ICSD,1.5503023,0.13934478,mp-1205370,gurobi
657394,1000,Cu3K3Se8Ta2,ICSD,1.5464923000000002,0.1491693,mp-1200105,gurobi
154669,1000,CuHoPbSe3,ICSD,1.546396,0.14796208,mp-6244,gurobi
1523046,1000,Ga5Ir3,COD,1.5442843000000002,0.11065183,,gurobi
2105383,700,Ag9GaSe6,COD,1.5427415,0.1282251999999999,mp-27163,gurobi
152521,1000,CuPbSe3Yb,ICSD,1.5425082,0.14079785,mp-1178694,gurobi
1008058,1000,NiRh2Se4,COD,1.5406871000000002,0.12885684,mp-4852,gurobi
626736,1000,CrSe2Tl,ICSD,1.5405617,0.12838264,mp-998927,gurobi
1524518,1000,FeSn2,COD,1.5394351000000002,0.13426349,mp-22752,gurobi
52832,1000,Cd6Sb5,ICSD,1.5388631000000002,0.12160812,mp-669510,gurobi
634441,1000,Ga3Ir,ICSD,1.5370182,0.12527072,mp-1189634,gurobi
627827,1000,Cu2GeSe4Zn,ICSD,1.536316,0.100990385,mp-10824,gurobi
4310304,1000,CsGeSe4Sm,COD,1.5358886,0.14264636,mp-1192812,gurobi
647972,1000,PPt5Sn,ICSD,1.5352844,0.13160989,mp-1078155,gurobi
4000818,700,Hg3Se4Tl2,COD,1.5347188,0.13329749,mp-1105692,gurobi
249724,1000,C6Au3KN6Ni,ICSD,1.5347062,0.12639594,mp-567861,gurobi
9008881,1000,CdSb,COD,1.5340981000000002,0.12460021,mp-1321,gurobi
1526197,1000,CdGa2Se4,COD,1.5339761,0.14405568,mp-3772,gurobi
9000252,700,Ag2Se,COD,1.5324402,0.13463372,mp-568936,gurobi
9008936,1000,GePd,COD,1.5308646,0.124008745,mp-1424,gurobi
5910326,1000,In2Se4Zn,COD,1.5264167,0.124058396,,gurobi
165350,1000,EuK4P2Se8,ICSD,1.5256482,0.14051977,mp-1194232,gurobi
69652,1000,Br4GaIn,ICSD,1.5255073,0.14176558,mp-541283,gurobi
9014572,1000,CuNiSb2,COD,1.5245252,0.14744267,mp-11834,gurobi
2020013,1000,HoKS2,COD,1.5238651,0.14229715,mp-15786,gurobi
201607,700,I2In,ICSD,1.5209999,0.13074648,mp-29312,gurobi
634438,1000,Ga9Ir2,ICSD,1.5204022,0.117117226,mp-1191262,gurobi
156499,1000,Ir2Sn3Te3,ICSD,1.5201322,0.1296879,mp-5142,gurobi
152519,1000,CuErPbSe3,ICSD,1.5176395,0.13285846,mp-567983,gurobi
4315490,1000,Au50Ca13Ge22,COD,1.5174962,0.14180647,mp-1203630,gurobi
400652,1000,Cu3SbSe4,ICSD,1.517411,0.13924406,mp-9814,gurobi
2106208,700,In6Se7,COD,1.5172417,0.13396256,,gurobi
1524598,1000,Sb5Zn6,COD,1.5162468,0.1357072999999999,mp-672684,gurobi
190327,1000,NiSb3,ICSD,1.5160241,0.14836949,mp-1106023,gurobi
4304497,700,In9Se14,COD,1.5150197,0.111464486,,gurobi
89912,1000,Ba3Bi6PbSe13,ICSD,1.5140063999999998,0.14720607,mp-669415,gurobi
36217,1000,Br3FeTl,ICSD,1.5127149,0.11724832,mp-504821,gurobi
9012583,1000,NiSb2,COD,1.511666,0.1293359999999999,mp-19895,gurobi
414218,700,BrIn5Se5,ICSD,1.51122,0.10541402,mp-510346,gurobi
4030531,1000,NaS2Tm,COD,1.5107959999999998,0.14626265,mp-9076,gurobi
624816,1000,CoRh2Se4,ICSD,1.5103269,0.10802837,mp-1078249,gurobi
16736,1000,As2CdGe,ICSD,1.5096511,0.10673104,mp-4953,gurobi
423670,1000,I3IrTe6,ICSD,1.5094675,0.13001697,mp-1188875,gurobi
1510519,1000,Au3Zn,COD,1.5089699,0.12141996,mp-669566,gurobi
165360,1000,AgKPSe3,ICSD,1.507162,0.14702034,mp-1196972,gurobi
52811,1000,CdIn2Se4,ICSD,1.5067573,0.096855015,mp-22587,gurobi
32714,700,InSe,ICSD,1.5051478,0.123679146,mp-21405,gurobi
611044,1000,AsNiPd,ICSD,1.5047077,0.13928044,mp-1079440,gurobi
1509200,700,AgAsSe2,COD,1.5044018,0.13505803,mp-4483,gurobi
4337945,1000,As2Cd3,COD,1.5032603999999998,0.12884262,mp-570634,gurobi
616741,1000,BiIrSe,ICSD,1.5025308000000002,0.10195606,mp-1103228,gurobi
419827,1000,AlI4Tl,ICSD,1.5022972,0.13481858,mp-607829,gurobi
42226,1000,CdI2,ICSD,1.5021791000000002,0.13650802,mp-571615,gurobi
628989,1000,Cu3Sb,ICSD,1.5021149,0.11466285,mp-2002,gurobi
37099,700,I4Tl2Zn,ICSD,1.5009311,0.14457637,mp-30532,gurobi
