# List of unique stable 3D crystal structures from the COD (free) and ICSD (not free) databases.
# Created by Nicola Marzari’s group involving some cleaning to remove implausible materials.
formula,database,id
AgI2O8V,ICSD,420855
AgI2Tl,COD,1509391
AgI3K2,COD,2105343
AgI3O8,COD,4001945
AgI3O9Pd,COD,4316839
AgI3Rb2,COD,1509392
AgI3Tl2,COD,1509393
AgI4LaO12,ICSD,427150
AgI4O12Y,ICSD,427149
AgI5Tl3,COD,7209370
AgIO2,COD,5910025
AgIO3,ICSD,188065
AgIO4,COD,1509390
AgIO6U,ICSD,280739
AgISe3,COD,4027807
AgITe3,COD,4027808
AgIn2,COD,1509415
AgIn2Na3,COD,4331400
AgIn3K2Se6,COD,4313157
AgIn3Zr5,ICSD,190116
AgIn5Se8,COD,1509418
AgIn5Te8,ICSD,151871
AgInLi2,COD,1509395
AgInO2,COD,1509397
AgInO7P2,COD,2228656
AgInO8W2,ICSD,60373
AgInP2S6,COD,1000229
AgInP2Se6,ICSD,71968
AgInS2,COD,1509403
AgInSe2,COD,1509408
AgInTe2,COD,1509413
AgK2NbS4,ICSD,84292
AgK2P,COD,8103396
AgK2S4Sb,ICSD,82144
AgK2S4Ta,ICSD,84294
AgK2S4V,ICSD,66840
AgK2Sb,COD,7209345
AgK2Se4V,ICSD,50461
AgK3O2,COD,1509428
AgK3Se8Sn3,ICSD,416330
AgK5N2O2,ICSD,73296
AgK5O9S6,ICSD,418307
AgKN2O6,ICSD,100711
AgKNpS3,COD,4303825
AgKO,COD,1509421
AgKO6P2,ICSD,73813
AgKPSe3,ICSD,165360
AgKSe,COD,1509424
AgLa,COD,1509429
AgLa3S7Si,COD,8102914
AgLa3S7Sn,ICSD,417316
AgLa3Se7Si,ICSD,418059
AgLa3Se7Sn,ICSD,417803
AgLa5O7S5Ti2,ICSD,99613
AgLa5Pb3,ICSD,659160
AgLaMg,ICSD,657932
AgLaNb2O7,ICSD,73983
AgLaO12P4,ICSD,415534
AgLaO4Ti,ICSD,78719
AgLaOS,ICSD,89023
AgLaPb,ICSD,107099
AgLaSb2,COD,1509437
AgLi,ICSD,247145
AgLi2Pb,COD,1509444
AgLi2Sb,COD,1509445
AgLi2Sn,COD,1509449
AgLi2Sn2,ICSD,426085
AgLu6Te2,ICSD,160184
AgLuO2,ICSD,246823
AgLuPb,ICSD,107278
AgLuSe2,ICSD,605535
AgLuSi,ICSD,605536
AgLuSn,COD,7209347
AgMg,COD,1509457
AgMg2Nd,ICSD,110801
AgMg2Pr,COD,1509460
AgMg2Sm,COD,1509461
AgMgO9P3,ICSD,50671
AgMgPr,ICSD,657934
AgMgSb,ICSD,187150
AgMgSm,ICSD,657935
AgMgY,COD,1509459
AgMn3N,COD,1509463
AgMn6O24P7,ICSD,411490
AgMnO4,COD,8103397
AgMnO4P,ICSD,420703
AgMnO4V,ICSD,246202
AgMnO9P3,ICSD,94511
AgMo2O13P3,COD,1001628
AgMo2O8,COD,4503203
AgMo3O14P2,COD,1001598
AgMo3O16P3,COD,1001544
AgMo3Se3,ICSD,603624
AgMo6S8,ICSD,605576
AgMo6Se8,ICSD,605582
AgMo6Te6,COD,1509467
AgMoO6P,ICSD,27178
AgN,COD,8103398
AgN2NaO4,ICSD,200377
AgN2O6Rb,ICSD,100713
AgN3,COD,1010308
AgN3O4,COD,7004808
AgNO2,COD,2105346
AgNO3,COD,2105349
AgNO5Te,ICSD,63031
AgNa2Sb,COD,7209348
AgNa3O2,COD,1528854
AgNa3S2,COD,1509476
AgNaO,COD,1509474
AgNaO3S2,ICSD,418297
AgNb2PS10,ICSD,59707
AgNb3O8,COD,7209349
AgNb3S4,ICSD,605592
AgNb3Te4,ICSD,605595
AgNbO3,COD,1100917
AgNbRb2S4,ICSD,50463
AgNbRb2Se4,ICSD,402423
AgNd,COD,1509480
AgNd3S7Si,ICSD,605606
AgNd3Se7Si,ICSD,418055
AgNdO12P4,ICSD,39264
AgNdPb,ICSD,107102
AgNdSn,ICSD,155736
AgNiO2,COD,1509486
AgNiSe2,ICSD,605616
AgNiTe2,ICSD,605619
AgNpO5Se,COD,4313776
AgO,COD,7109246
AgO10P2V2,COD,1001566
AgO13P4Ta,ICSD,86892
AgO2Rb3,COD,1509493
AgO2Rh,ICSD,261561
AgO2Sc,COD,1509495
AgO2Y,COD,1509496
AgO2Yb,ICSD,163472
AgO3P,COD,2310066
AgO3Sb,COD,4336321
AgO3Ta,COD,8103400
AgO3Te,ICSD,417354
AgO3TeTl,ICSD,169995
AgO3V,COD,1509498
AgO4PZn,COD,2228075
AgO4Re,COD,2008824
AgO4S,ICSD,421341
AgO4Tc,COD,2013356
AgO5SeV,ICSD,417773
AgO5TeV,ICSD,417774
AgO6Sb,COD,9014380
AgO6TlV2,ICSD,201934
AgO6UV,COD,1004114
AgO7P2V,ICSD,427970
AgO9P3Zn,COD,1007092
AgOPTh,ICSD,419463
AgORb,COD,1509490
AgP2,COD,1509504
AgP2S6Sc,ICSD,63273
AgP2S6V,ICSD,202045
AgP2ScSe6,ICSD,420302
AgP2Se6Tm,ICSD,420304
AgP2Se6V,ICSD,68143
AgPPd5,ICSD,605631
AgPPt5,ICSD,605633
AgPS3,COD,2105351
AgPS4Zn,ICSD,48197
AgPSr,COD,7209350
AgPb3Zr5,ICSD,604206
AgPb4Pd6,ICSD,605653
AgPbPr,ICSD,107101
AgPbS3Sb,ICSD,37196
AgPbS6Sb3,COD,9008385
AgPbSm,ICSD,107103
AgPbTb,ICSD,107105
AgPbTm,ICSD,107277
AgPbY,ICSD,107275
AgPd3Se,ICSD,174642
AgPr,COD,1509512
AgPr3S7Si,ICSD,605682
AgPr3Se7Si,ICSD,605685
AgPrSb2,ICSD,190195
AgPrSn,ICSD,55820
AgPt3,COD,1509516
AgPt5Si,ICSD,605693
AgRb2S4Sb,ICSD,82146
AgRb2S4Ta,ICSD,84295
AgRb2S4V,ICSD,66841
AgRb2Se4V,ICSD,50462
AgRb3Se12Ta2,ICSD,414273
AgRb3Se8Sn3,ICSD,416294
AgRb5Se27Ti6,COD,4319307
AgRbS3U,COD,4305440
AgRbSe3U,COD,4305441
AgRbSe4,COD,1509517
AgS2Sb,COD,9002733
AgS2Sm,ICSD,656497
AgS2Tm,ICSD,423922
AgS2Yb,COD,1509524
AgS3Ta,COD,1509528
AgS4TaTl2,ICSD,84297
AgS7SiSm3,ICSD,605724
AgSTl,ICSD,605754
AgSb2Y,ICSD,190094
AgSb3Zr5,ICSD,605789
AgSbSr,COD,1509533
AgSbTe2,COD,4111783
AgSbYb,COD,1509536
AgSc,COD,1509537
AgSc6Te2,COD,4331402
AgScSe2,ICSD,155115
AgScSn,COD,4307155
AgSe,COD,1509538
AgSe27Ti6Tl5,COD,4000527
AgSe2Tb,ICSD,605827
AgSe2Tl,COD,1509541
AgSe2Tm,ICSD,605834
AgSe2Y,ICSD,605836
AgSe2Yb,ICSD,605837
AgSeTl,COD,1509539
AgSiSm,ICSD,605842
AgSiTm,ICSD,169472
AgSiY,ICSD,605850
AgSiYb,COD,1509543
AgSm,COD,1509544
AgSnTb,ICSD,55822
AgSnTm,ICSD,416376
AgSnY,ICSD,245234
AgSnYb,COD,1509550
AgSr,COD,2105352
AgTb,COD,1509553
AgTbTe2,ICSD,160121
AgTe,COD,9003495
AgTe2Tl,COD,1509558
AgTe2Tl3,COD,7209352
AgTe2Tm,ICSD,156301
AgTe2Y,ICSD,154792
AgTe2Y6,ICSD,160181
AgTe3,COD,1509559
AgTeTl,COD,1509557
AgTh2,COD,1509560
AgTi,COD,1509561
AgTi2,ICSD,605939
AgTi3,COD,1509562
AgTm,COD,1509563
AgY,COD,1509564
AgYb,COD,1509566
AgZn,COD,1509567
AgZr,COD,1509569
AgZr2,COD,1509570
AgZr3,COD,1509571
Al,ICSD,187080
Al10B12Ba8O41,ICSD,183392
Al10Ba7,ICSD,420092
Al10CaCr2,ICSD,57536
Al10CeFe2,ICSD,188958
Al10CeRu2,COD,2205174
Al10Fe2Tb,ICSD,190780
Al10Fe2Th,ICSD,152354
Al10Fe2U,ICSD,240126
Al10Fe2Y,ICSD,107224
Al10Fe2Yb,ICSD,151140
Al10GdRu2,ICSD,186914
Al10Ge2O19,ICSD,41110
Al10LuOs2,COD,4338171
Al10Mn3,ICSD,57974
Al10O19Si2,ICSD,41146
Al10Os2Yb,COD,4338170
Al10PrRu2,ICSD,186913
Al10Ru2U,ICSD,182114
Al10Ru2Yb,ICSD,186915
Al10V,ICSD,58202
Al11Co6Si6,COD,2102926
Al11Fe2,COD,2101145
Al11La3,ICSD,57937
Al11Mn4,COD,2106101
Al11NaO17,COD,9008144
Al11Nd3,ICSD,608759
Al11O48P12,COD,1527005
Al11Pr3,ICSD,609079
Al11Sm3,ICSD,609393
Al12CaO19,ICSD,34394
Al12CaO27Si4,ICSD,91233
Al12Ce3Ru4,COD,1532771
Al12Co4Cu,ICSD,151133
Al12Cu6Mg11,ICSD,422849
Al12Dy5Fe4Mg5Si6,ICSD,262937
Al12Eu2Mn5,ICSD,607461
Al12Fe4Gd5Mg5Si6,ICSD,262938
Al12Fe4Mg5Si6Y5,ICSD,262939
Al12Mg17,ICSD,23607
Al12Mn,ICSD,608472
Al12Mo,ICSD,608577
Al12Re,ICSD,58150
Al12Ru,ICSD,609231
Al12Ru4U3,ICSD,163985
Al12Ta17,ICSD,609426
Al12Tc,ICSD,58178
Al12W,ICSD,58207
Al13Ba7,COD,4311319
Al13ClH18O38Si5,ICSD,9270
Al13Co4,COD,1523752
Al13Cr4Si4,ICSD,76116
Al13Fe4,ICSD,290494
Al13La16,ICSD,414423
Al13Os4,ICSD,58110
Al13Rh4,ICSD,609210
Al13Ru4,ICSD,188006
Al13S21Tl3,ICSD,71756
Al14Ca13,ICSD,165239
Al14Co5Si2,COD,4332093
Al14Mg13,ICSD,150647
Al14O25Sr4,COD,6000235
Al15Ce2Ru3,COD,2204815
Al15Er4Gd,ICSD,607400
Al15Er4Y,ICSD,607439
Al15HfTb4,ICSD,608150
Al15La3O37Ti5,ICSD,78188
Al15Tb4Zr,ICSD,609475
Al16Ce2Pt9,ICSD,163921
Al16Co7Hf6,ICSD,606582
Al16Co7Ti6,ICSD,606678
Al16Co7Zr6,ICSD,606726
Al16Hf6Os7,ICSD,608133
Al16Hf6Pd7,ICSD,608137
Al16Hf6Pt7,ICSD,608140
Al16Hf6Rh7,ICSD,608144
Al16Ir7Sc6,ICSD,608246
Al16Ir7Ti6,ICSD,608248
Al16Ir7Zr6,ICSD,608254
Al16Mg13,ICSD,608396
Al16Ni7Sc6,ICSD,608840
Al16Ni7Ti6,ICSD,608909
Al16Ni7Zr6,ICSD,608966
Al16Os7Sc6,ICSD,609011
Al16Os7Ti6,ICSD,609012
Al16Os7Zr6,ICSD,609018
Al16Pd7Sc6,ICSD,609052
Al16Pd7Ti6,ICSD,609061
Al16Pd7Zr6,ICSD,609066
Al16Pt7Ti6,ICSD,609161
Al16Pt7Zr6,ICSD,609168
Al16Rh7Sc6,ICSD,609216
Al16Rh7Ti6,ICSD,609218
Al16Rh7Zr6,ICSD,609222
Al16Ru7Sc6,ICSD,609239
Al16Ru7Ti6,ICSD,609242
Al16Ru7Zr6,ICSD,609247
Al17Ba45Cu28F197,ICSD,411993
Al17Cd3Na4O20,COD,2100729
Al17Dy2,ICSD,607243
Al17Er2,ICSD,657488
Al17Gd2,ICSD,607841
Al17Mo4,ICSD,400887
Al17Na4O20,COD,2100727
Al17Pd8Si4,ICSD,52650
Al17Re4Si2,COD,1531995
Al17Tb2,ICSD,609466
Al18Cr2Mg3,ICSD,57659
Al18Mg3Mn2,ICSD,107845
Al18Mg3Mo2,ICSD,608418
Al18Mg3Ta2,ICSD,608444
Al18Mg3Ti2,ICSD,107850
Al18Mg3V2,ICSD,608447
Al18Mg3W2,ICSD,608448
Al18Ni5U4,ICSD,58070
Al19Co6Pr2,COD,1528932
Al19Co6U2,ICSD,413354
Al19Gd3Ni5,COD,1523711
Al19Mn4,COD,2310366
Al20CaCr2,ICSD,606307
Al20CeCo2,ICSD,57562
Al20CeCr2,ICSD,107762
Al20CeTi2,ICSD,236257
Al20CeV2,ICSD,236262
Al20Cr2Er,COD,1522434
Al20Cr2Gd,COD,4334631
Al20Cr2Ho,ICSD,606789
Al20Cr2La,COD,4334630
Al20Cr2Nd,ICSD,606816
Al20Cr2Pr,ICSD,236267
Al20Cr2Sm,ICSD,236268
Al20Cr2U,ICSD,606860
Al20Cr2Y,ICSD,606867
Al20Cr2Yb,ICSD,236269
Al20EuV2,COD,1522435
Al20FeU2,ICSD,160512
Al20GdV2,ICSD,157333
Al20LaTi2,ICSD,236256
Al20LaV2,ICSD,236261
Al20PrTi2,ICSD,236258
Al20PrV2,ICSD,236263
Al20SmTi2,ICSD,236259
Al20SmV2,ICSD,236264
Al20Ti2Yb,ICSD,236260
Al20UV2,ICSD,107251
Al21Pd8,ICSD,58119
Al21Pt8,ICSD,58136
Al22Mo5,ICSD,400888
Al23Ce4Ni6,ICSD,240163
Al23Cr10Cu6,COD,2100868
Al23Gd4Ni6,ICSD,370010
Al23Ni6Sm4,COD,8100094
Al23Ni6Y4,ICSD,160940
Al23Ni6Yb4,ICSD,402094
Al23Ru7,COD,2105987
Al23V4,ICSD,58203
Al24Ce3Cu8Mn,ICSD,20315
Al24Er4Pt9,ICSD,107488
Al2AmPd5,ICSD,186834
Al2As2Cs2O7,ICSD,154363
Al2As2H18MgO18,ICSD,186024
Al2As2KNaO9,ICSD,169990
Al2As3K3,COD,1518076
Al2As3K3O12,ICSD,262371
Al2As3Na2,ICSD,300193
Al2As3Na3O12,ICSD,80331
Al2As4Ba3,ICSD,423779
Al2As4Ca3,ICSD,60161
Al2As4Eu3,ICSD,423786
Al2As4Sr3,ICSD,423787
Al2Au,COD,9008999
Al2Au2Ce,ICSD,658114
Al2Au2Dy,ICSD,658121
Al2Au2Eu,ICSD,658118
Al2Au2Gd,ICSD,658119
Al2Au2La,ICSD,658113
Al2Au2Nd,ICSD,658116
Al2Au2Pr,ICSD,658115
Al2Au2Sm,ICSD,658117
Al2Au2Sr,ICSD,658124
Al2Au2Tb,ICSD,658120
Al2Au2Th,ICSD,658122
Al2Au2U,ICSD,658123
Al2B10Ba3H4O23,ICSD,425727
Al2B2BaO7,ICSD,409171
Al2B2CaO7,ICSD,86785
Al2B2Cs2O7,ICSD,423471
Al2B2K2O7,COD,8101619
Al2B2Na2O7,COD,1100064
Al2B2O7Rb2,COD,2201637
Al2B2O7Sr,ICSD,89423
Al2B2Ru3,ICSD,43843
Al2B3HO8,COD,4308093
Al2B6H29N2,ICSD,20014
Al2B8Ba4Br3NaO18,ICSD,237218
Al2B8Ba4Cl3NaO18,ICSD,262881
Al2BLaRu2,COD,4315144
Al2BRe3,ICSD,43842
Al2Ba,ICSD,246193
Al2Ba2CaF14Mg,ICSD,20393
Al2Ba3Cu2F16,ICSD,98652
Al2Ba3F12,ICSD,413546
Al2Ba3Ge2,ICSD,52612
Al2Ba3N4,ICSD,410578
Al2Ba3O12Si3,ICSD,27386
Al2Ba3O6,ICSD,246227
Al2Ba3P4,ICSD,423778
Al2Ba3Si2,COD,7221269
Al2Ba3Sn2,COD,7222229
Al2Ba4O7,ICSD,150769
Al2Ba5ClIn2IrO13,COD,2002539
Al2Ba5Er2O13Zr,ICSD,80314
Al2Ba5Ge7,ICSD,417659
Al2Ba7O19Sc6,ICSD,39442
Al2BaCl8,ICSD,56735
Al2BaGe2,COD,1532737
Al2BaGe2O8,ICSD,1282
Al2BaO4,COD,2002225
Al2BaO7Sb2,ICSD,154362
Al2BaO8Si2,ICSD,245729
Al2BaS4,ICSD,35136
Al2BaSi2,COD,4308098
Al2BaTe4,ICSD,41165
Al2Be2HO10Si2,COD,1011072
Al2Be3O18Si6,COD,1010541
Al2BeO4,COD,9005862
Al2Bi6Ca5,ICSD,36364
Al2Bi7Br2Cl8Ru,ICSD,424412
Al2BiS4,ICSD,408439
Al2BiSe4,ICSD,408440
Al2Br7K,ICSD,2592
Al2Br8Ti,ICSD,40904
Al2Ca,COD,1010450
Al2Ca2FeHO13Si3,ICSD,63661
Al2Ca2H6O22Si6Sn,COD,2212176
Al2Ca2HMnO13Si3,ICSD,26354
Al2Ca2O5,COD,9002389
Al2Ca2O7Si,COD,1011002
Al2Ca2O9Sn2,COD,2227193
Al2Ca3F14Na2,COD,1000236
Al2Ca3F8H6O8S,ICSD,31248
Al2Ca3Ge2,ICSD,52616
Al2Ca3Ge3,ICSD,31982
Al2Ca3H12O12,COD,1008060
Al2Ca3N4,COD,4321677
Al2Ca3O12Si3,COD,9002680
Al2Ca3O6,COD,1000039
Al2Ca3P4,ICSD,423780
Al2Ca3Si2,COD,7221267
Al2Ca4F8H10O13P2,ICSD,166958
Al2Ca5N8Si2,ICSD,414469
Al2Ca5Sb6,ICSD,60146
Al2CaCl8,ICSD,56730
Al2CaF9K,COD,1000103
Al2CaGa2,ICSD,300209
Al2CaGe2,COD,8101147
Al2CaH16N9,ICSD,23464
Al2CaH4O10Si2,ICSD,159736
Al2CaH4O14Si4,ICSD,6314
Al2CaH4O8Si,ICSD,100320
Al2CaH6O13Si3,COD,2003123
Al2CaO10Si2,COD,9001746
Al2CaO4,COD,1528679
Al2CaO8Si2,COD,1000034
Al2CaS4,ICSD,46016
Al2CaSi2,COD,1529999
Al2CaZn2,ICSD,57550
Al2Cd3O12Si3,ICSD,27384
Al2CdCl8,ICSD,62037
Al2CdS4,COD,5910317
Al2CdSe4,ICSD,606347
Al2CdTe4,ICSD,25640
Al2Ce,ICSD,606373
Al2Ce2Co15,ICSD,57560
Al2Ce3I2,COD,8100494
Al2Ce5Ru3,ICSD,167949
Al2CeGa2,ICSD,57576
Al2CeGe2,ICSD,604134
Al2CePd2,COD,1518872
Al2CePt,ICSD,658140
Al2CePt3,ICSD,658142
Al2CeZn2,ICSD,57594
Al2Cl2O5Sr3,COD,2002485
Al2Cl6OSn,ICSD,411777
Al2Cl7Te2,ICSD,426520
Al2Cl8Co,ICSD,22143
Al2Cl8Cr,ICSD,416836
Al2Cl8Cu,COD,1528015
Al2Cl8Eu,ICSD,56734
Al2Cl8Hg3,COD,1008052
Al2Cl8Mg,ICSD,62046
Al2Cl8Na2O6S3,ICSD,35265
Al2Cl8NbSe2,ICSD,427402
Al2Cl8Ni,ICSD,417872
Al2Cl8Pd,COD,1527726
Al2Cl8Sm,ICSD,56731
Al2Cl8Sr,ICSD,56727
Al2Cl8Ti,ICSD,39565
Al2Cl8V,ICSD,415951
Al2Cl8Yb,ICSD,56729
Al2ClF25Sr10,COD,1000263
Al2ClH15O13S,ICSD,189811
Al2ClH6LiO6,ICSD,83509
Al2Co15Pr2,ICSD,606637
Al2Co15Y2,ICSD,606713
Al2Co2Gd5,ICSD,187501
Al2Co3O12Si3,COD,2004173
Al2CoH10Zr6,ICSD,88069
Al2CoO4,ICSD,290133
Al2CoY,ICSD,57645
Al2CoZr6,ICSD,150575
Al2Cs2O10Si3,ICSD,180325
Al2Cs2O7Sb2,ICSD,154361
Al2Cs2O9P2,ICSD,280275
Al2Cu,COD,9012196
Al2Cu9Nd,ICSD,607036
Al2CuF2O7Si2,ICSD,411078
Al2CuIr,ICSD,167666
Al2CuO4,COD,1010128
Al2CuU,ICSD,23257
Al2CuYb,ICSD,604213
Al2Dy,ICSD,604445
Al2Dy2Fe15,ICSD,658950
Al2Dy3,ICSD,191191
Al2Dy3H9Ni6,ICSD,657447
Al2Dy3Ni6,COD,1523103
Al2DyNi,ICSD,607322
Al2DySi2,COD,1521450
Al2Er,ICSD,607372
Al2Er11Ge8,ICSD,184498
Al2Er3,ICSD,57765
Al2Er3H7Ni6,ICSD,657449
Al2Er3Ni6,ICSD,107804
Al2ErGe2,ICSD,160311
Al2ErNi,ICSD,57778
Al2Eu,ICSD,659102
Al2Eu3Ge4,ICSD,423344
Al2Eu3P4,ICSD,423783
Al2Eu4O9,COD,4343742
Al2EuGa2,ICSD,607456
Al2EuGe,ICSD,261013
Al2EuGe2,COD,1519096
Al2EuO4,COD,4336697
Al2EuS4,ICSD,607464
Al2EuSe4,ICSD,607466
Al2EuSi2,COD,1519097
Al2F12Li3Na3,COD,1010934
Al2F12Pb3,ICSD,74861
Al2F16Sr5,ICSD,411613
Al2F2GeO4,COD,8100419
Al2F2H10MnO13P2,ICSD,186579
Al2F2K2O3,ICSD,421736
Al2F2O4Si,COD,2003111
Al2F2O8P2Sr,COD,1000488
Al2F9Na2O4PSr2,ICSD,201343
Al2FH8KO12P2,ICSD,100036
Al2FK4Nb11O20,ICSD,65738
Al2Fe15Ho2,ICSD,657248
Al2Fe15Nd2,ICSD,607592
Al2Fe15Pr2,ICSD,607606
Al2Fe15Sm2,ICSD,658519
Al2Fe15Tm2,ICSD,607690
Al2Fe3O12Si3,COD,9006111
Al2Fe3Si3,COD,2005761
Al2Fe3Si4,COD,2005762
Al2FeH18O18P2,ICSD,24456
Al2FeO4,COD,9000939
Al2FeZr6,ICSD,402701
Al2Ga2La,ICSD,607781
Al2Ga2Nd,ICSD,607792
Al2Ga2Pr,ICSD,607795
Al2Ga2Yb,ICSD,607817
Al2Gd,ICSD,607821
Al2Gd2O7Sr,ICSD,33580
Al2Gd3,ICSD,130028
Al2Gd3H9Ni6,ICSD,657446
Al2Gd3Ni6,COD,1523104
Al2GdNi,ICSD,607899
Al2GdSi2,ICSD,41180
Al2Ge2La,ICSD,412120
Al2Ge2Lu,ICSD,412125
Al2Ge2Nd,ICSD,412121
Al2Ge2O7,COD,1001676
Al2Ge2Sr,ICSD,608014
Al2Ge2Sr3,ICSD,52617
Al2Ge2Tb,ICSD,412124
Al2Ge2Y,ICSD,608030
Al2Ge2Yb,COD,1519095
Al2Ge4Sr3,ICSD,417968
Al2Ge8Sc11,ICSD,76361
Al2GeH2O6,ICSD,78792
Al2GeLa2,ICSD,423614
Al2H10NiZr6,ICSD,88070
Al2H10O17S3,ICSD,402266
Al2H11O13P3,ICSD,413522
Al2H12O12Sr3,ICSD,20529
Al2H12O15Se3,ICSD,71293
Al2H16O20S3,ICSD,402267
Al2H18MgO18P2,ICSD,63247
Al2H18MnO18P2,ICSD,63248
Al2H18O15S,COD,9007626
Al2H27Na9O21,COD,2004757
Al2H34O29S3,COD,2103102
Al2H3O12Si3,COD,9005268
Al2H3O7P,ICSD,426641
Al2H3O9P3,COD,2009601
Al2H44MnO38S4,ICSD,14038
Al2H4KNiO14P3,ICSD,75347
Al2H4KO11P2,ICSD,407355
Al2H4Na2O12Si3,ICSD,56657
Al2H4O11P2,ICSD,61255
Al2H4O9Si2,COD,9003081
Al2H5KO11P2,ICSD,407356
Al2H6Na2O13Si3,ICSD,63218
Al2H8Mg,ICSD,152538
Al2H8Mn9O32Si8,ICSD,41243
Al2H8N2O10Si3,ICSD,73364
Al2H8N2O9Si2,ICSD,181013
Al2H9KO13P2,ICSD,407354
Al2H9NO11P2,COD,2104014
Al2H9Ni6Sm3,ICSD,657445
Al2H9Ni6Y3,ICSD,657444
Al2Hf,ICSD,608088
Al2Hf3,ICSD,608103
Al2Hf6Pt,ICSD,261007
Al2HgS4,COD,5910254
Al2HgSe4,ICSD,608163
Al2HgTe4,ICSD,25641
Al2Ho,ICSD,608189
Al2Ho3,ICSD,130030
Al2Ho3Ni6,COD,1523105
Al2HoNi,ICSD,57919
Al2I2La3,ICSD,411691
Al2ILa2,ICSD,411690
Al2IrLi,COD,1523425
Al2K2O10Si3,ICSD,180323
Al2K2O7Sb2,COD,2010514
Al2K2Sb3,ICSD,52627
Al2K3O12P3,ICSD,280210
Al2K3O13Si4,COD,9011907
Al2La,ICSD,608265
Al2La5Ru3,ICSD,167948
Al2LaPd2,ICSD,191054
Al2LaZn2,COD,1523892
Al2Li2N8OSr4Ta2,ICSD,423428
Al2Li3,ICSD,57951
Al2LiPd,COD,1523427
Al2LiPt,COD,1523429
Al2LiRh,COD,1523431
Al2Lu,ICSD,608375
Al2Lu3,ICSD,57959
Al2LuNi,ICSD,608387
Al2Mg,ICSD,608412
Al2Mg2Se5,ICSD,41928
Al2Mg3O12Si3,COD,9001686
Al2MgO4,COD,9005811
Al2MgS4,ICSD,38344
Al2MgSe4,ICSD,83363
Al2MgSi2,ICSD,156101
Al2Mn3O12Si3,COD,9002698
Al2MnS4,ICSD,608511
Al2MnTe4,ICSD,608538
Al2Mo3,COD,1522326
Al2Mo3O12,COD,1530062
Al2N2O3SiSr,ICSD,408170
Al2N4Sr3,ICSD,74824
Al2NNb3,ICSD,60644
Al2NNiTi3,ICSD,91338
Al2Na2O10Si3,COD,9013163
Al2Na2O14Si3,ICSD,261524
Al2Na2Sb3,COD,1518052
Al2Na3Nb34O64,ICSD,65161
Al2Na3O9Si2,COD,5910068
Al2Na7Sb5,ICSD,48168
Al2NaO12P3Rb2,ICSD,92840
Al2NaSb,COD,9014095
Al2Nb35O70Rb4,ICSD,75069
Al2Nd,ICSD,602442
Al2Nd4O9,ICSD,249016
Al2Ni3Pr,ICSD,107864
Al2Ni6Sm3,COD,1523106
Al2Ni6Tb3,ICSD,608878
Al2Ni6Tm3,ICSD,608911
Al2Ni6Y3,COD,1523107
Al2NiO4,ICSD,608815
Al2NiOTi3,ICSD,91339
Al2NiSc,ICSD,370012
Al2NiTb,ICSD,58059
Al2NiTm,ICSD,58067
Al2NiYb,ICSD,370014
Al2Np,ICSD,58086
Al2NpPd5,ICSD,161314
Al2O,ICSD,28919
Al2O10Rb2Si3,ICSD,180324
Al2O11Si4,COD,1530328
Al2O12P3Rb3,ICSD,280211
Al2O12P3Tl3,ICSD,280212
Al2O12S3,COD,9011499
Al2O12Si3Sr3,ICSD,27385
Al2O12W3,COD,1522201
Al2O15Ti7,COD,1530641
Al2O16W5,COD,1528654
Al2O3,COD,1200005
Al2O30P2U3,COD,9011210
Al2O4Pb,COD,2101306
Al2O4Sr,ICSD,160298
Al2O4Zn,COD,9007027
Al2O5Si,COD,9001833
Al2O5Ti,ICSD,27681
Al2O6Sr3,COD,1008450
Al2O6Zn3,COD,3000024
Al2O7Rb2Sb2,ICSD,154360
Al2O8Si2Sr,ICSD,245730
Al2O9Pb2Si2,COD,9010405
Al2O9Si2,COD,9014063
Al2O9Tb4,ICSD,164882
Al2O9Y4,ICSD,63650
Al2Os,ICSD,58108
Al2P3S9,ICSD,428186
Al2P4Sr3,ICSD,409134
Al2Pb2Sr,ICSD,25336
Al2PbS4,ICSD,609026
Al2Pd,ICSD,58116
Al2Pd5Pu,ICSD,166270
Al2Pd5U,ICSD,168816
Al2PdYb,ICSD,658148
Al2Pr,ICSD,609097
Al2Pr5Ru3,ICSD,167950
Al2PrSi2,ICSD,152800
Al2PrZn2,COD,1527569
Al2Pt,COD,9009032
Al2Pt4Ti9,ICSD,193108
Al2Pu,ICSD,58140
Al2Ru,ICSD,609234
Al2S3,ICSD,609250
Al2S4Sr,ICSD,46018
Al2S4Zn,COD,2310489
Al2Sb6Sr5,ICSD,62304
Al2Sb6Yb5,COD,8103017
Al2Sc,ICSD,186475
Al2Se3,COD,2310488
Al2Se4Sr,ICSD,609319
Al2Se4Zn,ICSD,609325
Al2Si2Sm,COD,1521448
Al2Si2Sr,ICSD,609338
Al2Si2Sr3,COD,7221268
Al2Si2Tb,COD,1521449
Al2Si2Y,COD,1521447
Al2Si2Yb,ICSD,411054
Al2Si3U3,ICSD,190406
Al2Sm,ICSD,659101
Al2SmZn2,ICSD,609398
Al2Sn2Sr3,COD,7222228
Al2Sr,ICSD,246192
Al2Sr3,ICSD,609416
Al2Tb,ICSD,609452
Al2Tb3,ICSD,130029
Al2Te3,ICSD,406353
Al2Te4Zn,ICSD,25639
Al2Te5,ICSD,78941
Al2Th,COD,2310353
Al2Th3,ICSD,609502
Al2Ti,COD,1528043
