material_id,formula,icsd_ids
mp-1102456,PuSb2,[649946]
mp-1102457,ErAlPt,[607433]
mp-1102458,YGaRh,[635221]
mp-1102464,SmGaPt,[635151]
mp-1102504,CoPW,[624662]
mp-1102631,CaAlPt,"[261896, 603309]"
mp-1102691,LuAlPt,[608394]
mp-1102700,TmGeIr,[636748]
mp-1102705,SrGaGe,[634281]
mp-1102757,HoGaPt,[634398]
mp-1102792,Gd(Ge2Rh3)2,[426485]
mp-1102795,ErZnPt,[423115]
mp-1102822,ThB4W,[615588]
mp-1102843,FeMoP,[632646]
mp-1102854,YNiP,[646184]
mp-1102890,TmTc2,[653023]
mp-1102902,Pr2Ni5B4,[600729]
mp-1102945,HfGeRh,[636582]
mp-1102975,EuGaPt,[601424]
mp-1102986,CeSb2,[622083]
mp-1103109,LaAlPt,[603295]
mp-1103115,PrNiGe,[600525]
mp-1103143,SmAsPt,[611239]
mp-1103172,CaCdPd,[426611]
mp-1103189,LaTeCl,[426279]
mp-1103193,EuAlAu,[602609]
mp-1103289,LuNiP,[642455]
mp-1103315,Be2Ru,[616410]
mp-1103319,DyAlPt,[607335]
mp-1103324,GdPO4,[184554]
mp-1103351,Na4Mg(SiSe3)2,[239113]
mp-1103373,KSn2,[190812]
mp-1103397,BaSnF4,[166207]
mp-1103508,Sr3MgTa2O9,[194992]
mp-1103511,Lu(Al2Cu)4,[606997]
mp-1103546,Mn2ZnSe4,[643609]
mp-1103614,Ce2In8Pt,[192621]
mp-1103651,NdSbSe,[658797]
mp-1103807,Eu(GaTe2)2,[631273]
mp-1103811,KV2Fe(AgO4)2,"[194590, 194591]"
mp-1103869,KCr5Te8,[602368]
mp-1103974,La(Mo3S4)2,"[641455, 641457, 600655, 603455, 641458]"
mp-1104019,Y3Pd4,[649109]
mp-1104036,Gd3Se2NO,[428155]
mp-1104066,TbB12,[615534]
mp-1104074,Sr3Pt2,[649707]
mp-1104135,CaH2F4,[419144]
mp-1104136,Er3Pt4,[630975]
mp-1104177,Pr3Pt2,[649188]
mp-1104206,Ho3Pd4,[639562]
mp-1104255,Sb2F13,[63206]
mp-1104279,Tb3GaCo3,[623192]
mp-1104289,LuB12,"[180141, 614672, 600741]"
mp-1104413,Eu5Pt2,[631557]
mp-1104436,Yb(GaFe)6,[631855]
mp-1104454,Ta4Ga(TeSe)4,[182921]
mp-1104457,Eu3Au2,[611841]
mp-1104469,CsGdZnTe3,[170188]
mp-1104500,Sm5Ir2,[641049]
mp-1104547,HoGa3Ru,[634401]
mp-1104605,Nd5Ir2,[640857]
mp-1104610,Eu5Pd2,[631525]
mp-1104661,Ca3Pd2,[619502]
mp-1104686,Cs4Au6S5,[82557]
mp-1104698,Eu3Pt2,[631556]
mp-1104798,Th(Al2Cu)4,"[607143, 607144]"
mp-1104854,Ni3(PbS)2,[159363]
mp-1104856,La3Pt4,[641693]
mp-1104892,PuB12,[615219]
mp-1104923,Eu(Al2Cu)4,[606928]
mp-1104966,CsGdTe4,[59298]
mp-1105,BaO2,"[24248, 80750, 180397, 24729]"
mp-1105001,Tm3Pt4,[649798]
mp-1105005,Ni3Se4(ClO5)2,[239333]
mp-1105092,Eu3P4,"[631484, 38320]"
mp-1105101,Ba9In4,[421410]
mp-1105102,Sm3GaCo3,[623171]
mp-1105128,Ho(Co2B)6,"[193822, 193823, 193824, 613109]"
mp-1105136,YTl(PSe3)2,[195331]
mp-1105138,SrFe4(CuO4)3,"[251499, 251498, 251500, 262855, 262856, 262858, 262859, 262857, 262860]"
mp-1105139,Zr3Sb,"[195057, 651786]"
mp-1105141,TbTl(PSe3)2,[195330]
mp-1105156,Eu2Si5Pt3,[428478]
mp-1105213,ErTl(PSe3)2,[195322]
mp-1105218,NaOsO3,[252431]
mp-1105333,La3Bi4Au3,[252322]
mp-1105343,SrMn7O12,[195757]
mp-1105368,NbAlBr8,[430984]
mp-1105386,YbH3CN3,[431051]
mp-1105392,Ce3Bi4Pt3,[616565]
mp-1105400,Nd3Bi4Au3,[252325]
mp-1105469,Mg2VB2Ir5,[614538]
mp-1105496,Rb2Hg3Se4,[430729]
mp-1105499,Lu5(TeAu)2,[261995]
mp-1105563,GdB4,"[614324, 614316]"
mp-1105564,Ni8Bi8SI,[195768]
mp-1105570,TaMnSi,[643652]
mp-1105603,Lu5Ge3C,[617967]
mp-1105609,Tb3Rh,[650435]
mp-1105662,SmGe2Ir,"[636737, 600492]"
mp-1105703,Ce2Si5Ir3,[621432]
mp-1105727,Tb6IrI10,[424438]
mp-1105728,Ba(GaP)2,[380479]
mp-1105775,Sc4OsCl4,[421532]
mp-1105793,Mg2B2AsIr5,[609843]
mp-1105798,Sm(Co2B)6,"[613289, 613301]"
mp-1105803,Dy4Ge6Ir7,[629773]
mp-1105808,Er7IrI12,[424432]
mp-1105818,Nb5Ge3B,[614400]
mp-1105821,Y2Se3,"[652183, 652178]"
mp-1105876,Cs6Fe2O5,[174313]
mp-1105882,Tb4Sb6Rh7,[426406]
mp-1105912,Ce2AlGe6,[606465]
mp-1105940,Ba(InP)2,"[192161, 260564]"
mp-1105966,Gd2Te3,"[636466, 63649, 68340]"
mp-1106022,Y2Ge5Rh3,[637730]
mp-1106047,Mg2CoB2Ir5,[613129]
mp-1106051,Y3Cu3Sb4,[658636]
mp-1106056,Ba(Sb3Os)4,[658736]
mp-1106057,Dy(Co2B)6,"[612901, 612892]"
mp-1106068,LaCr4(CuO4)3,"[248607, 248605, 248598, 248600, 248599, 248601, 248606, 248603, 248604, 248602]"
mp-1106074,Y6CoI10,[424841]
mp-1106100,LiEuGe2,"[423918, 262205, 601119]"
mp-1106136,GdGaPd2,[656964]
mp-1106138,CeAlPd2,[604242]
mp-1106241,BaTbMn2O5,"[245096, 245098, 245097]"
mp-1106254,La(LuS2)3,[641394]
mp-1106289,Ga7Pd3,"[174527, 635061]"
mp-1106294,La(TmS2)3,[641868]
mp-1106297,Ho4Ga12Fe,"[249999, 180134]"
mp-1106357,Tb5Sn3,"[652737, 652730]"
mp-1106363,Ho3Sb4Au3,[612001]
mp-1106369,Ce2Ge5Rh3,"[601478, 425650]"
mp-1106398,V5Ge3B,[614407]
mp-1106400,Nd2Ge5Ir3,[636720]
mp-111,Ne,"[65896, 65885, 65897, 65886, 65903, 24787, 65894, 65889, 65904, 65887, 65890, 65884, 65898, 65891, 65892, 65900, 65899, 65893, 426959, 65888, 43427, 65902, 65901, 65895, 24602]"
mp-1111078,K3RuF6,[]
mp-1111665,K2LiRhF6,[]
mp-1112118,Cs2RbSmCl6,[]
mp-1112141,Cs2NaScI6,[]
mp-1112144,Cs2NaPrI6,[]
mp-1112176,CsTlCl3,[]
mp-1112484,Cs2ScTlI6,[]
mp-1112515,Cs2RbLuCl6,[]
mp-1112527,Cs2NaTlCl6,[]
mp-1112567,Cs2NaTmCl6,[]
mp-1112583,Cs2KRuF6,[]
mp-1112596,Cs2NaAsF6,[]
mp-1112689,Cs2KTmCl6,[]
mp-1112760,Cs2KLuCl6,[]
mp-1112792,Cs2KAsBr6,[]
mp-1112970,Cs3InF6,[]
mp-1113016,Cs2LiInF6,[]
mp-1113068,Cs2ScInI6,[]
mp-1113297,Rb2EuCuCl6,[]
mp-1113444,Cs2TlAgBr6,[]
mp-1113583,Cs2GaAgF6,[]
mp-1113588,Cs2InAgF6,[]
mp-1138,LiF,"[52234, 18012, 53839, 44879, 41409, 62361, 44272, 181799]"
mp-11466,NaHg2,[104327]
mp-1153,Li2S,"[642291, 54396, 657596, 642297, 60432, 657597, 56023]"
mp-11718,RbF,[53828]
mp-12006,CeCdNi4,"[185107, 415194]"
mp-12129,LuInPd2,[51971]
mp-1307,LiGa,"[634528, 634525, 634529, 103774, 659125, 634527, 634523, 103775, 634531]"
mp-14070,RbAlO2,[28373]
mp-1534,YS,"[44973, 183012, 183013, 651401, 52215, 183011, 651394, 651405]"
mp-155,Gd,"[53608, 635705, 635704, 635713, 184250, 604038, 43579, 102659, 635710, 635703, 635708]"
mp-1555,V3Sb,"[651731, 52330, 106037, 651717]"
mp-1562,ThBe13,"[58741, 616440, 659561, 616445, 58742, 600562, 58740]"
mp-1597,UO2,"[29136, 24224, 61636, 29085, 29086, 29090, 183126, 647597, 29088, 647600, 647590, 185080, 647594, 29089, 647592, 160813, 160815, 28767, 61565, 24850, 647583, 160814, 56005, 168164, 647595, 77700, 77701, 35204, 246851]"
mp-162,Yb,"[52541, 653476, 604036, 43585, 653477, 102662]"
mp-16498,Sm(Al2Cu)4,"[600278, 57715]"
mp-1668,YbAu2,"[612468, 612481, 612491, 58388, 612476]"
mp-1697,TbPt2,"[649743, 105807]"
mp-1762,ErRh2,"[103295, 631016, 103296]"
mp-1782,ScSe,"[44972, 651805]"
mp-1960,Li2O,"[108886, 57411, 642216, 22402, 173193, 180569, 54368, 642219, 173206, 60431, 173180]"
mp-19850,MnCo2Ge,"[623489, 623490, 185088, 52971, 623481, 623496]"
mp-19963,TiFe2Sn,"[633766, 186058, 103642, 103641]"
mp-20123,Te2Au,"[38213, 612391]"
mp-2014,DyP,"[187518, 53372, 630056, 630055]"
mp-20194,CeO2,"[239412, 239414, 237959, 238381, 182180, 182182, 88759, 169030, 28753, 621718, 29046, 621704, 167160, 182183, 186493, 182181, 290464, 182988, 246087, 164225, 185143, 156250, 621716, 164744, 28709, 180955, 169029, 192225, 181028, 621707, 621719, 193169, 72155, 182989, 290467, 184584, 165720, 621705, 180851, 186172, 192223, 192224, 157419, 262755, 621710, 186923, 53995, 182990, 61595]"
mp-20265,LiIn2Pt,[106804]
mp-20587,EuS,"[53439, 631614, 30206, 657615, 631613, 631600, 631591, 631606, 631588, 631612, 631595, 631605, 183948, 631599, 631589, 631602, 631603, 631609]"
mp-20660,NpAl2,"[58086, 604123, 608984]"
mp-20719,EuHg2,"[631334, 103397]"
mp-2130,LuNi2,"[638280, 642454, 638281, 104804, 154469, 642453]"
mp-2159,DyTe,"[43640, 53385, 630335, 630344]"
mp-2183,ThSe,"[26653, 652030, 652018, 652023, 652031, 52444]"
mp-22438,Ce(SiPt)2,"[621898, 621904, 61370, 603872]"
mp-22503,ZrCo2Sn,"[190131, 625319, 625312, 108321, 625314, 625318, 102687]"
mp-22682,In2Pt,"[56259, 59496, 640306, 640307]"
mp-22725,TiInCu2,"[103020, 54597]"
mp-23171,PrBi,"[616976, 616968, 58844, 187509]"
mp-23222,Li3Bi,"[58797, 616778]"
mp-23251,KBr,"[52243, 53826, 44282, 187220, 18015, 22157, 53842]"
mp-23285,CeBi,"[616560, 616547, 616556, 616548, 58765, 187506, 603016]"
mp-23295,RbCl,"[18016, 22166, 53829, 61538, 162798, 23761, 44285, 53844]"
mp-23319,RbVCl3,"[201834, 201830]"
mp-2352,Na2O,"[644917, 60435, 180570]"
mp-23550,KBrF4,"[16700, 10326]"
mp-2385,TaCr2,"[626867, 150659, 106523, 626854, 626863, 626856]"
mp-2529,PrRh2,"[649223, 108689]"
mp-2637,YSe,"[652176, 183015, 183014, 106047, 183016, 44974, 652182]"
mp-2640,TbAs,"[611463, 44070, 611462, 43601, 611464]"
mp-2724,TbSb,"[43636, 651619, 43602, 651620, 651607, 651610, 52437]"
mp-2741,CaF2,"[53978, 76045, 181244, 52754, 60370, 60368, 28730, 44937, 82707, 246961, 655133, 60559, 44618, 60369, 40938, 41413, 181020, 656448, 60371]"
mp-2749,TiBe2,"[616458, 616460, 58744, 616465, 616466, 616463]"
mp-2772,ZrAl2,"[603593, 609703, 150527, 609721, 55594, 609730, 191009, 609713, 609743]"
mp-2784,Na2Te,"[645046, 76553, 60437, 182741, 656377]"
mp-2823,NdP,"[645680, 645677, 645681, 645678, 76597]"
mp-2838,UNi5,"[260984, 105437, 647008, 647001, 647005]"
mp-30497,TbCd2,"[620503, 102069]"
mp-30587,MgInCu4,"[628018, 102995]"
mp-30595,CuSnRh2,[103092]
mp-30774,MgNi2Sn,[104842]
mp-30821,LiAl2Rh,[105509]
mp-31169,ScAlAg2,[57333]
mp-3340,TaAlCo2,"[57634, 606667]"
mp-337,PuBe13,"[58731, 616398]"
mp-342,SmTe,"[652661, 652652, 652657, 44132, 52485, 652674]"
mp-3657,TiCo2Si,"[625083, 185969, 53080, 189222, 53081]"
mp-387,CeSb,"[622097, 52012, 622094, 622102, 603005, 163722, 622093, 52902, 622087, 622092, 622084, 622080, 622095, 622098, 622101]"
mp-414,LuSe,"[642593, 44921]"
mp-428,PrMg3,"[642770, 104855, 642759, 104854, 642763]"
mp-4664,MnGeRh2,"[53706, 637070, 637071]"
mp-4697,Zn(CrSe2)2,"[604584, 174098, 53217, 626745, 626749, 150966, 626755, 626758, 626757, 626748, 626760, 626751, 626753, 626746]"
mp-505271,Ni(SbO3)2,"[426852, 80802]"
mp-505569,CeH2,"[52867, 621291, 621310, 44875]"
mp-5159,LiGa2Pd,"[107092, 106712]"
mp-542496,Ca6Ag16N,[78395]
mp-548,NbCr2,"[626378, 150658, 188277, 626381, 102795, 626375, 626387]"
mp-5529,MnFe2Si,"[186061, 632569, 659018, 632570]"
mp-5548,Ta2Cd2O7,"[27123, 77061, 9715, 75605]"
mp-567276,TaV2,"[652928, 106121]"
mp-569440,TmInAg2,[58303]
mp-675011,CsPF6,[]
mp-7243,LiSnPd2,[642271]
mp-749,SmN,"[76452, 44126, 169202, 659920, 644696, 169217, 644695, 644694]"
mp-840,SmRh2,"[650368, 105927, 105928]"
mp-861605,AcH3,[]
mp-861667,LiSbRh2,[]
mp-861872,Ac2HgGe,[]
mp-861888,CeBiAu2,[]
mp-861903,LiBiRh2,[]
mp-861918,Sc2TlCd,[]
mp-861930,LiPdAu2,[]
mp-861946,Er2MgAl,[]
mp-861947,LiPm2Ga,[]
mp-861961,TiZnRh2,[]
mp-861963,LiLu2Os,[]
mp-861964,LiLu2Ir,[]
mp-861974,PaCdPt2,[]
mp-861978,Hf2ReIr,[]
mp-862261,Sc2ZnRu,[]
mp-862311,Sc2GaRu,[]
mp-862549,LiAcTl2,[]
mp-862558,LiEr2Os,[]
mp-862600,Be2PtRh,[]
mp-862681,ErMg3,[]
mp-862686,LiAc2Ru,[]
mp-862698,Ac2SiAu,[]
mp-862711,Sc2CdIn,[]
mp-862719,LiY2Os,[]
mp-862723,ScTc2Mo,[]
mp-862727,Pm2ZnPb,[]
mp-862740,Sr2TlCd,[]
mp-862759,PrMgZn2,[]
mp-862765,LiGd2Ir,[]
mp-862837,PmAlAg2,[]
mp-862876,PmAg2Pb,[]
mp-862880,PmBiPd2,[]
mp-862886,CaPmPt2,[]
mp-862887,LiSc2Os,[]
mp-862896,PmCdRh2,[]
mp-862897,PmCdPt2,[]
mp-862900,PmCu2Sn,[]
mp-862927,LiPmHg2,[]
mp-862938,PmMgHg2,[]
mp-862943,NaPmHg2,[]
mp-862957,PmSbPd2,[]
mp-862981,Er2CdIn,[]
mp-863655,Pm2CdSn,[]
mp-863673,LiPm2Rh,[]
mp-863685,Pm2GePd,[]
mp-863702,Er2MgIn,[]
mp-863713,Pm2NiIr,[]
mp-863738,ErCdPd2,[]
mp-863743,Pm2SiAg,[]
mp-864612,Nd2MgIn,[]
mp-864642,HoSnRh2,[]
mp-864644,AcCdHg2,[]
mp-864646,ErAgHg2,[]
mp-864650,Ta2OsW,[]
mp-864670,Ta2VOs,[]
mp-864732,Yb2CdGe,[]
mp-864748,Gd2MgIn,[]
mp-864759,LiYb2Ir,[]
mp-864760,HoCdPd2,[]
mp-864780,PaAlAu2,[]
mp-864784,LiSnRh2,[]
mp-864789,Yb2SnHg,[]
mp-864896,Zr2CoTc,[]
mp-864944,MnBe2Pt,[]
mp-864945,MnBe2Rh,[]
mp-864946,MnCuPd2,[]
mp-864966,MnSiRu2,[]
mp-864970,MnSiTc2,[]
mp-864971,MnSnRu2,[]
mp-865003,Be2IrPd,[]
mp-865020,HfMgIr2,[]
mp-865023,HfTc2Sb,[]
mp-865041,HfScRh2,[]
mp-865049,HfMgPd2,[]
mp-865093,TiZnNi2,[]
mp-865112,NaPrTl2,[]
mp-865126,NaTlPd2,[]
mp-865130,Hf2MoRh,[]
mp-865158,YbNdHg2,[]
mp-865172,YbTaRu2,[]
mp-865184,LiScPd2,[]
mp-865233,TmMgZn2,[]
mp-865234,TaZnRu2,[]
mp-865236,Tm2ZnOs,[]
mp-865261,Lu2ZnOs,[]
mp-865284,Tm2CdOs,[]
mp-865304,Tm2CoRu,[]
mp-865308,Be2CuRh,[]
mp-865325,Lu2CoRu,[]
mp-865340,Tm2HgOs,[]
mp-865381,Tm2IrRu,[]
mp-865382,V3Ru,[]
mp-865451,Tm2MnOs,[]
mp-865461,LuZrCo2,[]
mp-865470,Ac2CuSn,[]
mp-865495,V2CrTc,[]
mp-865506,VSiOs2,[]
mp-865525,YCdHg2,[]
mp-865538,Ti2RePd,[]
mp-865568,ThScTc2,[]
mp-865586,VGaRu2,[]
mp-865597,NdPbAu2,[]
mp-865599,Lu2RuPt,[]
mp-865616,Yb2AgIr,[]
mp-865651,Y2TlCd,[]
mp-865660,Yb2AgPt,[]
mp-865663,YbLuRh2,[]
mp-865678,TiMn2V,[]
mp-865679,TiSnPd2,[]
mp-865707,TiSnRh2,[]
mp-865730,TiZnAu2,[]
mp-865753,YbErPd2,[]
mp-865793,LiSc2Rh,[]
mp-865804,TaZnRh2,[]
mp-865873,TmCdAg2,[]
mp-865879,Li2AgAu,[]
mp-865888,TiSnRu2,[]
mp-865894,YbPmAu2,[]
mp-865955,CaNdHg2,[]
mp-865957,AcSnAu2,[]
mp-865977,LuCdAg2,[]
mp-865994,YbScRh2,[]
mp-865995,YbSnAu2,[]
mp-866027,YbRh2Pb,[]
mp-866059,GdMgRh2,[]
mp-866069,MgScRh2,[]
mp-866074,NdMgAg2,[]
mp-866075,MgTaIr2,[]
mp-866080,MgSc2Tl,[]
mp-866094,HfZnCu2,[]
mp-866112,HoNbRu2,[]
mp-866125,LuTaRu2,[]
mp-866128,NaTmTl2,[]
mp-866138,LuSbRu2,[]
mp-866139,TiBe2Ir,[]
mp-866140,TiGaPd2,[]
mp-866143,TiBeRh2,[]
mp-866145,Lu2AgIr,[]
mp-866163,YInRh2,[]
mp-866165,YMgRh2,[]
mp-866168,TiInPd2,[]
mp-866170,TiInRh2,[]
mp-866200,Li2SmTl,[]
mp-866274,CeCdHg2,[]
mp-866285,ErSnRu2,[]
mp-867122,Ac2CuSi,[]
mp-867123,TaTiOs2,[]
mp-867127,ScCdAg2,[]
mp-867173,SrInHg2,[]
mp-867242,Sc2ZnGa,[]
mp-867257,CaPrCd2,[]
mp-867260,CdAgPd2,[]
mp-867265,LiTm2Os,[]
mp-867269,LiHo2Os,[]
mp-867275,BeVOs2,[]
mp-867278,DyPaTc2,[]
mp-867293,LiCo2Si,[]
mp-867344,Er2NiOs,[]
mp-867350,Ca2MgIn,[]
mp-867475,TaSnRu2,[]
mp-867771,TaCuRh2,[]
mp-867807,LiYTl2,[]
mp-867827,DyCdAu2,[]
mp-867853,SmCdAg2,[]
mp-867858,ScUTc2,[]
mp-867900,DyCdRh2,[]
mp-867902,LiSiRh2,[]
mp-867903,LiLuAu2,[]
mp-867909,ScCdRh2,[]
mp-867926,LiInPd2,[]
mp-867979,LaInHg2,[]
mp-919,HoTe,"[639769, 43548, 639766]"
mp-940,GdN,"[169219, 53615, 635987, 169204, 635993, 635992, 44773, 635991, 635990, 635989, 635994]"
mp-972071,V3Mo,[]
mp-972205,V2MoOs,[]
mp-972327,Zr2CoOs,[]
mp-972337,Ti2IrW,[]
mp-972623,SmHgAu2,[]
mp-972879,Sc2RuAu,[]
mp-972957,ScTiRu2,[]
mp-973653,Lu2ZnAg,[]
mp-974387,Nd2AgHg,[]
mp-977353,Ta2ReMo,[]
mp-977367,CdInRh2,[]
mp-977369,HoMgHg2,[]
mp-977444,PaAgAu2,[]
mp-977475,ZrInPd2,[]
mp-977547,MgZnRh2,[]
mp-978256,Mg2TlPb,[]
mp-978529,SmTmHg2,[]
mp-979288,Ta2NbRh,[]
mp-980197,YbErPt2,[]
mp-980198,TmLuZn2,[]
mp-980426,TmAlAg2,[]
mp-982613,Pm2InHg,[]
mp-982615,Pm2InAg,[]
mp-995,EuIr2,"[631354, 410701]"
mp-1009545,PaN,[644621]
mp-1018124,Ti2Rh,[650481]
mp-1018144,LaH3,"[638225, 638226]"
mp-1022,K2S,"[641321, 26735, 183837, 60439]"
mp-1029872,Sr2ReN3,[]
mp-1048547,Zn(NiO2)2,[]
mp-10558,La3(NbN3)2,[411473]
mp-1065,LaSb,"[641904, 44805, 52011, 641901, 641893, 641902]"
mp-1071890,NdInPt4,"[658359, 640081]"
mp-1077347,UPt4Au,[612276]
mp-1085,UOs2,"[647848, 105575, 657117]"
mp-10896,Y(MnAl2)4,"[608564, 57997]"
mp-1100762,Pm2TlAg,[]
mp-1100765,Pm2GaAg,[]
mp-1100787,YbMg149,[]
mp-1101,TmAs,"[611523, 611521, 43647]"
mp-1101090,GdAlNi,"[607908, 607895, 107418, 57877]"
mp-1101327,SrTaNO2,[]
mp-1101414,Rb4FeO4,[]
mp-1101520,LiCrP2O7,[]
mp-1101724,Nb10Pb14O39,[]
mp-1101773,NdAlAu,[602636]
mp-1101785,YCoGe,"[601866, 623669]"
mp-1101788,EuInRh,[410699]
mp-1101801,BaYCuSe3,[659169]
mp-1101817,SmNiGe,[637396]
mp-1101828,TbAsS,"[658893, 611324]"
mp-1101894,FeAsSe,[610526]
mp-1101897,GdAsS,"[610596, 658892]"
mp-1101945,YbNi4B,[615088]
mp-1101967,NbCoAs,[610089]
mp-1101989,SrLiAs,[250748]
mp-1102018,HfP2,[638760]
mp-1102040,CaSnPt,[602355]
mp-1102047,LuCoSn,[601862]
mp-1102052,DyAsS,"[610385, 658894]"
mp-1102073,SrCdPt,[237728]
mp-1102077,NaAlF4,"[248088, 166361]"
mp-1102079,TmAsS,[611336]
mp-1102101,ScCoSn,[624977]
mp-1102129,Na2YbCdSb2,[422274]
mp-1102138,TiCoP,[624646]
mp-1102174,In2AsPt8,[193116]
mp-1102201,PuB4Os,[615124]
mp-1102209,GdRe2,"[636244, 636248, 636247, 636246]"
mp-1102212,SmAlPd,[609058]
mp-1102216,USiRu,[658289]
mp-1102382,CuAsSe,[610356]
mp-1102413,GdGeIr,"[88163, 635746]"
mp-1102423,CeAlAu,"[602634, 658143]"
mp-1102476,TbAsSe,[611383]
mp-1102486,SmPO4,[184553]
mp-1102537,NbVP,[645178]
mp-1102545,HfTl2Se3,[186071]
mp-1102603,YGaNi,[634986]
mp-1102609,BaSiPd,[616034]
mp-1102669,ErGaPt,[630571]
mp-1102743,ZnS2,[651447]
mp-1102820,ErAlPd,[607432]
mp-1102849,BaErAgSe3,[659171]
mp-1102869,ZrSiIr,[641044]
mp-1102907,YbNiGe,[637443]
mp-1102952,DyAsSe,[610386]
mp-1102961,AlCdCl4,"[59173, 62038]"
mp-1102980,NbFeP,[632794]
mp-1103022,TmGaPd,[635092]
mp-1103049,TmGaPt,[635157]
mp-1103155,LaSiRh,[641749]
mp-1103195,Sm2In8Pd,[180118]
mp-1103212,TaRh2,[650415]
mp-1103238,LuGaPd,[634586]
mp-1103243,NbNiAs,[610993]
mp-1103248,TiSiIr,[641017]
mp-1103411,Dy2Au,[611788]
mp-1103425,ErCo3Si2,[426847]
mp-1103452,RbV2Fe(AgO4)2,"[194589, 194588]"
mp-1103463,SmGeRh,[637687]
mp-1103465,TiBe3,[616451]
mp-1103472,Na2UF8,[165293]
mp-1103507,Ho(Ni2As)2,[610673]
mp-1103576,HoGaCo,[623088]
mp-1103629,CeNiP,[621627]
mp-1103685,Rb(MoSe)3,"[644181, 604516, 603629]"
mp-1103718,Al(VS2)4,[195251]
mp-1103730,Na4Mg(GeSe3)2,[239112]
mp-1103787,Si7(Ni2Au)2,[429212]
mp-1103788,Sr(NiP2)2,[429359]
mp-1103812,V4GeS8,"[195254, 195255, 161948]"
mp-1103816,BaGaH5,[240693]
mp-1103838,Pd2PbO4,"[263049, 263050]"
mp-1103842,P4Os,[647710]
mp-1103863,Ho3Pt4,[639601]
mp-1103928,Yb2Sn2Au3,[710044]
mp-1104024,Cs2GeSe4,[74832]
mp-1104047,Al4Tc,[609483]
mp-1104121,Li2La2Si3,[423611]
mp-1104139,Ta5(NiP)4,[646154]
mp-1104159,Sm5Ru2,"[650680, 650669]"
mp-1104232,K3Ca(PO4)2,[23488]
mp-1104257,Ba6Os2N6O,[419467]
mp-1104368,Li2Pr2Ge3,[262436]
mp-1104517,Yb3Ga9Pt2,"[658057, 635166]"
mp-1104535,Hf2CuSi4,[627913]
mp-1104609,Ba(Cd2Pt)2,[237544]
mp-1104641,Eu4Bi3,"[616649, 616645, 107394]"
mp-1104659,Dy2MnNiO6,[252028]
mp-1104664,Dy3Pt4,[630122]
mp-1104675,Tm3Pd4,[649070]
mp-1104693,LiCa2HC3,"[261184, 188224]"
mp-1104821,Pr5Co2,[624694]
mp-1104838,GdGa6,"[634219, 634217, 634218]"
mp-1104864,Tb3Pt4,[649735]
mp-1104877,Lu3Pt4,[642531]
mp-1104960,Sc3(CuSi)4,[629021]
mp-1105040,Ta6Zn7,[652935]
mp-1105062,Er(Ni2P)2,[601114]
mp-1105083,Th3Pd4,[649031]
mp-1105095,BaP2,[429732]
mp-1105239,DyTl(PSe3)2,[195321]
mp-1105456,HgAs2H2F14,[429284]
mp-1105528,Pr5As2ClO10,[421438]
mp-1105535,Ba2P7Br,[426194]
mp-1105562,Pr(Co2B)6,"[613234, 613225]"
mp-1105605,Tb7FeI12,[424443]
mp-1105622,Cs3CoCl5,"[280443, 15245, 16397, 28533, 14087, 16556, 31032]"
mp-1105669,NdZn3,[646076]
mp-1105674,Mg2BeB2Ir5,[612551]
mp-1105684,Tb2Te3,[652951]
mp-1105693,Zr5Sb3As,[611352]
mp-1105712,Er5Ge3C,[617665]
mp-1105737,Dy5Ge3,"[629771, 629755, 629748, 629757]"
mp-1105741,Pr3Ru,[649236]
mp-1105746,SmGaPd2,[656963]
mp-1105750,LiAu(S2O7)2,[422909]
mp-1105752,CaCd2Pd,[425509]
mp-1105851,Hf5CuSb3,[627908]
mp-1105896,La5Pb3,"[659161, 641643]"
mp-1105911,TiPd3,"[167654, 649049, 649037]"
mp-1105931,Pr(TmS2)3,[649291]
mp-1105933,LaCrSe3,"[626229, 626231]"
mp-1105965,Er5Tl3,"[631201, 631207]"
mp-1105989,Lu5Ge3,"[601111, 636916]"
mp-1105990,Ho5Ge3C,[617965]
mp-1106082,LiCeSi2,[621473]
mp-1106085,Nb2PdS5,[192215]
mp-1106158,DyGePd2,[629798]
mp-1106223,NdGe2Pt,"[601776, 637307]"
mp-1106233,KNb(CuS2)2,[628195]
mp-1106258,Lu5Sn3,[642614]
mp-1106300,Nd3Ru,"[645801, 645795]"
mp-1106326,Er2Si4Mo3,"[600622, 630793]"
mp-1106356,AlH3,"[182535, 156310]"
mp-1106381,NaAs,"[182159, 421420]"
mp-1106401,Ce5AgPb3,[604956]
mp-1106407,HfCo3B2,"[613105, 613106]"
mp-1111926,K2LiIrF6,[]
mp-1112115,Cs2RbTbCl6,[]
mp-1112117,Cs2RbScI6,[]
mp-1112134,Cs2RbAsBr6,[]
mp-1112490,Cs2TlInCl6,[]
mp-1112519,Cs2RbEuCl6,[]
mp-1112610,Cs2TaHgF6,[]
mp-1112663,Cs2LiYI6,[]
mp-1112690,Cs2KYCl6,[]
mp-1112758,Cs2KNdBr6,[]
mp-1112937,Cs2TbAgCl6,[]
mp-1112963,Cs3TiF6,[]
mp-1113018,Cs2LiDyCl6,[]
mp-1113049,Cs2KGdCl6,[]
mp-1113554,Cs2InAgBr6,[]
mp-1113578,Cs2AgAsBr6,[]
mp-1120741,Cs2HfCl6,[]
mp-1120756,NaVF3,[]
